l,size,n_eis_members,persistent_pairs,breaking_pairs,min_break_prime,pair_classes,conductors,members
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[156, 780]","['156a', '780b']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[156, 4836]","['156b', '4836e']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[162, 6966]","['162b', '6966h']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[162, 6966]","['162c', '6966e']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[170]","['170b', '170e']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[174]","['174a', '174d']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[178, 4450]","['178b', '4450e']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[179, 8234]","['179a', '8234b']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[182, 6006]","['182b', '6006y']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[187, 561]","['187a', '561a']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[194, 4850]","['194a', '4850g']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[200, 4600]","['200c', '4600h']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[201, 5025]","['201b', '5025i']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[202, 5050]","['202a', '5050c']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[203, 3045]","['203b', '3045j']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[203, 5075]","['203c', '5075h']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[206, 5150]","['206a', '5150c']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[210, 9030]","['210e', '9030y']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[212, 2332]","['212a', '2332a']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[212, 5300]","['212b', '5300c']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[213, 5325]","['213a', '5325i']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[214, 2782]","['214a', '2782f']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[214, 7062]","['214d', '7062q']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[215, 7955]","['215a', '7955a']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[219, 5475]","['219b', '5475f']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[221, 1105]","['221a', '1105a']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[226, 5650]","['226a', '5650j']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[228, 5700]","['228a', '5700c']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[229, 7557]","['229a', '7557a']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[232, 4872]","['232a', '4872e']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[235, 7755]","['235a', '7755i']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[235, 3290]","['235c', '3290b']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[236, 3540]","['236a', '3540g']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[238, 4522]","['238a', '4522i']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[238, 5950]","['238d', '5950m']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[238, 595]","['238e', '595b']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[243, 6075]","['243a', '6075a']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[243, 6075]","['243b', '6075v']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[244, 3172]","['244a', '3172a']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[245, 490]","['245a', '490j']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[245, 490]","['245b', '490g']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[245, 8085]","['245c', '8085y']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[248, 1240]","['248a', '1240c']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[248, 2728]","['248b', '2728e']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[248, 1736]","['248c', '1736b']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[254, 7874]","['254b', '7874f']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[254, 7874]","['254d', '7874c']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[256, 6400]","['256b', '6400g']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[256, 6400]","['256c', '6400t']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[258, 6450]","['258f', '6450bo']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[258, 1806]","['258g', '1806n']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[262, 6026]","['262b', '6026b']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[264, 6072]","['264b', '6072f']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[267, 6675]","['267b', '6675d']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[268, 6700]","['268a', '6700c']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[273, 546]","['273b', '546b']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[274, 1918]","['274b', '1918a']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[278, 6950]","['278b', '6950b']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[282, 7050]","['282a', '7050z']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[282, 7050]","['282b', '7050u']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[285, 665]","['285a', '665a']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[285, 4845]","['285b', '4845a']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[286, 4290]","['286c', '4290j']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[286, 1430]","['286f', '1430k']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[288, 7200]","['288a', '7200d']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[288, 7200]","['288b', '7200bi']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[288, 7200]","['288c', '7200i']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[288, 7200]","['288e', '7200bd']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[291, 582]","['291a', '582c']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[296, 6808]","['296a', '6808b']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[297, 594]","['297a', '594h']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[297, 594]","['297d', '594c']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[304, 912]","['304b', '912h']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[304, 5168]","['304e', '5168e']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[306, 7650]","['306c', '7650m']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[312, 9048]","['312b', '9048b']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[312, 7800]","['312c', '7800x']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[314, 6751]","['314a', '6751a']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[315, 5355]","['315b', '5355j']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[318, 1590]","['318c', '1590a']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[318, 7950]","['318d', '7950bf']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[320, 7360]","['320a', '7360p']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[320, 7360]","['320b', '7360d']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[322, 8050]","['322a', '8050k']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[324, 3564]","['324a', '3564a']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[324, 3564]","['324c', '3564e']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[325, 975]","['325a', '975f']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[325, 975]","['325b', '975j']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[325, 7475]","['325c', '7475c']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[330, 9570]","['330c', '9570v']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[336, 8400]","['336a', '8400bg']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[336, 8400]","['336b', '8400k']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[336, 8400]","['336e', '8400by']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[340, 6460]","['340a', '6460b']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[346, 5190]","['346a', '5190i']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[348, 2436]","['348a', '2436a']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[348, 1740]","['348d', '1740f']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[352, 1760]","['352a', '1760g']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[352, 1056]","['352b', '1056g']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[352, 1760]","['352c', '1760d']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[352, 1056]","['352d', '1056d']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[354, 8850]","['354b', '8850i']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[357, 6783]","['357b', '6783b']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[358, 2506]","['358a', '2506a']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[360, 8280]","['360e', '8280t']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[361, 6137]","['361b', '6137a']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[362, 9050]","['362b', '9050g']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[366, 1830]","['366c', '1830e']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[366, 9150]","['366e', '9150g']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[368, 9200]","['368c', '9200g']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[368, 5520]","['368d', '5520c']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[368, 7728]","['368e', '7728t']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[368, 9200]","['368f', '9200v']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[370, 6290]","['370a', '6290c']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[370, 6290]","['370b', '6290f']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[371, 6307]","['371a', '6307d']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[371, 742]","['371b', '742c']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[372, 9300]","['372a', '9300e']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[372]","['372b', '372c']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[374, 4675]","['374a', '4675e']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[378, 9450]","['378a', '9450dn']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[378, 9450]","['378b', '9450n']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[380, 4940]","['380a', '4940b']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[381, 762]","['381b', '762b']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[384, 2688]","['384a', '2688h']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[384, 2688]","['384b', '2688o']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[384, 2688]","['384c', '2688l']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[384, 2688]","['384d', '2688e']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[384, 1920]","['384e', '1920f']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[384, 1920]","['384f', '1920l']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[384, 1920]","['384g', '1920p']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[384, 1920]","['384h', '1920w']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[385, 5005]","['385a', '5005d']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[387, 9675]","['387a', '9675g']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[387, 8901]","['387d', '8901e']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[387, 3870]","['387e', '3870f']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[390, 7410]","['390a', '7410a']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[392, 9800]","['392a', '9800z']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[400, 9200]","['400a', '9200d']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[405, 9315]","['405a', '9315i']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[405, 9315]","['405b', '9315d']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[406, 8323]","['406a', '8323b']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[410, 7790]","['410b', '7790f']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[414, 2898]","['414b', '2898u']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[415, 7055]","['415a', '7055a']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[416, 6240]","['416a', '6240i']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[416, 6240]","['416b', '6240be']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[418, 1254]","['418b', '1254j']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[423, 2115]","['423a', '2115j']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[423, 5499]","['423b', '5499e']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[423, 5922]","['423e', '5922c']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[425, 9775]","['425a', '9775e']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[425, 1275]","['425b', '1275g']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[425, 1275]","['425c', '1275b']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[426, 2343]","['426b', '2343a']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[428, 9844]","['428a', '9844a']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[430, 9890]","['430a', '9890a']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[431, 6465]","['431a', '6465a']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[434]","['434c', '434e']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[437, 874]","['437b', '874b']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[438, 3066]","['438a', '3066h']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[440, 8360]","['440b', '8360l']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[440, 5720]","['440c', '5720b']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[442, 4862]","['442a', '4862d']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[442, 3094]","['442d', '3094d']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[448, 5824]","['448c', '5824o']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[448, 2240]","['448e', '2240s']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[448, 5824]","['448f', '5824x']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[448, 2240]","['448h', '2240d']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[456, 3192]","['456c', '3192g']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[458, 3435]","['458b', '3435c']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[459, 4590]","['459b', '4590o']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[459, 3213]","['459c', '3213c']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[459, 918]","['459d', '918d']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[459, 4590]","['459e', '4590b']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[459, 3213]","['459f', '3213h']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[459, 918]","['459g', '918j']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[460, 5980]","['460d', '5980d']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[462, 2310]","['462e', '2310p']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[462, 8778]","['462f', '8778v']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[464, 9744]","['464a', '9744b']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[464, 1392]","['464d', '1392n']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[464]","['464e', '464f']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[464, 3248]","['464g', '3248i']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[465, 7905]","['465a', '7905c']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[468, 3276]","['468c', '3276k']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[468, 2340]","['468e', '2340f']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[470, 1410]","['470a', '1410a']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[470, 1410]","['470b', '1410c']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[470, 8930]","['470c', '8930d']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[470, 1410]","['470d', '1410i']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[470, 6110]","['470f', '6110d']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[472, 3304]","['472a', '3304a']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[472, 7080]","['472b', '7080e']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[472, 6136]","['472c', '6136c']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[473, 946]","['473a', '946c']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[474, 6162]","['474a', '6162b']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[475, 3325]","['475b', '3325j']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[475, 3325]","['475c', '3325e']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[477, 8109]","['477a', '8109l']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[480, 6240]","['480d', '6240j']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[480, 6240]","['480e', '6240t']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[483, 966]","['483b', '966f']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[484, 1452]","['484a', '1452c']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[486, 9234]","['486a', '9234a']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[486, 3402]","['486b', '3402b']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[486, 9234]","['486d', '9234d']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[486, 3402]","['486e', '3402l']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[490, 1470]","['490a', '1470a']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[490, 5390]","['490b', '5390f']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[490, 5390]","['490c', '5390k']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[490, 1470]","['490d', '1470g']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[490]","['490e', '490f']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[490]","['490i', '490k']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[492, 6396]","['492b', '6396e']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[494, 741]","['494a', '741d']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[494, 1482]","['494d', '1482k']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[496, 3472]","['496a', '3472b']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[496, 2480]","['496b', '2480g']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[496, 5456]","['496c', '5456a']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[498, 8466]","['498a', '8466j']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[504, 5544]","['504a', '5544a']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[504, 5544]","['504d', '5544k']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[504, 6552]","['504g', '6552x']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[504, 2520]","['504h', '2520p']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[506, 3542]","['506b', '3542d']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[506, 8602]","['506c', '8602b']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[506, 3542]","['506e', '3542k']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[506, 2530]","['506f', '2530i']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[507, 8619]","['507a', '8619a']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[507, 8619]","['507b', '8619c']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[507, 9633]","['507c', '9633c']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[510, 3570]","['510a', '3570b']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[510, 3570]","['510b', '3570q']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[510, 6630]","['510g', '6630x']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[516, 3612]","['516b', '3612d']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[516, 5676]","['516c', '5676e']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[516, 5676]","['516d', '5676j']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[517, 3102]","['517a', '3102e']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[522]","['522b', '522c']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[522, 2610]","['522e', '2610f']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[522]","['522g', '522h']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[522]","['522k', '522m']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[522, 3654]","['522l', '3654w']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[525, 8925]","['525a', '8925f']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[525]","['525b', '525c']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[528, 8976]","['528a', '8976b']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[528, 3696]","['528e', '3696m']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[528, 3696]","['528g', '3696r']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[528, 6864]","['528j', '6864ba']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[530, 1590]","['530a', '1590c']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[539, 7007]","['539b', '7007b']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[540, 7020]","['540b', '7020f']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[540, 7020]","['540d', '7020l']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[546, 9282]","['546d', '9282l']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[550, 1650]","['550a', '1650g']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[550]","['550c', '550g']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[550]","['550d', '550e']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[550]","['550h', '550j']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[550]","['550l', '550m']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[551, 5510]","['551c', '5510d']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[551, 5510]","['551d', '5510i']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[552, 6072]","['552a', '6072b']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[552, 9384]","['552b', '9384b']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[558, 2790]","['558a', '2790a']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[558, 2790]","['558e', '2790r']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[558, 3906]","['558g', '3906s']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[560, 7280]","['560d', '7280r']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[560, 1680]","['560f', '1680s']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[561, 1122]","['561c', '1122m']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[563, 8445]","['563a', '8445b']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[567, 6237]","['567a', '6237c']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[567, 6237]","['567b', '6237a']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[570, 7410]","['570b', '7410c']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[570, 3990]","['570h', '3990v']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[573, 4202]","['573b', '4202a']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[574, 8610]","['574a', '8610h']"
5,2,0,1,0,None,"{'EIS': 0, 'P3': 1}","[574, 8323]","['574b', '8323a']"
5,2,0,1,0,None,"{'EIS': 0, 'P1': 1}","[574]","['574d', '574e']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[574, 1722]","['574g', '1722p']"
5,2,0,1,0,None,"{'EIS': 0, 'P2': 1}","[575, 1150]","['575c', '1150c']"
