label,class,cond,abs_disc,eqn,bad_lfactors,is_gl2_type,end_alg,geom_end_alg,st_group,Lhash,sealed
644.a.659456.1,644.a,644,659456,"""[[-3,-13,4,51,4,-13,-3],[0,1,1]]""","""[[2,[1,2,1]],[7,[1,3,3,-7]],[23,[1,-1,23,-23]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),2213652731988948920,0
644.b.14812.1,644.b,644,14812,"""[[-1,-1,5,-4,-1,1],[1,0,0,1]]""","""[[2,[1,0,1]],[7,[1,3,9,7]],[23,[1,-3,19,23]]]""",False,Q,Q,USp(4),2193376596020366356,0
672.a.172032.1,672.a,672,172032,"""[[56,0,-75,0,-16,0,-1],[0,1,0,1]]""","""[[2,[1,1]],[3,[1,1,1,-3]],[7,[1,-1,7,-7]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),743000016071892834,0
676.a.5408.1,676.a,676,5408,"""[[1,3,3,1],[0,1,1,1]]""","""[[2,[1,0,-1]],[13,[1,0,-1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),1221962300074229217,0
676.a.562432.1,676.a,676,562432,"""[[0,2,2,4,2,2],[1,0,0,1]]""","""[[2,[1,0,-1]],[13,[1,0,-1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),1221962300074229217,0
676.b.17576.1,676.b,676,17576,"""[[-1,3,-6,6,-6,3,-1],[0,1,1]]""","""[[2,[1,2,1]],[13,[1,-2,1]]]""",False,M_2(Q),M_2(Q),E_1,1833436193401394957,0
686.a.686.1,686.a,686,686,"""[[0,1,1,2,1,1],[0,1,1]]""","""[[2,[1,0,1,2]],[7,[1,-1]]]""",True,Q x Q,CM x Q,N(U(1)xSU(2)),248907434426048949,0
688.a.2752.1,688.a,688,2752,"""[[0,-1,0,4,-5,2],[1]]""","""[[2,[1]],[43,[1,-5,47,-43]]]""",False,Q,Q,USp(4),531506738588903304,0
688.a.704512.1,688.a,688,704512,"""[[1,2,1,4,0,2],[]]""","""[[2,[1]],[43,[1,-5,47,-43]]]""",False,Q,Q,USp(4),531506738588903304,0
688.a.704512.2,688.a,688,704512,"""[[1,4,2,-8,-7,2],[]]""","""[[2,[1]],[43,[1,-5,47,-43]]]""",False,Q,Q,USp(4),531506738588903304,0
691.a.691.1,691.a,691,691,"""[[0,0,-1,-1,0,1],[1,1]]""","""[[691,[1,29,719,691]]]""",False,Q,Q,USp(4),1324977999947104173,0
704.a.45056.1,704.a,704,45056,"""[[0,0,-2,-1,4,4],[1]]""","""[[2,[1,0,2]],[11,[1,-1,11,-11]]]""",False,Q,Q,USp(4),2159575534599616393,0
708.a.181248.1,708.a,708,181248,"""[[-36,-98,-41,48,9,-4,-1],[1,0,0,1]]""","""[[2,[1,0,1]],[3,[1,2,4,3]],[59,[1,1,59,59]]]""",False,Q,Q,USp(4),379335071324098363,0
708.a.19116.1,708.a,708,19116,"""[[-1,4,4,0,0,-1],[1,0,0,1]]""","""[[2,[1,0,1]],[3,[1,2,4,3]],[59,[1,1,59,59]]]""",False,Q,Q,USp(4),379335071324098363,0
708.a.2832.1,708.a,708,2832,"""[[0,0,0,0,0,1],[1,1,1]]""","""[[2,[1,0,1]],[3,[1,2,4,3]],[59,[1,1,59,59]]]""",False,Q,Q,USp(4),379335071324098363,0
709.a.709.1,709.a,709,709,"""[[0,1,-2,0,0,1],[0,1]]""","""[[709,[1,-5,703,709]]]""",False,Q,Q,USp(4),313471120575217524,0
713.a.713.1,713.a,713,713,"""[[0,-1,0,0,0,-1],[1,1,0,1]]""","""[[23,[1,-3,19,23]],[31,[1,6,24,-31]]]""",False,Q,Q,USp(4),1119255131859026482,0
713.b.713.1,713.b,713,713,"""[[0,0,0,0,-1],[1,1,0,1]]""","""[[23,[1,-5,17,23]],[31,[1,-4,26,31]]]""",False,Q,Q,USp(4),1456251329365809152,0
720.a.6480.1,720.a,720,6480,"""[[5,0,7,0,2],[0,1,0,1]]""","""[[2,[1,1,2]],[3,[1,0,-1]],[5,[1,1,3,-5]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),33373679747630311,0
720.b.116640.1,720.b,720,116640,"""[[-90,0,39,0,-6],[0,1,0,1]]""","""[[2,[1,1]],[3,[1,0,-1]],[5,[1,3,7,5]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),1054931160234915901,0
726.a.1452.1,726.a,726,1452,"""[[0,-1,-2,6,2,2],[1,0,1]]""","""[[2,[1,1,0,-2]],[3,[1,0,2,-3]],[11,[1,-2,1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),2032374024841673184,0
731.a.12427.1,731.a,731,12427,"""[[-3,-1,0,0,2,1],[0,0,1,1]]""","""[[17,[1,-2,14,17]],[43,[1,-3,39,43]]]""",False,Q,Q,USp(4),934349038178523264,0
741.a.28899.1,741.a,741,28899,"""[[0,1,2,0,-1,-3],[1,1]]""","""[[3,[1,1,3,3]],[13,[1,3,15,13]],[19,[1,-3,15,19]]]""",False,Q,Q,USp(4),1135624214825637519,0
743.a.743.1,743.a,743,743,"""[[0,0,1,0,-1],[1,1,0,1]]""","""[[743,[1,23,719,-743]]]""",False,Q,Q,USp(4),1694545472221723570,0
745.a.745.1,745.a,745,745,"""[[0,-1],[1,1,0,1]]""","""[[5,[1,2,2,-5]],[149,[1,2,146,-149]]]""",False,Q,Q,USp(4),1884643701512224450,0
762.a.3048.1,762.a,762,3048,"""[[1,1,1],[0,1,1,1]]""","""[[2,[1,0,1,-2]],[3,[1,1,1,-3]],[127,[1,17,143,127]]]""",False,Q,Q,USp(4),651912719483453036,0
762.a.82296.1,762.a,762,82296,"""[[0,-1,2,14,-8,1],[0,1,1]]""","""[[2,[1,0,1,-2]],[3,[1,1,1,-3]],[127,[1,17,143,127]]]""",False,Q,Q,USp(4),651912719483453036,0
763.a.763.1,763.a,763,763,"""[[0,-1,2,0,-2],[0,1,0,1]]""","""[[7,[1,1,5,-7]],[109,[1,9,99,-109]]]""",False,Q,Q,USp(4),1562044646345484481,0
768.a.1536.1,768.a,768,1536,"""[[0,1,0,-3,-1,2],[1]]""","""[[2,[1,0,2]],[3,[1,1,1,-3]]]""",False,Q,Q,USp(4),1076854188039407666,0
768.a.4608.1,768.a,768,4608,"""[[-1,-1,-1,-1],[1,1,1,1]]""","""[[2,[1,0,2]],[3,[1,1,1,-3]]]""",False,Q,Q,USp(4),1076854188039407666,0
784.a.1568.1,784.a,784,1568,"""[[-2,0,3,0,-2],[0,1,0,1]]""","""[[2,[1,1]],[7,[1,0,-1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),312369878683860827,0
784.a.43904.1,784.a,784,43904,"""[[56,0,27,0,4],[0,1,0,1]]""","""[[2,[1,1]],[7,[1,0,-1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),312369878683860827,0
784.b.12544.1,784.b,784,12544,"""[[-1],[0,1,0,1]]""","""[[2,[1,1]],[7,[1,-2,1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),1997748879806368035,0
784.b.25088.1,784.b,784,25088,"""[[-9,41,-49,2,7,-3,-1],[1,0,1]]""","""[[2,[1,1]],[7,[1,-2,1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),1997748879806368035,0
784.b.76832.1,784.b,784,76832,"""[[-9,10,0,-2,-4,4,-1],[1,1]]""","""[[2,[1,1]],[7,[1,-2,1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),1997748879806368035,0
784.c.614656.1,784.c,784,614656,"""[[0,-1,-9,-13,-4,1],[]]""","""[[2,[1]],[7,[1,4,7]]]""",True,CM,M_2(Q),E_3,567926432027860049,0
797.a.797.1,797.a,797,797,"""[[0,0,0,1,-1,1],[1]]""","""[[797,[1,15,811,797]]]""",False,Q,Q,USp(4),1141445514935970308,0
800.a.1600.1,800.a,800,1600,"""[[0,0,-1,0,-1],[1,1,1,1]]""","""[[2,[1]],[5,[1,0,-1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),729779584840653830,0
800.a.409600.1,800.a,800,409600,"""[[1,0,-2,0,0,0,1],[]]""","""[[2,[1]],[5,[1,0,-1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),729779584840653830,0
800.a.8000.1,800.a,800,8000,"""[[-1,0,2,4,2,0,-1],[1,1,1,1]]""","""[[2,[1]],[5,[1,0,-1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),729779584840653830,0
807.a.2421.1,807.a,807,2421,"""[[-1,2,-1,-2,0,1],[0,1,0,1]]""","""[[3,[1,1,1,-3]],[269,[1,-15,283,-269]]]""",False,Q,Q,USp(4),643297348268310660,0
810.a.196830.1,810.a,810,196830,"""[[-8,94,-297,20,15,1],[1,1]]""","""[[2,[1,1,2,2]],[3,[1,-1]],[5,[1,1,5,5]]]""",True,Q x Q,CM x Q,N(U(1)xSU(2)),1051744018365503661,0
816.a.13872.1,816.a,816,13872,"""[[3,-8,6,0,-2],[0,0,1,1]]""","""[[2,[1,1]],[3,[1,1,1,-3]],[17,[1,5,11,-17]]]""",False,Q,Q,USp(4),2021543179810426409,0
816.a.39168.1,816.a,816,39168,"""[[0,1,-1,-4,0,3],[1,0,1]]""","""[[2,[1,1]],[3,[1,1,1,-3]],[17,[1,5,11,-17]]]""",False,Q,Q,USp(4),2021543179810426409,0
816.b.52224.1,816.b,816,52224,"""[[-17,0,-27,0,-12,0,-1],[0,1,0,1]]""","""[[2,[1,-1]],[3,[1,3,5,3]],[17,[1,-1,15,17]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),847442862731839311,0
826.a.11564.1,826.a,826,11564,"""[[3,-4,-4,3,1,1],[0,1,1]]""","""[[2,[1,0,1,2]],[7,[1,2,8,7]],[59,[1,1,59,59]]]""",False,Q,Q,USp(4),1656132228193388621,0
830.a.6640.1,830.a,830,6640,"""[[1,1,-2,0,1,-1],[1,0,0,1]]""","""[[2,[1,0,1,-2]],[5,[1,1,3,-5]],[83,[1,-3,79,83]]]""",False,Q,Q,USp(4),1599329205959762267,0
830.a.830000.1,830.a,830,830000,"""[[0,1,8,16,-2,1],[0,1,1]]""","""[[2,[1,0,1,-2]],[5,[1,1,3,-5]],[83,[1,-3,79,83]]]""",False,Q,Q,USp(4),1599329205959762267,0
832.a.832.1,832.a,832,832,"""[[-1,2,1,-1,0,1],[0,1,0,1]]""","""[[2,[1,1,2]],[13,[1,3,15,13]]]""",False,Q,Q,USp(4),1160605466807868212,0
834.a.1668.1,834.a,834,1668,"""[[-1,1,-1],[1,0,0,1]]""","""[[2,[1,0,1,-2]],[3,[1,1,3,3]],[139,[1,-13,151,-139]]]""",False,Q,Q,USp(4),2288656461122876809,0
841.a.841.1,841.a,841,841,"""[[2,1,3,1,1],[0,1,1,1]]""","""[[29,[1,-2,1]]]""",True,RM,RM,SU(2)xSU(2),1818542051159353914,0
847.a.847.1,847.a,847,847,"""[[0,0,1,1,1],[1,1,1,1]]""","""[[7,[1,3,9,7]],[11,[1,0,-1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),1628071740423264621,0
847.b.9317.1,847.b,847,9317,"""[[0,-1,2,-3,2,1],[1,0,1]]""","""[[7,[1,3,9,7]],[11,[1,-2,1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),575001131863030061,0
847.c.9317.1,847.c,847,9317,"""[[-2,-1,0,1,1],[0,0,1,1]]""","""[[7,[1,-3,3,7]],[11,[1,4,11]]]""",False,Q,Q,USp(4),824947847024954250,0
847.d.456533.1,847.d,847,456533,"""[[4,-24,37,3,-22,-9,-1],[1]]""","""[[7,[1,1,5,-7]],[11,[1,0,-1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),2302818526016908447,0
847.d.847.1,847.d,847,847,"""[[-12,-15,9,31,9,-15,-12],[1,1,1,1]]""","""[[7,[1,1,5,-7]],[11,[1,0,-1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),2302818526016908447,0
856.a.1712.1,856.a,856,1712,"""[[0,1,0,-1,-1],[0,1,0,1]]""","""[[2,[1,1]],[107,[1,-1,107,-107]]]""",False,Q,Q,USp(4),524508960517364678,0
862.a.6896.1,862.a,862,6896,"""[[0,-1,-3,0,6,4],[0,1,1]]""","""[[2,[1,0,1,-2]],[431,[1,-17,447,-431]]]""",False,Q,Q,USp(4),1710054244284009319,0
862.a.862.1,862.a,862,862,"""[[5,2,7,-7,-2,1],[1,0,0,1]]""","""[[2,[1,0,1,-2]],[431,[1,-17,447,-431]]]""",False,Q,Q,USp(4),1710054244284009319,0
862.b.862.1,862.b,862,862,"""[[-1,-1,3,0,-2],[0,1,0,1]]""","""[[2,[1,1,2,2]],[431,[1,1,431,431]]]""",False,Q,Q,USp(4),2111902751544893694,0
864.a.1728.1,864.a,864,1728,"""[[0,0,1,0,1],[1,1,1,1]]""","""[[2,[1]],[3,[1,1]]]""",True,Q x Q,CM x Q,N(U(1)xSU(2)),2049708531961260210,0
864.a.221184.1,864.a,864,221184,"""[[12,-36,33,-6,-4,1],[0,0,0,1]]""","""[[2,[1]],[3,[1,1]]]""",True,Q x Q,CM x Q,N(U(1)xSU(2)),2049708531961260210,0
864.a.442368.1,864.a,864,442368,"""[[-3,0,6,0,-4,0,1],[]]""","""[[2,[1]],[3,[1,1]]]""",True,Q x Q,CM x Q,N(U(1)xSU(2)),2049708531961260210,0
880.a.225280.1,880.a,880,225280,"""[[-44,0,76,55,13,1],[]]""","""[[2,[1]],[5,[1,4,8,5]],[11,[1,1,11,11]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),698329508559814731,0
882.a.302526.1,882.a,882,302526,"""[[5,-12,11,-5,-2,1],[1,0,0,1]]""","""[[2,[1,0,1,-2]],[3,[1,0,-1]],[7,[1,2,1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),467872152384057503,0
882.a.63504.1,882.a,882,63504,"""[[1,3,3,1,1,1],[0,1,1]]""","""[[2,[1,0,1,-2]],[3,[1,0,-1]],[7,[1,2,1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),467872152384057503,0
886.a.3544.1,886.a,886,3544,"""[[1,-1,0,0,-1],[0,1,0,1]]""","""[[2,[1,1,0,-2]],[443,[1,-25,467,-443]]]""",False,Q,Q,USp(4),897536341735423805,0
893.a.893.1,893.a,893,893,"""[[0,0,-1,0,-1],[1,1,0,1]]""","""[[19,[1,4,14,-19]],[47,[1,4,50,47]]]""",False,Q,Q,USp(4),787891315953811550,0
909.a.8181.1,909.a,909,8181,"""[[0,-3,6,1,-7,3],[0,1]]""","""[[3,[1,0,-1]],[101,[1,-7,107,-101]]]""",False,Q,Q,USp(4),2074552995778760415,0
909.a.909.1,909.a,909,909,"""[[0,-1,1,0,-1],[0,1,0,1]]""","""[[3,[1,0,-1]],[101,[1,-7,107,-101]]]""",False,Q,Q,USp(4),2074552995778760415,0
925.a.23125.1,925.a,925,23125,"""[[0,-5,18,-19,1,5],[0,1]]""","""[[5,[1,0,-1]],[37,[1,-7,43,-37]]]""",False,Q,Q,USp(4),1790707578279683023,0
925.a.925.1,925.a,925,925,"""[[0,0,-1,-1,2,-1],[1,1]]""","""[[5,[1,0,-1]],[37,[1,-7,43,-37]]]""",False,Q,Q,USp(4),1790707578279683023,0
930.a.930.1,930.a,930,930,"""[[15,-45,37,0,-7,-1],[0,1,1]]""","""[[2,[1,0,1,-2]],[3,[1,1,3,3]],[5,[1,1,3,-5]],[31,[1,1,31,31]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),1959095423889338071,0
932.a.3728.1,932.a,932,3728,"""[[0,-1,1,0,1,-2,1],[1]]""","""[[2,[1,2,2]],[233,[1,20,252,233]]]""",False,Q,Q,USp(4),216810766551207891,0
936.a.1872.1,936.a,936,1872,"""[[-39,0,-32,0,-9,0,-1],[0,1,0,1]]""","""[[2,[1,-1,2]],[3,[1,2,1]],[13,[1,1,11,-13]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),508201862865885704,0
953.a.953.1,953.a,953,953,"""[[0,0,1,1],[1,1,0,1]]""","""[[953,[1,-7,959,-953]]]""",False,Q,Q,USp(4),1926057748682304678,0
960.a.245760.1,960.a,960,245760,"""[[0,2,1,4,1,2],[]]""","""[[2,[1]],[3,[1,1,3,3]],[5,[1,1,3,-5]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),1623361843873200563,0
960.a.368640.1,960.a,960,368640,"""[[0,1,13,44,13,1],[]]""","""[[2,[1]],[3,[1,1,3,3]],[5,[1,1,3,-5]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),1623361843873200563,0
960.a.983040.1,960.a,960,983040,"""[[0,1,-2,-1,-2,1],[]]""","""[[2,[1]],[3,[1,1,3,3]],[5,[1,1,3,-5]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),1623361843873200563,0
961.a.923521.1,961.a,961,923521,"""[[-3,-2,3,4,-5],[1,0,1,1]]""","""[[31,[1,-2,1]]]""",True,RM,RM,SU(2)xSU(2),1527705443971435305,0
961.a.961.1,961.a,961,961,"""[[-33,99,-145,74,-7,-1,-1],[1,1,0,1]]""","""[[31,[1,-2,1]]]""",True,RM,RM,SU(2)xSU(2),1527705443971435305,0
961.a.961.2,961.a,961,961,"""[[-7,12,-18,12,-8,2,-1],[1,1,0,1]]""","""[[31,[1,-2,1]]]""",True,RM,RM,SU(2)xSU(2),1527705443971435305,0
961.a.961.3,961.a,961,961,"""[[-1,-1,0,1,1,1],[1,1,0,1]]""","""[[31,[1,-2,1]]]""",True,RM,RM,SU(2)xSU(2),1527705443971435305,0
966.a.834624.1,966.a,966,834624,"""[[1,-1,1,1,-1,1],[0,1,1]]""","""[[2,[1,0,1,-2]],[3,[1,1,1,-3]],[7,[1,3,3,-7]],[23,[1,-1,23,-23]]]""",False,Q,Q,USp(4),1452899029791808830,0
968.a.1936.1,968.a,968,1936,"""[[0,0,0,0,-1,0,1],[1]]""","""[[2,[1,2,2]],[11,[1,0,-1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),558040138673863068,0
968.a.234256.1,968.a,968,234256,"""[[121,0,47,0,6],[0,0,0,1]]""","""[[2,[1,2,2]],[11,[1,0,-1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),558040138673863068,0
970.a.1940.1,970.a,970,1940,"""[[0,0,1,1,1,1],[1,1]]""","""[[2,[1,1,0,-2]],[5,[1,3,1,-5]],[97,[1,3,99,97]]]""",False,Q,Q,USp(4),1874002405960877787,0
971.a.971.1,971.a,971,971,"""[[0,1,0,-2,0,1],[1]]""","""[[971,[1,44,926,-971]]]""",False,Q,Q,USp(4),1522732319250207606,0
975.a.63375.1,975.a,975,63375,"""[[-1,1,2,1,0,-1],[1,0,0,1]]""","""[[3,[1,1,1,-3]],[5,[1,0,5]],[13,[1,5,17,13]]]""",False,Q,Q,USp(4),2146966242471428993,0
976.a.999424.1,976.a,976,999424,"""[[0,0,-1,2,0,-2,1],[1,1]]""","""[[2,[1,-1]],[61,[1,-5,65,-61]]]""",False,Q,Q,USp(4),78262366554954104,0
980.a.7840.1,980.a,980,7840,"""[[0,-1,0,0,-3,3,-1],[1,1,1]]""","""[[2,[1,0,-1]],[5,[1,1,5,5]],[7,[1,0,-1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),492811230109802186,0
980.a.878080.1,980.a,980,878080,"""[[-1,1,-4,2,-4,1,-1],[1,0,0,1]]""","""[[2,[1,0,-1]],[5,[1,1,5,5]],[7,[1,0,-1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),492811230109802186,0
990.a.240570.1,990.a,990,240570,"""[[0,3,28,72,28,3],[0,1,1]]""","""[[2,[1,0,1,-2]],[3,[1,2,1]],[5,[1,-3,7,-5]],[11,[1,5,15,11]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),1835966171918955607,0
990.a.8910.1,990.a,990,8910,"""[[0,3,4,7,4,3],[0,1,1]]""","""[[2,[1,0,1,-2]],[3,[1,2,1]],[5,[1,-3,7,-5]],[11,[1,5,15,11]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),1835966171918955607,0
997.a.997.1,997.a,997,997,"""[[0,-1,0,16,-8,1],[0,1]]""","""[[997,[1,27,1023,997]]]""",False,Q,Q,USp(4),1409465931259180000,0
997.a.997.2,997.a,997,997,"""[[0,0,0,0,1,1],[1,1]]""","""[[997,[1,27,1023,997]]]""",False,Q,Q,USp(4),1409465931259180000,0
997.b.997.1,997.b,997,997,"""[[0,0,-1,2,-2,1],[1]]""","""[[997,[1,27,969,-997]]]""",False,Q,Q,USp(4),503678637171486529,0
1008.a.27216.1,1008.a,1008,27216,"""[[-21,0,15,0,-4],[0,1,0,1]]""","""[[2,[1,1,2]],[3,[1,-2,1]],[7,[1,1,7,7]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),445000736675504767,0
1012.a.4048.1,1012.a,1012,4048,"""[[0,1,1,1,1],[1,0,0,1]]""","""[[2,[1,0,-1]],[11,[1,2,8,-11]],[23,[1,-8,14,23]]]""",False,Q,Q,USp(4),1891559385911702113,0
1038.a.1038.1,1038.a,1038,1038,"""[[3,21,46,26,-12,1],[0,1,1]]""","""[[2,[1,0,1,2]],[3,[1,0,2,3]],[173,[1,-5,167,173]]]""",False,Q,Q,USp(4),1164682778211050658,0
1038.a.1038.2,1038.a,1038,1038,"""[[1,1,2,0,1],[1,0,0,1]]""","""[[2,[1,0,1,2]],[3,[1,0,2,3]],[173,[1,-5,167,173]]]""",False,Q,Q,USp(4),1164682778211050658,0
1042.a.1042.1,1042.a,1042,1042,"""[[2,2,-1,-1,-1],[0,1,0,1]]""","""[[2,[1,1,2,2]],[521,[1,28,548,521]]]""",False,Q,Q,USp(4),982963866247952326,0
1047.a.3141.1,1047.a,1047,3141,"""[[0,1],[0,1,0,1]]""","""[[3,[1,0,2,-3]],[349,[1,9,339,-349]]]""",False,Q,Q,USp(4),777955087928522924,0
1050.a.131250.1,1050.a,1050,131250,"""[[3,8,15,17,15,8,3],[0,1,1]]""","""[[2,[1,0,1,-2]],[3,[1,1,3,3]],[5,[1,0,-1]],[7,[1,1,7,7]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),2089027902999233614,0
1051.a.1051.1,1051.a,1051,1051,"""[[0,-1,1,0,-1,1],[1]]""","""[[1051,[1,35,1015,-1051]]]""",False,Q,Q,USp(4),462499875513989697,0
1051.b.1051.1,1051.b,1051,1051,"""[[0,0,0,0,-1,-1],[1,1]]""","""[[1051,[1,-27,1023,1051]]]""",False,Q,Q,USp(4),765539895458829622,0
1051.b.1051.2,1051.b,1051,1051,"""[[0,1,0,16,8,1],[0,1]]""","""[[1051,[1,-27,1023,1051]]]""",False,Q,Q,USp(4),765539895458829622,0
1055.a.1055.1,1055.a,1055,1055,"""[[-1,-1,1,0,-1],[1,0,0,1]]""","""[[5,[1,2,2,-5]],[211,[1,3,207,-211]]]""",False,Q,Q,USp(4),914586213752769050,0
1062.a.6372.1,1062.a,1062,6372,"""[[0,-1,1,0,-1,1],[1,0,0,1]]""","""[[2,[1,2,3,2]],[3,[1,3,3]],[59,[1,7,51,-59]]]""",False,Q,Q,USp(4),1506711676557526583,0
1069.a.1069.1,1069.a,1069,1069,"""[[0,0,0,1,0,1],[1,1,1]]""","""[[1069,[1,-40,1028,1069]]]""",False,Q,Q,USp(4),1916360826498189894,0
1070.a.2140.1,1070.a,1070,2140,"""[[0,-1,0,1],[1,0,0,1]]""","""[[2,[1,2,3,2]],[5,[1,3,1,-5]],[107,[1,-15,91,107]]]""",False,Q,Q,USp(4),304561939424258660,0
1077.a.1077.1,1077.a,1077,1077,"""[[32,-90,-1,80,34,5],[1,0,0,1]]""","""[[3,[1,3,5,3]],[359,[1,7,351,-359]]]""",False,Q,Q,USp(4),1228812911636525869,0
1077.a.1077.2,1077.a,1077,1077,"""[[0,1,2,1,1],[1,0,0,1]]""","""[[3,[1,3,5,3]],[359,[1,7,351,-359]]]""",False,Q,Q,USp(4),1228812911636525869,0
1077.b.1077.1,1077.b,1077,1077,"""[[-2,-1,0,0,1,1],[0,0,0,1]]""","""[[3,[1,2,4,3]],[359,[1,-29,329,359]]]""",False,Q,Q,USp(4),1780201981921750617,0
1077.b.1077.2,1077.b,1077,1077,"""[[-1,15,-79,38,14,1],[1]]""","""[[3,[1,2,4,3]],[359,[1,-29,329,359]]]""",False,Q,Q,USp(4),1780201981921750617,0
1083.a.1083.1,1083.a,1083,1083,"""[[0,0,0,-1],[1,1,1,1]]""","""[[3,[1,3,5,3]],[19,[1,0,-1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),2293160133751546483,0
1083.a.20577.1,1083.a,1083,20577,"""[[-3,9,-13,11,-5,1],[0,0,0,1]]""","""[[3,[1,3,5,3]],[19,[1,0,-1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),2293160133751546483,0
1083.b.390963.1,1083.b,1083,390963,"""[[-6,-33,-14,95,-50,3,-1],[1]]""","""[[3,[1,1,1,-3]],[19,[1,0,-1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),437099346459968441,0
1083.b.87723.1,1083.b,1083,87723,"""[[-6,-9,-14,-11,-8,-3,-1],[1]]""","""[[3,[1,1,1,-3]],[19,[1,0,-1]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),437099346459968441,0
1088.a.1088.1,1088.a,1088,1088,"""[[1,1,2,1,1],[1,1,1,1]]""","""[[2,[1,0,2]],[17,[1,-5,11,17]]]""",False,Q,Q x Q,N(SU(2)xSU(2)),569863837532001628,0
1088.b.2176.1,1088.b,1088,2176,"""[[34,0,24,0,4],[0,1,0,1]]""","""[[2,[1,-1]],[17,[1,-1,15,17]]]""",True,Q x Q,CM x Q,N(U(1)xSU(2)),1426172992610091770,0
1088.b.2176.2,1088.b,1088,2176,"""[[-34,0,24,0,-5],[0,1,0,1]]""","""[[2,[1,-1]],[17,[1,-1,15,17]]]""",True,Q x Q,CM x Q,N(U(1)xSU(2)),1426172992610091770,0
1091.a.1091.1,1091.a,1091,1091,"""[[0,0,-1,-2,0,1],[1,1,1]]""","""[[1091,[1,20,1070,-1091]]]""",False,Q,Q,USp(4),1722081424927469290,0
1094.a.2188.1,1094.a,1094,2188,"""[[0,0,-1,0,1],[1,0,0,1]]""","""[[2,[1,2,3,2]],[547,[1,-20,566,-547]]]""",False,Q,Q,USp(4),2065416122183021916,0
1104.a.17664.1,1104.a,1104,17664,"""[[-1,3,-4,4,-2,1],[]]""","""[[2,[1]],[3,[1,0,2,-3]],[23,[1,-3,19,23]]]""",False,Q,Q,USp(4),1864214409571261216,0
1104.b.141312.1,1104.b,1104,141312,"""[[-46,0,29,0,-3,0,-1],[0,1,0,1]]""","""[[2,[1,1]],[3,[1,1,3,3]],[23,[1,7,15,-23]]]""",True,Q x Q,Q x Q,SU(2)xSU(2),1660212451430568227,0
1109.a.1109.1,1109.a,1109,1109,"""[[-36,63,-6,-36,-6,1],[1]]""","""[[1109,[1,-49,1059,1109]]]""",False,Q,Q,USp(4),123240260590484961,0
1109.b.1109.1,1109.b,1109,1109,"""[[0,1,1,-1,-1,1],[1]]""","""[[1109,[1,25,1133,1109]]]""",False,Q,Q,USp(4),1690282232251822847,0
1109.c.1109.1,1109.c,1109,1109,"""[[-1,0,-2,-2,0,1],[0,1,0,1]]""","""[[1109,[1,-59,1049,1109]]]""",False,Q,Q,USp(4),1753396939950075876,0
1116.a.214272.1,1116.a,1116,214272,"""[[0,-1,1,2,1],[1,0,0,1]]""","""[[2,[1,0,-1]],[3,[1,1,1]],[31,[1,6,24,-31]]]""",False,Q,Q,USp(4),1415693913564733379,0
