Baselabel,Conductor,BadPrimes,HardPrimes,Is_Even,Indicator,LocalFactors,euler_factors,sealed
2.140.6t3.b,140,"[2, 5, 7]","[2, 5, 7]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1]], [[1], [1]]]","[[1], [1, -1, 1], [1, 1], [1, 1], [1, 1, 1], [1, -1, 1], [1, -1, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 2, 1], [1, 1, 1], [1, 2, 1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1]]",0
2.144.4t3.a,144,"[2, 3]","[2, 3, 11]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]]]",null,0
2.144.4t3.b,144,"[2, 3]","[2, 3]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]]]","[[1], [1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, -2, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 0, 1]]",0
2.144.4t3.c,144,"[2, 3]","[2, 3]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]]]",null,0
2.145.4t3.a,145,"[5, 29]","[5, 29]",True,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]]]",null,0
2.145.4t3.b,145,"[5, 29]","[5, 29]",True,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]]]",null,0
2.145.4t3.c,145,"[5, 29]","[3, 5, 7, 29]",True,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]]]",null,0
2.148.3t2.a,148,"[2, 37]","[2, 37]",True,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1]], [[1], [-1]]]",null,0
2.148.3t2.b,148,"[2, 37]","[2, 37]",True,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1]], [[1], [-1]]]",null,0
2.152.3t2.a,152,"[2, 19]","[2, 19, 181]",False,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1]]]",null,0
2.152.3t2.b,152,"[2, 19]","[2, 19]",False,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1]]]","[[1, -1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, -1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 0, -1]]",0
2.152.6t3.a,152,"[2, 19]","[2, 19]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [1]]]","[[1, 1], [1, -1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, -1, 1], [1, 1, 1], [1, 1], [1, 1, 1], [1, -1, 1], [1, 0, -1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, -1, 1], [1, -1, 1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, -1, 1], [1, 0, -1]]",0
2.152.6t3.b,152,"[2, 19]","[2, 19]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [1]]]",null,0
2.155.4t3.a,155,"[5, 31]","[2, 3, 5, 31]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]]]",null,0
2.155.4t3.b,155,"[5, 31]","[5, 31]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]]]",null,0
2.155.4t3.c,155,"[5, 31]","[2, 5, 31]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]]]","[[1, 0, -1], [1, 0, 1], [1, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, 1], [1, 0, 1], [1, -2, 1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 0, -1]]",0
2.164.4t3.a,164,"[2, 41]","[2, 41]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]]]",null,0
2.164.4t3.b,164,"[2, 41]","[2, 5, 41]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]]]",null,0
2.164.4t3.c,164,"[2, 41]","[2, 41]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]]]","[[1, -1], [1, 0, 1], [1, 2, 1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 0, 1], [1, 0, 1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 2, 1]]",0
2.171.4t3.a,171,"[3, 19]","[2, 3, 7, 19]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [1]]]",null,0
2.171.4t3.b,171,"[3, 19]","[2, 3, 19]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [1]]]",null,0
2.171.4t3.c,171,"[3, 19]","[2, 3, 19]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [1]]]","[[1, 0, -1], [1], [1, 0, 1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1]]",0
2.172.3t2.a,172,"[2, 43]","[2, 43]",False,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1]], [[1], [-1]]]","[[1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, -1], [1, -2, 1], [1, 1, 1], [1, -2, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, -2, 1], [1, 1, 1], [1, 0, -1]]",0
2.175.3t2.a,175,"[5, 7]","[5, 7]",False,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1]], [[1], [-1]]]",null,0
2.175.3t2.b,175,"[5, 7]","[5, 7]",False,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1]], [[1], [-1]]]","[[1, 1, 1], [1, 0, -1], [1], [1, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 1, 1], [1, 1, 1]]",0
2.175.6t3.a,175,"[5, 7]","[3, 5, 7]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1]], [[1], [1]]]","[[1, -1, 1], [1, 0, -1], [1], [1, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, 1, 1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 1, 1], [1, -1, 1]]",0
2.175.6t3.b,175,"[5, 7]","[5, 7]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1]], [[1], [1]]]",null,0
2.176.6t3.a,176,"[2, 11]","[2, 11, 13]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1]], [[1], [1]]]",null,0
2.176.6t3.b,176,"[2, 11]","[2, 11]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1]], [[1], [1]]]","[[1], [1, -1, 1], [1, 1, 1], [1, 0, -1], [1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, -1, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, -2, 1], [1, -1, 1], [1, 0, -1], [1, -1, 1], [1, -1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1]]",0
2.183.4t3.a,183,"[3, 61]","[3, 61]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]]]","[[1, 0, 1], [1, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 2, 1], [1, 0, 1], [1, 2, 1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, -1], [1, 0, -1], [1, 0, 1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 2, 1], [1, 0, 1], [1, 2, 1], [1, 0, -1], [1, -2, 1], [1, 0, -1]]",0
2.183.4t3.b,183,"[3, 61]","[2, 3, 61]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]]]",null,0
2.183.4t3.c,183,"[3, 61]","[2, 3, 5, 13, 61]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]]]",null,0
2.184.4t3.a,184,"[2, 23]","[2, 3, 5, 13, 23, 809]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]]]",null,0
2.184.4t3.b,184,"[2, 23]","[2, 23]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]]]",null,0
2.184.4t3.c,184,"[2, 23]","[2, 23]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]]]","[[1, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 1], [1, 0, -1], [1, 2, 1], [1, 0, 1], [1, 2, 1], [1, 0, 1], [1, -2, 1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, -2, 1], [1, 2, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 0, -1]]",0
2.196.4t3.a,196,"[2, 7]","[2, 7]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1]]]","[[1, 1], [1, 0, -1], [1, 0, 1], [1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 0, -1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, -2, 1]]",0
2.196.4t3.b,196,"[2, 7]","[2, 3, 7]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1]]]",null,0
2.196.4t3.c,196,"[2, 7]","[2, 3, 7, 19]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]], [[1]]]",null,0
2.199.3t2.a,199,[199],[199],False,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1]]]","[[1, 1, 1], [1, 0, -1], [1, 1, 1], [1, -2, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, -2, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1]]",0
2.200.3t2.a,200,"[2, 5]","[2, 5]",False,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1]], [[1]]]",null,0
2.200.3t2.b,200,"[2, 5]","[2, 5]",False,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1]], [[1]]]","[[1, -1], [1, 1, 1], [1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 1, 1]]",0
2.200.6t3.a,200,"[2, 5]","[2, 5]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [1]], [[1]]]","[[1, 1], [1, -1, 1], [1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, -1, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, -1, 1], [1, 1, 1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, -1, 1]]",0
2.200.6t3.b,200,"[2, 5]","[2, 5]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [1]], [[1]]]",null,0
2.203.4t3.a,203,"[7, 29]","[7, 29]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]]]","[[1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 2, 1], [1, 1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, 1], [1, -2, 1], [1, 0, -1], [1, 0, 1], [1, 2, 1], [1, -2, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, -2, 1], [1, 2, 1], [1, 0, -1]]",0
2.203.4t3.b,203,"[7, 29]","[2, 7, 29]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]]]",null,0
2.203.4t3.c,203,"[7, 29]","[2, 5, 7, 29, 10151]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [1]]]",null,0
2.204.3t2.a,204,"[2, 3, 17]","[2, 3, 17]",False,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1]], [[1], [-1]]]","[[1], [1, -1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, -1], [1, 1, 1], [1, 1, 1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1]]",0
2.204.6t3.a,204,"[2, 3, 17]","[2, 3, 17]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1]], [[1], [1]]]","[[1], [1, 1], [1, -1, 1], [1, 0, -1], [1, -1, 1], [1, 1, 1], [1, 1], [1, 1, 1], [1, -1, 1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, -1, 1], [1, 0, -1], [1, -1, 1]]",0
2.204.6t3.b,204,"[2, 3, 17]","[2, 3, 17]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1]], [[1], [1]]]",null,0
2.205.4t3.a,205,"[5, 41]","[2, 5, 41]",True,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]], [[1], [1]]]",null,0
2.205.4t3.b,205,"[5, 41]","[2, 5, 41]",True,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]], [[1], [1]]]",null,0
2.205.4t3.c,205,"[5, 41]","[5, 41]",True,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1], [-1]], [[1], [1]]]",null,0
2.207.6t3.a,207,"[3, 23]","[3, 23]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1]], [[1], [1]]]","[[1, -1, 1], [1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 1], [1, -1, 1], [1, 1, 1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, -1, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1]]",0
2.207.6t3.b,207,"[3, 23]","[3, 11, 17, 23]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1]], [[1], [1]]]",null,0
2.208.4t3.a,208,"[2, 13]","[2, 3, 13, 61]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [1]]]",null,0
2.208.4t3.b,208,"[2, 13]","[2, 13]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [1]]]",null,0
2.208.4t3.c,208,"[2, 13]","[2, 13]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [0], [1]], [[1]], [[1], [1]]]","[[1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, 1], [1, 1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, 2, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, -2, 1], [1, 0, 1], [1, -2, 1], [1, 0, 1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, 0, 1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 2, 1]]",0
2.211.3t2.a,211,[211],[211],False,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1]]]","[[1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, -2, 1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, -2, 1], [1, 1, 1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, -2, 1], [1, 1, 1]]",0
2.212.3t2.a,212,"[2, 53]","[2, 53]",False,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1]]]","[[1, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, -2, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, -2, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1]]",0
2.212.6t3.a,212,"[2, 53]","[2, 5, 7, 53]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [1]], [[1], [-1]]]",null,0
2.212.6t3.b,212,"[2, 53]","[2, 53]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [1]], [[1], [-1]]]","[[1, 1], [1, -1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, -1, 1], [1, -1, 1], [1, 1, 1], [1, 2, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -1], [1, 0, -1], [1, 0, -1], [1, 2, 1], [1, -1, 1], [1, 0, -1], [1, -1, 1], [1, -1, 1], [1, -2, 1], [1, 1, 1], [1, 0, -1], [1, -1, 1], [1, 0, -1], [1, 0, -1], [1, 1, 1]]",0
2.216.3t2.a,216,"[2, 3]","[2, 3]",False,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1]], [[1]]]",null,0
2.216.3t2.b,216,"[2, 3]","[2, 3]",False,1,"[[[1], [-2], [1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1]], [[1]]]","[[1, -1], [1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, -2, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, -2, 1], [1, 0, -1], [1, 0, -1], [1, 0, -1], [1, 1, 1], [1, -2, 1], [1, 1, 1], [1, 0, -1], [1, 1, 1], [1, 1, 1], [1, -2, 1], [1, 1, 1], [1, 0, -1], [1, 0, -1]]",0
2.216.6t3.a,216,"[2, 3]","[2, 3]",False,1,"[[[1], [-2], [1]], [[1], [2], [1]], [[1], [0], [-1]], [[1], [0], [-1]], [[1], [1], [1]], [[1], [-1], [1]], [[1], [1]], [[1]]]",null,0
