label,level_norm,level_label,dimension,weight,is_base_change,is_CM,sealed,eigs25
2.2.5.1-531.1-a,531,531.1,1,"[2, 2]",no,no,0,"[-1, -3, -1, -2, -4, 1, 2, -9, -2, 1, -1, 0, 0, -6, 1, 14, 0, -11, -2, 7, 15, 0, 15, -12, -15]"
2.2.5.1-531.1-b,531,531.1,1,"[2, 2]",no,no,0,"[-3, -1, 1, -6, 0, -5, -2, 7, 6, -7, -11, 0, -12, 6, -1, 6, -8, 15, 14, -9, 7, -8, -9, 16, -7]"
2.2.5.1-531.2-a,531,531.2,1,"[2, 2]",no,no,0,"[-1, -3, -1, -4, -2, 2, 1, -2, -9, -1, 1, 0, 0, -6, 14, 1, -11, 0, 7, -2, 0, 15, -12, 15, 0]"
2.2.5.1-531.2-b,531,531.2,1,"[2, 2]",no,no,0,"[-3, -1, 1, 0, -6, -2, -5, 6, 7, -11, -7, -12, 0, 6, 6, -1, 15, -8, -9, 14, -8, 7, 16, -9, 16]"
2.2.5.1-539.1-a,539,539.1,1,"[2, 2]",no,no,0,"[3, -1, -1, -1, 3, 3, -6, 8, -1, -4, -4, -4, 5, -1, 5, -1, -11, -2, 10, -8, -13, 14, 6, -9, 12]"
2.2.5.1-539.1-b,539,539.1,1,"[2, 2]",no,no,0,"[-1, -3, -5, -1, 3, -7, 2, 0, -9, -4, 8, 0, -9, 1, -9, 9, -1, 2, 6, 12, 11, 2, -6, 9, -12]"
2.2.5.1-539.1-c,539,539.1,1,"[2, 2]",no,no,0,"[1, 2, 2, -1, 0, -6, 2, -6, 2, 10, -8, 4, -10, -1, 14, 0, 2, 0, 8, 0, 12, 4, -16, -4, 2]"
2.2.5.1-539.1-d,539,539.1,1,"[2, 2]",no,no,0,"[-3, -1, -1, 1, -3, -3, -6, -4, -1, -4, -4, 8, 5, -1, 11, -7, 13, -14, -2, 4, 5, -10, 6, -9, 0]"
2.2.5.1-539.1-e,539,539.1,1,"[2, 2]",no,no,0,"[-3, 2, 2, -1, 0, 6, 6, 2, 2, -10, 8, 8, -10, -1, 2, 8, -14, 4, -8, -8, -4, -4, 12, 0, -6]"
2.2.5.1-539.2-a,539,539.2,1,"[2, 2]",no,no,0,"[3, -1, -1, 3, -1, -6, 3, -1, 8, -4, -4, 5, -4, -1, -1, 5, -2, -11, -8, 10, 14, -13, -9, 6, 6]"
2.2.5.1-539.2-b,539,539.2,1,"[2, 2]",no,no,0,"[-1, -3, -5, 3, -1, 2, -7, -9, 0, 8, -4, -9, 0, 1, 9, -9, 2, -1, 12, 6, 2, 11, 9, -6, -6]"
2.2.5.1-539.2-c,539,539.2,1,"[2, 2]",no,no,0,"[1, 2, 2, 0, -1, 2, -6, 2, -6, -8, 10, -10, 4, -1, 0, 14, 0, 2, 0, 8, 4, 12, -4, -16, -12]"
2.2.5.1-539.2-d,539,539.2,1,"[2, 2]",no,no,0,"[-3, -1, -1, -3, 1, -6, -3, -1, -4, -4, -4, 5, 8, -1, -7, 11, -14, 13, 4, -2, -10, 5, -9, 6, 6]"
2.2.5.1-539.2-e,539,539.2,1,"[2, 2]",no,no,0,"[-3, 2, 2, 0, -1, 6, 6, 2, 2, 8, -10, -10, 8, -1, 8, 2, 4, -14, -8, -8, -4, -4, 0, 12, 0]"
2.2.5.1-541.1-a,541,541.1,1,"[2, 2]",no,no,0,"[-1, -3, -2, 0, -3, -1, -4, 0, 9, -7, -1, -3, -9, 5, 6, 3, -7, 2, 0, 3, 5, -4, 6, -6, 0]"
2.2.5.1-541.2-a,541,541.2,1,"[2, 2]",no,no,0,"[-1, -3, -2, -3, 0, -4, -1, 9, 0, -1, -7, -9, -3, 5, 3, 6, 2, -7, 3, 0, -4, 5, -6, 6, 12]"
2.2.5.1-545.1-a,545,545.1,1,"[2, 2]",no,no,0,"[-1, 1, -2, 6, 0, 2, 8, -6, -6, -4, 8, 6, 6, -10, 0, 6, -10, -10, -6, 6, 8, -10, -6, -6, -6]"
2.2.5.1-545.1-b,545,545.1,1,"[2, 2]",no,no,0,"[1, -1, 2, 2, 0, 6, 0, 2, 2, -4, -8, 2, -2, 2, 0, 6, 2, 2, -2, -10, -8, -14, -6, 2, -6]"
2.2.5.1-545.1-c,545,545.1,1,"[2, 2]",no,no,0,"[-3, 1, 2, 0, 4, 0, -4, 6, 6, 8, 0, 2, -6, -6, 4, 0, -2, 14, -4, -12, -16, -4, -6, -6, -10]"
2.2.5.1-545.2-a,545,545.2,1,"[2, 2]",no,no,0,"[-1, 1, -2, 0, 6, 8, 2, -6, -6, 8, -4, 6, 6, -10, 6, 0, -10, -10, 6, -6, -10, 8, -6, -6, -6]"
2.2.5.1-545.2-b,545,545.2,1,"[2, 2]",no,no,0,"[1, -1, 2, 0, 2, 0, 6, 2, 2, -8, -4, -2, 2, 2, 6, 0, 2, 2, -10, -2, -14, -8, 2, -6, 10]"
2.2.5.1-545.2-c,545,545.2,1,"[2, 2]",no,no,0,"[-3, 1, 2, 4, 0, -4, 0, 6, 6, 0, 8, -6, 2, -6, 0, 4, 14, -2, -12, -4, -4, -16, -6, -6, -18]"
2.2.5.1-549.1-a,549,549.1,1,"[2, 2]",no,no,0,"[3, 2, -1, -6, 0, 4, -8, 6, -8, 4, 0, -8, 0, 6, 4, -6, -1, 10, -2, 4, 0, -4, -4, 14, 2]"
2.2.5.1-549.1-b,549,549.1,1,"[2, 2]",no,no,0,"[-3, -1, -1, -5, 3, -6, -1, -2, -9, 3, -11, 10, 6, 5, -6, 10, 1, -13, 0, -3, 4, 6, 1, -6, 18]"
2.2.5.1-549.1-c,549,549.1,1,"[2, 2]",no,no,0,"[-1, -3, 1, -3, -5, -6, 3, 6, -5, -1, 7, -10, 2, -5, -6, -14, -1, 5, 16, 13, 8, -14, 13, -2, -14]"
2.2.5.1-549.1-d,549,549.1,1,"[2, 2]",no,no,0,"[3, -1, -1, 3, -3, -2, 7, -6, 1, -5, 3, -2, 6, 3, -14, 6, -1, -11, -8, -5, 0, 14, -1, -10, -10]"
2.2.5.1-549.1-e,549,549.1,1,"[2, 2]",no,no,0,"[-1, 2, -1, 2, 0, 4, 8, 6, 0, 4, -8, 0, -8, -10, 4, -14, -1, 10, 6, -12, 8, -4, -12, -2, -14]"
2.2.5.1-549.2-a,549,549.2,1,"[2, 2]",no,no,0,"[3, 2, -1, 0, -6, -8, 4, -8, 6, 0, 4, 0, -8, 6, -6, 4, 10, -1, 4, -2, -4, 0, 14, -4, 12]"
2.2.5.1-549.2-b,549,549.2,1,"[2, 2]",no,no,0,"[-3, -1, -1, 3, -5, -1, -6, -9, -2, -11, 3, 6, 10, 5, 10, -6, -13, 1, -3, 0, 6, 4, -6, 1, -10]"
2.2.5.1-549.2-c,549,549.2,1,"[2, 2]",no,no,0,"[-1, -3, 1, -5, -3, 3, -6, -5, 6, 7, -1, 2, -10, -5, -14, -6, 5, -1, 13, 16, -14, 8, -2, 13, -2]"
2.2.5.1-549.2-d,549,549.2,1,"[2, 2]",no,no,0,"[3, -1, -1, -3, 3, 7, -2, 1, -6, 3, -5, 6, -2, 3, 6, -14, -11, -1, -5, -8, 14, 0, -10, -1, 18]"
2.2.5.1-549.2-e,549,549.2,1,"[2, 2]",no,no,0,"[-1, 2, -1, 0, 2, 8, 4, 0, 6, -8, 4, -8, 0, -10, -14, 4, 10, -1, -12, 6, -4, 8, -2, -12, -12]"
2.2.5.1-551.1-a,551,551.1,1,"[2, 2]",no,no,0,"[-1, -4, 2, -4, 0, -1, -8, 2, 1, -10, 4, -10, -2, -10, 4, 0, 14, 8, 12, -12, 12, 16, -10, -2, 6]"
2.2.5.1-551.2-a,551,551.2,1,"[2, 2]",no,no,0,"[-1, -2, -2, -4, -4, 0, -1, 2, 1, 8, 0, 2, 2, 2, -4, 0, -6, -2, -8, -12, -4, -8, -10, 10, -14]"
2.2.5.1-551.3-a,551,551.3,1,"[2, 2]",no,no,0,"[-1, -2, -2, -4, -4, -1, 0, 1, 2, 0, 8, 2, 2, 2, 0, -4, -2, -6, -12, -8, -8, -4, 10, -10, 6]"
2.2.5.1-551.4-a,551,551.4,1,"[2, 2]",no,no,0,"[-1, -4, 2, 0, -4, -8, -1, 1, 2, 4, -10, -2, -10, -10, 0, 4, 8, 14, -12, 12, 16, 12, -2, -10, -2]"
2.2.5.1-556.1-a,556,556.1,1,"[2, 2]",no,no,0,"[-1, -2, -3, -1, -6, 1, -5, 7, 7, -9, -4, 11, -2, 4, -6, 0, -5, -2, 6, -12, 0, 0, -4, -6, -12]"
2.2.5.1-556.2-a,556,556.2,1,"[2, 2]",no,no,0,"[-1, -2, -3, -6, -1, -5, 1, 7, 7, -4, -9, -2, 11, 4, 0, -6, -2, -5, -12, 6, 0, 0, -6, -4, -9]"
2.2.5.1-571.1-a,571,571.1,1,"[2, 2]",no,no,0,"[-1, -3, -1, 0, -4, 0, -3, -1, 3, -6, -5, 9, -2, -5, 0, 4, -8, 4, -3, -9, 4, 14, 10, 5, 8]"
2.2.5.1-571.2-a,571,571.2,1,"[2, 2]",no,no,0,"[-1, -3, -1, -4, 0, -3, 0, 3, -1, -5, -6, -2, 9, -5, 4, 0, 4, -8, -9, -3, 14, 4, 5, 10, -10]"
2.2.5.1-576.1-a,576,576.1,1,"[2, 2]",yes,no,0,"[0, 4, -1, 2, 2, -8, -8, -8, -8, 0, 0, 2, 2, 10, 6, 6, 2, 2, -4, -4, 8, 8, -6, -6, 0]"
2.2.5.1-576.1-b,576,576.1,1,"[2, 2]",no,no,0,"[0, 2, 1, 0, 0, -4, 4, 10, -6, 0, -8, 2, 2, 2, -8, -8, 6, -10, 0, 16, 8, -16, -6, -6, 18]"
2.2.5.1-576.1-c,576,576.1,1,"[2, 2]",no,no,0,"[0, 2, 1, 0, 0, 4, -4, -6, 10, -8, 0, 2, 2, 2, -8, -8, -10, 6, 16, 0, -16, 8, -6, -6, 2]"
2.2.5.1-576.1-d,576,576.1,1,"[2, 2]",no,no,0,"[0, 0, -1, -2, 6, 0, 8, -4, -4, 0, 8, 10, -6, -6, -6, 2, 10, -6, -12, -12, 0, -8, 10, -6, 4]"
2.2.5.1-576.1-e,576,576.1,1,"[2, 2]",yes,no,0,"[0, -2, 1, 4, 4, -4, -4, 6, 6, 8, 8, -6, -6, -14, 4, 4, -2, -2, 8, 8, -8, -8, -6, -6, -18]"
2.2.5.1-576.1-f,576,576.1,1,"[2, 2]",no,no,0,"[0, 0, -1, 6, -2, 8, 0, -4, -4, 8, 0, -6, 10, -6, 2, -6, -6, 10, -12, -12, -8, 0, -6, 10, -12]"
2.2.5.1-580.1-a,580,580.1,1,"[2, 2]",no,no,0,"[1, -1, 1, 0, 3, 2, -1, -6, 1, -1, 2, 0, 3, -4, -6, -6, 11, 2, 6, -6, -1, -10, -3, -6, -9]"
2.2.5.1-580.1-b,580,580.1,1,"[2, 2]",no,no,0,"[-1, 1, 3, -4, 1, 2, 7, 10, 1, 3, -10, -12, -5, -4, -14, 6, 13, 10, 2, -6, -7, -14, 7, -18, 17]"
2.2.5.1-580.1-c,580,580.1,1,"[2, 2]",no,no,0,"[1, 1, 1, 0, -3, 2, 5, -6, -1, -1, 2, 0, -9, 8, -6, 6, -7, -10, -6, -6, 11, 2, -15, 6, -15]"
2.2.5.1-580.2-a,580,580.2,1,"[2, 2]",no,no,0,"[1, -1, 1, 3, 0, -1, 2, 1, -6, 2, -1, 3, 0, -4, -6, -6, 2, 11, -6, 6, -10, -1, -6, -3, 0]"
2.2.5.1-580.2-b,580,580.2,1,"[2, 2]",no,no,0,"[-1, 1, 3, 1, -4, 7, 2, 1, 10, -10, 3, -5, -12, -4, 6, -14, 10, 13, -6, 2, -14, -7, -18, 7, -12]"
2.2.5.1-580.2-c,580,580.2,1,"[2, 2]",no,no,0,"[1, 1, 1, -3, 0, 5, 2, -1, -6, 2, -1, -9, 0, 8, 6, -6, -10, -7, -6, -6, 2, 11, 6, -15, 12]"
2.2.5.1-589.1-a,589,589.1,1,"[2, 2]",no,no,0,"[3, -2, -1, 5, -2, -1, 5, -5, -2, 2, -1, -6, -3, 11, 2, 9, -8, -6, -5, 0, 7, 3, -14, -18, -7]"
2.2.5.1-589.2-a,589,589.2,1,"[2, 2]",no,no,0,"[-1, 3, 4, -3, 3, -7, 1, 6, 0, -10, 1, 0, 9, -10, -3, 15, -13, -4, 0, 12, 5, -4, -9, -9, 3]"
2.2.5.1-589.2-b,589,589.2,1,"[2, 2]",no,no,0,"[-1, -3, -4, 1, 1, -5, -1, -6, -8, -2, 1, 12, 1, 6, 1, 3, -5, -12, 12, -12, -7, 12, -15, -9, 13]"
2.2.5.1-589.2-c,589,589.2,1,"[2, 2]",no,no,0,"[-3, 1, -4, -1, -5, -5, 1, -2, 4, 2, -1, 0, 3, -10, -1, -9, 1, 12, -8, 12, -11, 12, 7, -9, -13]"
2.2.5.1-589.3-a,589,589.3,1,"[2, 2]",no,no,0,"[-1, 3, 4, 3, -3, 1, -7, 0, 6, 1, -10, 9, 0, -10, 15, -3, -4, -13, 12, 0, -4, 5, -9, -9, 6]"
2.2.5.1-589.3-b,589,589.3,1,"[2, 2]",no,no,0,"[-1, -3, -4, 1, 1, -1, -5, -8, -6, 1, -2, 1, 12, 6, 3, 1, -12, -5, -12, 12, 12, -7, -9, -15, 2]"
2.2.5.1-589.3-c,589,589.3,1,"[2, 2]",no,no,0,"[-3, 1, -4, -5, -1, 1, -5, 4, -2, -1, 2, 3, 0, -10, -9, -1, 12, 1, 12, -8, 12, -11, -9, 7, -18]"
2.2.5.1-589.4-a,589,589.4,1,"[2, 2]",no,no,0,"[3, -2, -1, -2, 5, 5, -1, -2, -5, -1, 2, -3, -6, 11, 9, 2, -6, -8, 0, -5, 3, 7, -18, -14, -3]"
2.2.5.1-596.1-a,596,596.1,1,"[2, 2]",no,no,0,"[-1, -2, -1, -5, -5, 5, -2, -6, -8, 10, -7, 9, 2, 6, 10, -10, -11, -1, -13, 1, 8, 11, 9, 4, -14]"
2.2.5.1-596.1-b,596,596.1,1,"[2, 2]",no,no,0,"[1, -4, -5, -3, -3, -5, 0, 0, 10, -8, 7, -3, -8, 10, 0, 0, -3, 7, -3, -13, 0, -15, -15, 10, 2]"
2.2.5.1-596.2-a,596,596.2,1,"[2, 2]",no,no,0,"[-1, -2, -1, -5, -5, -2, 5, -8, -6, -7, 10, 2, 9, 6, -10, 10, -1, -11, 1, -13, 11, 8, 4, 9, -18]"
2.2.5.1-596.2-b,596,596.2,1,"[2, 2]",no,no,0,"[1, -4, -5, -3, -3, 0, -5, 10, 0, 7, -8, -8, -3, 10, 0, 0, 7, -3, -13, -3, -15, 0, 10, -15, -18]"
2.2.5.1-599.1-a,599,599.1,1,"[2, 2]",no,no,0,"[-1, 2, 2, -4, 6, -4, 6, 2, -2, 2, 0, 0, -8, 8, 12, 6, 6, -8, -8, -14, 2, -16, -2, 6, -6]"
2.2.5.1-599.1-b,599,599.1,1,"[2, 2]",no,no,0,"[-1, 2, 2, 5, -3, 2, 0, 2, 1, -1, -3, 6, -5, 11, 3, -12, -12, 1, -2, 7, 5, 11, -2, -15, -18]"
2.2.5.1-599.2-a,599,599.2,1,"[2, 2]",no,no,0,"[-1, 2, 2, 6, -4, 6, -4, -2, 2, 0, 2, -8, 0, 8, 6, 12, -8, 6, -14, -8, -16, 2, 6, -2, 6]"
2.2.5.1-599.2-b,599,599.2,1,"[2, 2]",no,no,0,"[-1, 2, 2, -3, 5, 0, 2, 1, 2, -3, -1, -5, 6, 11, -12, 3, 1, -12, 7, -2, 11, 5, -15, -2, -9]"
2.2.5.1-601.1-a,601,601.1,1,"[2, 2]",no,no,0,"[-2, -1, -2, -4, -2, 0, 3, -1, -4, -8, -1, -3, 6, 6, 5, 10, -5, -7, -7, 0, -15, 8, 12, 0, -10]"
2.2.5.1-601.2-a,601,601.2,1,"[2, 2]",no,no,0,"[-2, -1, -2, -2, -4, 3, 0, -4, -1, -1, -8, 6, -3, 6, 10, 5, -7, -5, 0, -7, 8, -15, 0, 12, 12]"
2.2.5.1-604.1-a,604,604.1,1,"[2, 2]",no,no,0,"[1, 0, 1, 3, 0, -7, 2, 6, 9, -4, -4, -6, 0, 5, -6, -9, -1, 8, -9, 3, 17, -1, 6, -3, -12]"
2.2.5.1-604.1-b,604,604.1,1,"[2, 2]",no,no,0,"[-1, -2, -4, -4, 0, -4, 0, 4, -4, 4, -6, 0, 2, -12, -4, 10, -2, 10, 2, 8, -8, -10, 14, -6, -6]"
2.2.5.1-604.2-a,604,604.2,1,"[2, 2]",no,no,0,"[1, 0, 1, 0, 3, 2, -7, 9, 6, -4, -4, 0, -6, 5, -9, -6, 8, -1, 3, -9, -1, 17, -3, 6, -9]"
2.2.5.1-604.2-b,604,604.2,1,"[2, 2]",no,no,0,"[-1, -2, -4, 0, -4, 0, -4, -4, 4, -6, 4, 2, 0, -12, 10, -4, 10, -2, 8, 2, -10, -8, -6, 14, 0]"
2.2.5.1-605.1-a,605,605.1,1,"[2, 2]",no,no,0,"[1, 1, 2, -1, 1, -4, 4, -2, 6, 0, -8, -6, 2, 2, 4, -4, 6, -2, -8, -8, 0, 8, -6, 10, -10]"
2.2.5.1-605.1-b,605,605.1,1,"[2, 2]",no,no,0,"[1, 1, 2, 1, -1, 4, -4, 6, -2, -8, 0, 2, -6, 2, -4, 4, -2, 6, -8, -8, 8, 0, 10, -6, 6]"
2.2.5.1-605.1-c,605,605.1,1,"[2, 2]",yes,no,0,"[-3, 1, -6, -1, -1, -4, -4, 6, 6, -8, -8, 2, 2, -14, 4, 4, -10, -10, 8, 8, 8, 8, 10, 10, -10]"
2.2.5.1-605.2-a,605,605.2,1,"[2, 2]",no,no,0,"[3, -1, -4, 0, 6, -2, 0, 6, -6, -6, 0, -6, 6, -6, 6, 0, -6, 10, -12, 0, 0, -10, -6, 6, -6]"
2.2.5.1-605.2-b,605,605.2,1,"[2, 2]",no,no,0,"[1, 1, -2, 0, 0, 8, 4, 6, 6, 4, -8, -6, -6, -14, 0, -12, -2, -10, 0, 0, -8, -4, 18, -6, 6]"
2.2.5.1-605.2-c,605,605.2,1,"[2, 2]",no,no,0,"[-3, 1, -4, 0, -6, -2, 0, -6, -6, 6, 0, -6, -6, 6, 6, 0, 6, 10, -12, 0, 0, -10, 6, -6, -6]"
2.2.5.1-605.3-a,605,605.3,1,"[2, 2]",no,no,0,"[3, -1, -4, 6, 0, 0, -2, -6, 6, 0, -6, 6, -6, -6, 0, 6, 10, -6, 0, -12, -10, 0, 6, -6, 12]"
2.2.5.1-605.3-b,605,605.3,1,"[2, 2]",no,no,0,"[1, 1, -2, 0, 0, 4, 8, 6, 6, -8, 4, -6, -6, -14, -12, 0, -10, -2, 0, 0, -4, -8, -6, 18, 18]"
2.2.5.1-605.3-c,605,605.3,1,"[2, 2]",no,no,0,"[-3, 1, -4, -6, 0, 0, -2, -6, -6, 0, 6, -6, -6, 6, 0, 6, 10, 6, 0, -12, -10, 0, -6, 6, -12]"
2.2.5.1-620.1-a,620,620.1,1,"[2, 2]",no,no,0,"[-1, -1, -4, -4, -4, 0, -6, 4, -6, 1, 10, -2, 6, 2, -4, -4, -2, 10, -2, -12, -4, -4, 6, -18, 12]"
2.2.5.1-620.1-b,620,620.1,1,"[2, 2]",no,no,0,"[-1, -1, 4, -3, 1, 6, 5, -2, 7, -1, -4, 8, -4, -9, 3, 6, -14, -5, 14, -5, 10, -14, 10, -9, -10]"
2.2.5.1-620.1-c,620,620.1,1,"[2, 2]",no,no,0,"[1, -1, 4, 3, -3, 2, -7, 6, 9, 1, -4, -12, 0, 5, -3, -6, -10, -1, -6, 9, -10, -10, -6, 15, -6]"
2.2.5.1-620.2-a,620,620.2,1,"[2, 2]",no,no,0,"[-1, -1, -4, -4, -4, -6, 0, -6, 4, 10, 1, 6, -2, 2, -4, -4, 10, -2, -12, -2, -4, -4, -18, 6, -16]"
2.2.5.1-620.2-b,620,620.2,1,"[2, 2]",no,no,0,"[-1, -1, 4, 1, -3, 5, 6, 7, -2, -4, -1, -4, 8, -9, 6, 3, -5, -14, -5, 14, -14, 10, -9, 10, -11]"
2.2.5.1-620.2-c,620,620.2,1,"[2, 2]",no,no,0,"[1, -1, 4, -3, 3, -7, 2, 9, 6, -4, 1, 0, -12, 5, -6, -3, -1, -10, 9, -6, -10, -10, 15, -6, 3]"
2.2.5.1-639.1-a,639,639.1,1,"[2, 2]",no,no,0,"[-1, 4, -1, 0, 0, 0, 6, 6, -6, -2, 0, 0, -10, -4, 4, -2, -12, -2, -1, -2, -14, 16, 10, -2, 18]"
2.2.5.1-639.1-b,639,639.1,1,"[2, 2]",no,no,0,"[1, 2, 1, -4, 4, 0, 0, -6, 2, 4, 0, -10, -6, 2, -4, 12, 6, 14, 1, -8, -4, -4, -14, -6, -10]"
2.2.5.1-639.1-c,639,639.1,1,"[2, 2]",no,no,0,"[2, 1, -1, 3, 0, 0, -6, 3, 6, -2, -3, -9, 2, 2, 10, -5, -6, -5, -1, 1, 10, 4, -2, 10, -12]"
2.2.5.1-639.1-d,639,639.1,1,"[2, 2]",no,no,0,"[-2, -1, 1, 5, -2, 6, 6, 9, 2, 4, -3, -7, 0, 8, -10, -3, 6, -1, 1, -5, -4, -4, -8, 6, -10]"
2.2.5.1-639.1-e,639,639.1,1,"[2, 2]",no,no,0,"[-2, -3, 1, -1, 2, -6, -6, 3, -10, -4, -3, -5, 8, -8, 6, 7, -10, 7, -1, 9, -4, 8, 0, -14, 14]"
2.2.5.1-639.2-a,639,639.2,1,"[2, 2]",no,no,0,"[-1, 4, -1, 0, 0, 6, 0, -6, 6, 0, -2, -10, 0, -4, -2, 4, -2, -12, -2, -1, 16, -14, -2, 10, -6]"
2.2.5.1-639.2-b,639,639.2,1,"[2, 2]",no,no,0,"[1, 2, 1, 4, -4, 0, 0, 2, -6, 0, 4, -6, -10, 2, 12, -4, 14, 6, -8, 1, -4, -4, -6, -14, 14]"
2.2.5.1-639.2-c,639,639.2,1,"[2, 2]",no,no,0,"[2, 1, -1, 0, 3, -6, 0, 6, 3, -3, -2, 2, -9, 2, -5, 10, -5, -6, 1, -1, 4, 10, 10, -2, 12]"
2.2.5.1-639.2-d,639,639.2,1,"[2, 2]",no,no,0,"[-2, -1, 1, -2, 5, 6, 6, 2, 9, -3, 4, 0, -7, 8, -3, -10, -1, 6, -5, 1, -4, -4, 6, -8, -10]"
2.2.5.1-639.2-e,639,639.2,1,"[2, 2]",no,no,0,"[-2, -3, 1, 2, -1, -6, -6, -10, 3, -3, -4, 8, -5, -8, 7, 6, 7, -10, 9, -1, 8, -4, -14, 0, 10]"
2.2.5.1-641.1-a,641,641.1,1,"[2, 2]",no,no,0,"[2, 2, 4, -5, -3, 1, -2, 6, 9, -6, -8, -6, -5, -5, -8, 14, -10, 15, 6, -10, 8, 13, 5, -9, 9]"
2.2.5.1-641.1-b,641,641.1,1,"[2, 2]",no,no,0,"[-1, -2, -1, -5, -2, 1, -3, 0, -3, 3, 7, -3, -6, 8, 0, -3, -2, 0, -6, -1, 6, -4, -9, 1, -6]"
2.2.5.1-641.2-a,641,641.2,1,"[2, 2]",no,no,0,"[2, 2, 4, -3, -5, -2, 1, 9, 6, -8, -6, -5, -6, -5, 14, -8, 15, -10, -10, 6, 13, 8, -9, 5, 14]"
2.2.5.1-641.2-b,641,641.2,1,"[2, 2]",no,no,0,"[-1, -2, -1, -2, -5, -3, 1, -3, 0, 7, 3, -6, -3, 8, -3, 0, 0, -2, -1, -6, -4, 6, 1, -9, 0]"
2.2.5.1-649.1-a,649,649.1,1,"[2, 2]",no,no,0,"[-1, -2, -6, 1, 0, -4, 4, -6, -2, 4, -8, 2, -2, 10, -1, -12, -2, -10, 8, 8, 12, -8, -2, 2, 14]"
2.2.5.1-649.1-b,649,649.1,1,"[2, 2]",no,no,0,"[3, -4, 1, 1, 1, 7, 4, -3, -8, 0, -4, -2, 5, -8, 1, 4, -4, 2, -1, 11, -11, -8, -1, -12, -12]"
2.2.5.1-649.1-c,649,649.1,1,"[2, 2]",no,no,0,"[-1, 0, 1, -1, 3, 5, 8, -3, 0, 8, 8, -6, -3, -4, -1, 12, -4, -10, -3, -15, -1, 8, -9, -12, 0]"
2.2.5.1-649.1-d,649,649.1,1,"[2, 2]",no,no,0,"[-1, 4, 2, -1, 2, -4, 0, 2, -2, -10, -8, 4, 2, 8, -1, 4, 0, -8, 0, 6, -10, -8, 10, 14, -14]"
2.2.5.1-649.2-a,649,649.2,1,"[2, 2]",no,no,0,"[-2, 0, -5, -4, 1, -1, -6, -6, 7, 4, 3, 9, 2, -2, -1, -5, -1, -7, -4, -14, 3, 6, -10, -12, -17]"
2.2.5.1-649.2-b,649,649.2,1,"[2, 2]",no,no,0,"[-2, -2, -1, 0, -1, -5, 0, 0, -9, -6, 3, -3, 0, -4, 1, -5, 7, 5, 2, 10, -1, -6, 2, 10, 11]"
2.2.5.1-649.2-c,649,649.2,1,"[2, 2]",no,no,0,"[-1, 2, 2, 4, -1, -4, 0, 6, 10, 0, 0, 6, -10, -10, -1, 12, -10, -14, 0, -12, 0, 12, 6, 10, 18]"
2.2.5.1-649.3-a,649,649.3,1,"[2, 2]",no,no,0,"[-2, 0, -5, 1, -4, -6, -1, 7, -6, 3, 4, 2, 9, -2, -5, -1, -7, -1, -14, -4, 6, 3, -12, -10, 5]"
2.2.5.1-649.3-b,649,649.3,1,"[2, 2]",no,no,0,"[-2, -2, -1, -1, 0, 0, -5, -9, 0, 3, -6, 0, -3, -4, -5, 1, 5, 7, 10, 2, -6, -1, 10, 2, -3]"
2.2.5.1-649.3-c,649,649.3,1,"[2, 2]",no,no,0,"[-1, 2, 2, -1, 4, 0, -4, 10, 6, 0, 0, -10, 6, -10, 12, -1, -14, -10, -12, 0, 12, 0, 10, 6, -10]"
2.2.5.1-649.4-a,649,649.4,1,"[2, 2]",no,no,0,"[-1, -2, -6, 0, 1, 4, -4, -2, -6, -8, 4, -2, 2, 10, -12, -1, -10, -2, 8, 8, -8, 12, 2, -2, 14]"
2.2.5.1-649.4-b,649,649.4,1,"[2, 2]",no,no,0,"[3, -4, 1, 1, 1, 4, 7, -8, -3, -4, 0, 5, -2, -8, 4, 1, 2, -4, 11, -1, -8, -11, -12, -1, -16]"
2.2.5.1-649.4-c,649,649.4,1,"[2, 2]",no,no,0,"[-1, 0, 1, 3, -1, 8, 5, 0, -3, 8, 8, -3, -6, -4, 12, -1, -10, -4, -15, -3, 8, -1, -12, -9, 12]"
2.2.5.1-649.4-d,649,649.4,1,"[2, 2]",no,no,0,"[-1, 4, 2, 2, -1, 0, -4, -2, 2, -8, -10, 2, 4, 8, 4, -1, -8, 0, 6, 0, -8, -10, 14, 10, 14]"
2.2.5.1-655.1-a,655,655.1,1,"[2, 2]",no,no,0,"[3, -1, -2, 4, -4, 4, 4, -10, 2, 4, 0, 6, -2, -2, -12, -12, -10, 6, -8, -8, -8, -4, 10, 2, 6]"
2.2.5.1-655.1-b,655,655.1,1,"[2, 2]",no,no,0,"[-1, -1, -1, -6, -5, 2, -6, 4, 9, 4, -8, 3, 7, 2, -12, 15, -6, -2, -1, -7, -11, -11, 8, -4, -8]"
2.2.5.1-655.1-c,655,655.1,1,"[2, 2]",no,no,0,"[-3, 1, -5, -2, -1, -2, -2, -4, -1, -8, 0, 9, -11, 10, 0, -3, -10, -6, 1, 13, 7, 5, -8, -4, -12]"
2.2.5.1-655.2-a,655,655.2,1,"[2, 2]",no,no,0,"[3, -1, -2, -4, 4, 4, 4, 2, -10, 0, 4, -2, 6, -2, -12, -12, 6, -10, -8, -8, -4, -8, 2, 10, 14]"
