label,level_norm,level_label,dimension,weight,is_base_change,is_CM,sealed,eigs25
2.2.5.1-655.2-b,655,655.2,1,"[2, 2]",no,no,0,"[-1, -1, -1, -5, -6, -6, 2, 9, 4, -8, 4, 7, 3, 2, 15, -12, -2, -6, -7, -1, -11, -11, -4, 8, -16]"
2.2.5.1-655.2-c,655,655.2,1,"[2, 2]",no,no,0,"[-3, 1, -5, -1, -2, -2, -2, -1, -4, 0, -8, -11, 9, 10, -3, 0, -6, -10, 13, 1, 5, 7, -4, -8, 8]"
2.2.5.1-656.1-a,656,656.1,1,"[2, 2]",no,no,0,"[0, 3, 4, -6, 3, -7, 2, -3, -6, 2, -4, -1, 0, 2, 3, 12, -10, 8, 3, -12, -1, -4, 0, -9, 15]"
2.2.5.1-656.2-a,656,656.2,1,"[2, 2]",no,no,0,"[0, 3, 4, 3, -6, 2, -7, -6, -3, -4, 2, 0, -1, 2, 12, 3, 8, -10, -12, 3, -4, -1, -9, 0, 12]"
2.2.5.1-671.2-a,671,671.2,1,"[2, 2]",no,no,0,"[-1, -3, 0, 1, -5, 4, -2, -4, -10, -6, -8, 10, 2, 10, -11, 1, -1, 15, -14, -12, 13, -14, 3, 18, 1]"
2.2.5.1-671.2-b,671,671.2,1,"[2, 2]",no,no,0,"[-1, -1, -4, -1, -5, -8, 6, 0, 6, 10, -4, -10, 2, 6, 7, 5, 1, -7, -14, -12, -3, 10, -1, 2, -7]"
2.2.5.1-671.3-a,671,671.3,1,"[2, 2]",no,no,0,"[-1, -3, 0, -5, 1, -2, 4, -10, -4, -8, -6, 2, 10, 10, 1, -11, 15, -1, -12, -14, -14, 13, 18, 3, 3]"
2.2.5.1-671.3-b,671,671.3,1,"[2, 2]",no,no,0,"[-1, -1, -4, -5, -1, 6, -8, 6, 0, -4, 10, 2, -10, 6, 5, 7, -7, 1, -12, -14, 10, -3, 2, -1, -9]"
2.2.5.1-676.1-a,676,676.1,1,"[2, 2]",yes,no,0,"[1, -1, 3, -2, -2, 6, 6, 2, 2, 4, 4, 0, 0, -13, -10, -10, -8, -8, -5, -5, -4, -4, 6, 6, 4]"
2.2.5.1-676.1-b,676,676.1,1,"[2, 2]",no,no,0,"[-1, -2, -2, 0, -6, -8, 6, -6, 10, -4, -6, -4, 0, -10, 8, 2, 2, -10, 6, 8, 8, 16, -2, 6, -14]"
2.2.5.1-676.1-c,676,676.1,1,"[2, 2]",no,no,0,"[-1, -2, -2, -6, 0, 6, -8, 10, -6, -6, -4, 0, -4, -10, 2, 8, -10, 2, 8, 6, 16, 8, 6, -2, 18]"
2.2.5.1-676.1-d,676,676.1,1,"[2, 2]",yes,no,0,"[1, -3, -5, 6, 6, 2, 2, 6, 6, -4, -4, 0, 0, -13, -6, -6, 8, 8, -3, -3, 8, 8, -6, -6, -12]"
2.2.5.1-684.1-a,684,684.1,1,"[2, 2]",no,no,0,"[1, 2, 1, 0, 0, -1, -4, 2, 2, 0, -8, 2, -6, 2, 0, 8, -2, -2, 0, 0, -8, 0, 10, -14, 10]"
2.2.5.1-684.1-b,684,684.1,1,"[2, 2]",no,no,0,"[-1, 0, 1, 4, -2, 1, 4, 6, 8, -4, 4, 2, 0, -2, -2, 2, -10, -14, 6, -14, 0, 4, -2, 0, -12]"
2.2.5.1-684.1-c,684,684.1,1,"[2, 2]",no,no,0,"[-1, -2, 1, -6, -4, -1, -4, 8, -10, 4, 0, -10, 8, 6, 0, 4, 10, -6, -14, -2, -4, -12, -18, 12, 10]"
2.2.5.1-684.2-a,684,684.2,1,"[2, 2]",no,no,0,"[1, 2, 1, 0, 0, -4, -1, 2, 2, -8, 0, -6, 2, 2, 8, 0, -2, -2, 0, 0, 0, -8, -14, 10, 10]"
2.2.5.1-684.2-b,684,684.2,1,"[2, 2]",no,no,0,"[-1, 0, 1, -2, 4, 4, 1, 8, 6, 4, -4, 0, 2, -2, 2, -2, -14, -10, -14, 6, 4, 0, 0, -2, 8]"
2.2.5.1-684.2-c,684,684.2,1,"[2, 2]",no,no,0,"[-1, -2, 1, -4, -6, -4, -1, -10, 8, 0, 4, 8, -10, 6, 4, 0, -6, 10, -2, -14, -12, -4, 12, -18, 6]"
2.2.5.1-695.1-a,695,695.1,1,"[2, 2]",no,no,0,"[-1, -1, -5, -3, 0, -7, -1, 3, 3, -1, 2, 3, 6, -4, -12, -6, -7, 8, 0, 0, 8, -10, -6, 6, 0]"
2.2.5.1-695.1-b,695,695.1,1,"[2, 2]",no,no,0,"[-1, 1, -2, 4, 4, 4, -4, -2, 6, 4, 4, 2, -6, 2, -4, -4, -2, -2, -12, -4, -8, 8, 6, -2, 6]"
2.2.5.1-695.1-c,695,695.1,1,"[2, 2]",no,no,0,"[-3, -1, 1, 1, -4, 1, -7, -9, -9, -3, -2, 5, -6, 8, 4, -10, 15, 4, -12, 0, -16, 10, 2, 6, 0]"
2.2.5.1-695.2-a,695,695.2,1,"[2, 2]",no,no,0,"[-1, -1, -5, 0, -3, -1, -7, 3, 3, 2, -1, 6, 3, -4, -6, -12, 8, -7, 0, 0, -10, 8, 6, -6, -3]"
2.2.5.1-695.2-b,695,695.2,1,"[2, 2]",no,no,0,"[-1, 1, -2, 4, 4, -4, 4, 6, -2, 4, 4, -6, 2, 2, -4, -4, -2, -2, -4, -12, 8, -8, -2, 6, 6]"
2.2.5.1-695.2-c,695,695.2,1,"[2, 2]",no,no,0,"[-3, -1, 1, -4, 1, -7, 1, -9, -9, -2, -3, -6, 5, 8, -10, 4, 4, 15, 0, -12, 10, -16, 6, 2, -3]"
2.2.5.1-701.1-a,701,701.1,1,"[2, 2]",no,no,0,"[-1, 3, 4, 0, 3, -7, -1, -6, 0, -10, 2, 9, -3, 14, 0, -15, 5, 8, 12, 0, -10, -1, -6, -3, -9]"
2.2.5.1-701.2-a,701,701.2,1,"[2, 2]",no,no,0,"[-1, 3, 4, 3, 0, -1, -7, 0, -6, 2, -10, -3, 9, 14, -15, 0, 8, 5, 0, 12, -1, -10, -3, -6, -6]"
2.2.5.1-704.1-a,704,704.1,1,"[2, 2]",no,no,0,"[0, 2, 2, -1, 0, 4, 0, -2, -2, -4, -8, 10, 6, -2, -12, 4, 10, -2, 8, -16, 4, 8, 2, -14, 6]"
2.2.5.1-704.1-b,704,704.1,1,"[2, 2]",no,no,0,"[0, 0, -2, 1, 2, 4, 6, 2, 10, -2, 4, -6, 0, -8, 4, -8, -8, -10, -8, 4, 10, 0, -10, 6, -6]"
2.2.5.1-704.1-c,704,704.1,1,"[2, 2]",no,no,0,"[0, 2, 2, 1, 0, -4, 0, 6, -2, 4, -8, -6, -2, 6, -4, 4, -6, 14, -16, 0, 12, 0, 18, 2, -10]"
2.2.5.1-704.1-d,704,704.1,1,"[2, 2]",no,no,0,"[0, -4, -2, 1, -2, -4, -6, -6, -6, 10, -4, 2, -12, -4, 4, 0, 4, -2, 0, 12, 14, 0, -18, 14, -6]"
2.2.5.1-704.1-e,704,704.1,1,"[2, 2]",no,no,0,"[0, -2, -6, -1, -4, -4, 4, 6, -2, -8, 0, -6, 10, 2, -12, -4, 6, 14, 0, -8, 8, -8, -6, -6, -10]"
2.2.5.1-704.2-a,704,704.2,1,"[2, 2]",no,no,0,"[0, 2, 2, 0, -1, 0, 4, -2, -2, -8, -4, 6, 10, -2, 4, -12, -2, 10, -16, 8, 8, 4, -14, 2, -18]"
2.2.5.1-704.2-b,704,704.2,1,"[2, 2]",no,no,0,"[0, 0, -2, 2, 1, 6, 4, 10, 2, 4, -2, 0, -6, -8, -8, 4, -10, -8, 4, -8, 0, 10, 6, -10, -2]"
2.2.5.1-704.2-c,704,704.2,1,"[2, 2]",no,no,0,"[0, 2, 2, 0, 1, 0, -4, -2, 6, -8, 4, -2, -6, 6, 4, -4, 14, -6, 0, -16, 0, 12, 2, 18, -10]"
2.2.5.1-704.2-d,704,704.2,1,"[2, 2]",no,no,0,"[0, -4, -2, -2, 1, -6, -4, -6, -6, -4, 10, -12, 2, -4, 0, 4, -2, 4, 12, 0, 0, 14, 14, -18, -2]"
2.2.5.1-704.2-e,704,704.2,1,"[2, 2]",no,no,0,"[0, -2, -6, -4, -1, 4, -4, -2, 6, 0, -8, 10, -6, 2, -4, -12, 14, 6, -8, 0, -8, 8, -6, -6, -2]"
2.2.5.1-711.1-a,711,711.1,1,"[2, 2]",no,no,0,"[-2, -2, 1, -3, -1, -4, 4, -2, -9, -5, -3, 1, -10, 10, 8, -5, 11, -8, -9, 2, -1, -7, 6, 7, -6]"
2.2.5.1-711.1-b,711,711.1,1,"[2, 2]",no,no,0,"[-2, 0, -1, -5, -3, -2, -6, 8, 5, -1, 1, -9, 12, 4, 2, -3, -13, -12, 13, -8, 1, -3, -14, 1, 0]"
2.2.5.1-711.2-a,711,711.2,1,"[2, 2]",no,no,0,"[-2, -2, 1, -1, -3, 4, -4, -9, -2, -3, -5, -10, 1, 10, -5, 8, -8, 11, 2, -9, -7, -1, 7, 6, 8]"
2.2.5.1-711.2-b,711,711.2,1,"[2, 2]",no,no,0,"[-2, 0, -1, -3, -5, -6, -2, 5, 8, 1, -1, 12, -9, 4, -3, 2, -12, -13, -8, 13, -3, 1, 1, -14, 0]"
2.2.5.1-716.1-a,716,716.1,1,"[2, 2]",no,no,0,"[1, -4, -4, -5, -1, 0, 5, -7, -5, -2, -11, 9, -2, -1, -12, 12, -10, 5, 6, 0, 4, 4, 0, -8, -12]"
2.2.5.1-716.2-a,716,716.2,1,"[2, 2]",no,no,0,"[1, -4, -4, -1, -5, 5, 0, -5, -7, -11, -2, -2, 9, -1, 12, -12, 5, -10, 0, 6, 4, 4, -8, 0, 8]"
2.2.5.1-719.1-a,719,719.1,1,"[2, 2]",no,no,0,"[2, 3, -5, 0, 0, 2, -1, 6, 0, -4, 8, -6, -3, 5, 0, 0, -10, -4, -6, -12, -10, -1, 6, 9, 3]"
2.2.5.1-719.1-b,719,719.1,1,"[2, 2]",no,no,0,"[-3, 0, -4, -1, 3, -8, -3, 0, 2, -2, -7, 6, 0, -2, 5, -10, -11, 3, -3, -3, -10, 2, 8, 15, 11]"
2.2.5.1-719.1-c,719,719.1,1,"[2, 2]",no,no,0,"[-2, -1, -1, 0, -4, 0, -5, -4, -6, 0, 10, -10, 5, 5, -12, 6, 12, -14, -4, 8, 0, -1, -8, -15, 3]"
2.2.5.1-719.1-d,719,719.1,1,"[2, 2]",no,no,0,"[1, -2, 2, 0, 4, 0, 4, -2, 6, 0, 4, -2, 10, 2, 0, -12, -6, -14, 4, -8, 0, 8, 2, -6, 6]"
2.2.5.1-719.1-e,719,719.1,1,"[2, 2]",no,no,0,"[1, -4, -4, -3, -1, 0, 1, -4, -6, 6, -5, 2, -4, 2, -9, 6, 3, 13, -1, -7, -6, -10, 4, 15, 3]"
2.2.5.1-719.2-a,719,719.2,1,"[2, 2]",no,no,0,"[2, 3, -5, 0, 0, -1, 2, 0, 6, 8, -4, -3, -6, 5, 0, 0, -4, -10, -12, -6, -1, -10, 9, 6, -12]"
2.2.5.1-719.2-b,719,719.2,1,"[2, 2]",no,no,0,"[-3, 0, -4, 3, -1, -3, -8, 2, 0, -7, -2, 0, 6, -2, -10, 5, 3, -11, -3, -3, 2, -10, 15, 8, 10]"
2.2.5.1-719.2-c,719,719.2,1,"[2, 2]",no,no,0,"[-2, -1, -1, -4, 0, -5, 0, -6, -4, 10, 0, 5, -10, 5, 6, -12, -14, 12, 8, -4, -1, 0, -15, -8, 8]"
2.2.5.1-719.2-d,719,719.2,1,"[2, 2]",no,no,0,"[1, -2, 2, 4, 0, 4, 0, 6, -2, 4, 0, 10, -2, 2, -12, 0, -14, -6, -8, 4, 8, 0, -6, 2, -2]"
2.2.5.1-719.2-e,719,719.2,1,"[2, 2]",no,no,0,"[1, -4, -4, -1, -3, 1, 0, -6, -4, -5, 6, -4, 2, 2, 6, -9, 13, 3, -7, -1, -10, -6, 15, 4, -10]"
2.2.5.1-725.1-a,725,725.1,1,"[2, 2]",no,no,0,"[2, 0, -3, -2, 5, 8, 1, -1, 5, -10, -3, 7, 0, -8, 3, -4, 13, -8, -12, 2, -10, 4, -6, -13, -3]"
2.2.5.1-725.1-b,725,725.1,1,"[2, 2]",no,no,0,"[-2, 0, -5, 0, -3, -6, 7, -1, -1, -8, -7, -5, 8, -6, 9, -4, -7, 6, 0, 6, -4, 8, -14, 1, 9]"
2.2.5.1-725.1-c,725,725.1,1,"[2, 2]",no,no,0,"[-2, 0, -1, -6, -3, 4, -5, 1, -9, 2, 5, -9, 0, 4, 9, -12, 5, -4, 12, -6, -2, 4, 6, -15, -3]"
2.2.5.1-725.1-d,725,725.1,1,"[2, 2]",no,no,0,"[2, 0, 5, 0, -3, 6, -7, 1, 1, -8, -7, -5, 8, 6, -9, 4, -7, 6, 0, 6, 4, -8, 14, -1, 9]"
2.2.5.1-725.1-e,725,725.1,1,"[2, 2]",no,no,0,"[-1, 0, 6, 4, -4, -4, 4, -1, 2, 8, 0, 10, -6, -2, 12, -4, -2, -2, 0, -16, -16, -8, 6, -10, 6]"
2.2.5.1-725.2-a,725,725.2,1,"[2, 2]",no,no,0,"[2, 0, -3, 5, -2, 1, 8, 5, -1, -3, -10, 0, 7, -8, -4, 3, -8, 13, 2, -12, 4, -10, -13, -6, -10]"
2.2.5.1-725.2-b,725,725.2,1,"[2, 2]",no,no,0,"[-2, 0, -5, -3, 0, 7, -6, -1, -1, -7, -8, 8, -5, -6, -4, 9, 6, -7, 6, 0, 8, -4, 1, -14, -8]"
2.2.5.1-725.2-c,725,725.2,1,"[2, 2]",no,no,0,"[-2, 0, -1, -3, -6, -5, 4, -9, 1, 5, 2, 0, -9, 4, -12, 9, -4, 5, -6, 12, 4, -2, -15, 6, 18]"
2.2.5.1-725.2-d,725,725.2,1,"[2, 2]",no,no,0,"[2, 0, 5, -3, 0, -7, 6, 1, 1, -7, -8, 8, -5, 6, 4, -9, 6, -7, 6, 0, -8, 4, -1, 14, -8]"
2.2.5.1-725.2-e,725,725.2,1,"[2, 2]",no,no,0,"[-1, 0, 6, -4, 4, 4, -4, 2, -1, 0, 8, -6, 10, -2, -4, 12, -2, -2, -16, 0, -8, -16, -10, 6, -10]"
2.2.5.1-729.1-a,729,729.1,1,"[2, 2]",no,no,0,"[-1, -3, 0, -6, 3, 5, -4, -6, -6, -10, -1, 6, -3, -4, 6, -3, 2, 2, 0, 9, 2, -7, 0, -18, 12]"
2.2.5.1-729.1-b,729,729.1,1,"[2, 2]",yes,yes,0,"[-4, 0, 0, 0, 0, -7, -7, 0, 0, -4, -4, 0, 0, -13, 0, 0, -1, -1, 0, 0, 17, 17, 0, 0, 0]"
2.2.5.1-729.1-c,729,729.1,1,"[2, 2]",no,no,0,"[-1, 3, 0, -3, 6, -4, 5, 6, 6, -1, -10, 3, -6, -4, 3, -6, 2, 2, -9, 0, -7, 2, 18, 0, -12]"
2.2.5.1-729.1-d,729,729.1,1,"[2, 2]",no,yes,0,"[2, 0, 0, 0, 0, 8, -1, 0, 0, 11, -7, 0, 0, -13, 0, 0, 14, -13, 0, 0, -4, -13, 0, 0, 0]"
2.2.5.1-729.1-e,729,729.1,1,"[2, 2]",no,no,0,"[-1, 3, 0, 6, -3, 5, -4, 6, 6, -10, -1, -6, 3, -4, -6, 3, 2, 2, 0, -9, 2, -7, 0, 18, -12]"
2.2.5.1-729.1-f,729,729.1,1,"[2, 2]",no,yes,0,"[2, 0, 0, 0, 0, -1, 8, 0, 0, -7, 11, 0, 0, -13, 0, 0, -13, 14, 0, 0, -13, -4, 0, 0, 0]"
2.2.5.1-729.1-g,729,729.1,1,"[2, 2]",no,no,0,"[-1, -3, 0, 3, -6, -4, 5, -6, -6, -1, -10, -3, 6, -4, -3, 6, 2, 2, 9, 0, -7, 2, -18, 0, 12]"
2.2.5.1-739.1-a,739,739.1,1,"[2, 2]",no,no,0,"[-1, -1, 0, -4, -6, -6, -1, 0, 9, 9, -1, 7, 3, -10, 6, -6, -11, 10, 6, -13, 4, -8, -10, 4, 0]"
2.2.5.1-739.2-a,739,739.2,1,"[2, 2]",no,no,0,"[-1, -1, 0, -6, -4, -1, -6, 9, 0, -1, 9, 3, 7, -10, -6, 6, 10, -11, -13, 6, -8, 4, 4, -10, -3]"
2.2.5.1-751.1-a,751,751.1,1,"[2, 2]",no,no,0,"[1, 0, 4, 4, 0, -4, -4, 2, -2, -6, 8, 12, -2, -8, -4, 0, 10, -6, 0, -8, 10, 16, -18, 6, -18]"
2.2.5.1-751.2-a,751,751.2,1,"[2, 2]",no,no,0,"[1, 0, 4, 0, 4, -4, -4, -2, 2, 8, -6, -2, 12, -8, 0, -4, -6, 10, -8, 0, 16, 10, 6, -18, 6]"
2.2.5.1-755.1-a,755,755.1,1,"[2, 2]",no,no,0,"[1, -1, -2, 4, 4, -4, 4, 6, -2, 8, 4, -2, -6, -10, 0, -4, 14, -6, -12, -8, 8, -4, 10, -6, 6]"
2.2.5.1-755.1-b,755,755.1,1,"[2, 2]",no,no,0,"[-1, -1, -2, -3, -6, 2, 5, 3, -9, -7, -4, -3, 6, -4, 0, 6, 8, -1, 6, -12, 11, 5, -6, 12, -3]"
2.2.5.1-755.1-c,755,755.1,1,"[2, 2]",no,no,0,"[-3, 1, -2, -3, -2, -6, -5, -1, 3, -5, 8, -9, 2, -8, 8, -14, 0, 5, -10, 0, 5, 1, 10, 4, -3]"
2.2.5.1-755.2-a,755,755.2,1,"[2, 2]",no,no,0,"[1, -1, -2, 4, 4, 4, -4, -2, 6, 4, 8, -6, -2, -10, -4, 0, -6, 14, -8, -12, -4, 8, -6, 10, -2]"
2.2.5.1-755.2-b,755,755.2,1,"[2, 2]",no,no,0,"[-1, -1, -2, -6, -3, 5, 2, -9, 3, -4, -7, 6, -3, -4, 6, 0, -1, 8, -12, 6, 5, 11, 12, -6, -12]"
2.2.5.1-755.2-c,755,755.2,1,"[2, 2]",no,no,0,"[-3, 1, -2, -2, -3, -5, -6, 3, -1, 8, -5, 2, -9, -8, -14, 8, 5, 0, 0, -10, 1, 5, 4, 10, 16]"
2.2.5.1-764.1-a,764,764.1,1,"[2, 2]",no,no,0,"[1, -4, -2, -2, -4, 0, -8, 2, -10, 0, 4, 6, -4, 12, 6, 0, -12, -2, 6, 0, -8, 2, -18, -6, 2]"
2.2.5.1-764.2-a,764,764.2,1,"[2, 2]",no,no,0,"[1, -4, -2, -4, -2, -8, 0, -10, 2, 4, 0, -4, 6, 12, 0, 6, -2, -12, 0, 6, 2, -8, -6, -18, 6]"
2.2.5.1-769.1-a,769,769.1,1,"[2, 2]",no,no,0,"[-1, -2, 1, -1, -6, -7, 0, 4, -1, 10, 2, -8, -6, -12, 4, 6, 5, -8, -4, 14, -17, -8, 12, 6, 3]"
2.2.5.1-769.1-b,769,769.1,1,"[2, 2]",no,no,0,"[-3, 0, -2, -6, 4, -6, 4, -10, 2, -8, 0, 0, 0, -12, -6, -4, 6, 12, -2, 16, 4, -4, 6, 6, -10]"
2.2.5.1-769.2-a,769,769.2,1,"[2, 2]",no,no,0,"[-1, -2, 1, -6, -1, 0, -7, -1, 4, 2, 10, -6, -8, -12, 6, 4, -8, 5, 14, -4, -8, -17, 6, 12, 12]"
2.2.5.1-769.2-b,769,769.2,1,"[2, 2]",no,no,0,"[-3, 0, -2, 4, -6, 4, -6, 2, -10, 0, -8, 0, 0, -12, -4, -6, 12, 6, 16, -2, -4, 4, 6, 6, -6]"
2.2.5.1-775.1-a,775,775.1,1,"[2, 2]",no,no,0,"[3, 0, -2, 4, -4, 4, -4, 2, 2, -1, 8, -6, -6, -2, -12, 4, 6, -2, 0, -8, 0, -16, 6, -10, 6]"
2.2.5.1-775.1-b,775,775.1,1,"[2, 2]",no,no,0,"[-2, 0, -4, 0, -3, -2, -2, 6, -3, 1, -10, 3, -9, 1, -3, -9, 8, 2, -6, 6, 4, -17, 15, 6, 12]"
2.2.5.1-775.1-c,775,775.1,1,"[2, 2]",no,no,0,"[-2, 0, -2, -6, 1, -6, -4, -8, 7, -1, 8, -1, -1, 3, 3, 9, -14, -2, -10, -8, 10, -11, 1, 0, -4]"
2.2.5.1-775.1-d,775,775.1,1,"[2, 2]",no,no,0,"[2, 0, 2, -6, 1, 6, 4, 8, -7, -1, 8, -1, -1, -3, -3, -9, -14, -2, -10, -8, -10, 11, -1, 0, -4]"
2.2.5.1-775.1-e,775,775.1,1,"[2, 2]",no,no,0,"[-1, 0, 2, 0, 4, 0, 4, 2, 2, -1, -4, 2, 2, 6, 12, -12, 10, -2, -4, 16, 8, -16, -10, -18, -10]"
2.2.5.1-775.1-f,775,775.1,1,"[2, 2]",no,no,0,"[2, 0, 4, 0, -3, 2, 2, -6, 3, 1, -10, 3, -9, -1, 3, 9, 8, 2, -6, 6, -4, 17, -15, -6, 12]"
2.2.5.1-775.2-a,775,775.2,1,"[2, 2]",no,no,0,"[3, 0, -2, -4, 4, -4, 4, 2, 2, 8, -1, -6, -6, -2, 4, -12, -2, 6, -8, 0, -16, 0, -10, 6, -10]"
2.2.5.1-775.2-b,775,775.2,1,"[2, 2]",no,no,0,"[-2, 0, -4, -3, 0, -2, -2, -3, 6, -10, 1, -9, 3, 1, -9, -3, 2, 8, 6, -6, -17, 4, 6, 15, -12]"
2.2.5.1-775.2-c,775,775.2,1,"[2, 2]",no,no,0,"[-2, 0, -2, 1, -6, -4, -6, 7, -8, 8, -1, -1, -1, 3, 9, 3, -2, -14, -8, -10, -11, 10, 0, 1, 10]"
2.2.5.1-775.2-d,775,775.2,1,"[2, 2]",no,no,0,"[2, 0, 2, 1, -6, 4, 6, -7, 8, 8, -1, -1, -1, -3, -9, -3, -2, -14, -8, -10, 11, -10, 0, -1, 10]"
2.2.5.1-775.2-e,775,775.2,1,"[2, 2]",no,no,0,"[-1, 0, 2, 4, 0, 4, 0, 2, 2, -4, -1, 2, 2, 6, -12, 12, -2, 10, 16, -4, -16, 8, -18, -10, -2]"
2.2.5.1-775.2-f,775,775.2,1,"[2, 2]",no,no,0,"[2, 0, 4, -3, 0, 2, 2, 3, -6, -10, 1, -9, 3, -1, 9, 3, 2, 8, 6, -6, 17, -4, -6, -15, -12]"
2.2.5.1-779.1-a,779,779.1,1,"[2, 2]",no,no,0,"[-1, 2, 2, 0, 4, 0, 1, 0, 2, -2, -6, -8, 1, 8, 12, 0, 10, 6, -2, 0, -10, 16, -6, -2, -8]"
2.2.5.1-779.2-a,779,779.2,1,"[2, 2]",no,no,0,"[2, 3, -2, -6, 3, -1, 1, 3, 0, 8, -4, 1, 0, -4, -9, 0, -10, -10, 15, 0, 5, 2, 12, -9, -15]"
2.2.5.1-779.2-b,779,779.2,1,"[2, 2]",no,no,0,"[-1, -2, -2, 3, -5, -7, 1, -6, 0, 3, 0, -1, 10, -5, 2, -6, -8, -2, 6, 1, -10, 1, 10, -3, -14]"
2.2.5.1-779.3-a,779,779.3,1,"[2, 2]",no,no,0,"[2, 3, -2, 3, -6, 1, -1, 0, 3, -4, 8, 0, 1, -4, 0, -9, -10, -10, 0, 15, 2, 5, -9, 12, 0]"
2.2.5.1-779.3-b,779,779.3,1,"[2, 2]",no,no,0,"[-1, -2, -2, -5, 3, 1, -7, 0, -6, 0, 3, 10, -1, -5, -6, 2, -2, -8, 1, 6, 1, -10, -3, 10, 17]"
2.2.5.1-779.4-a,779,779.4,1,"[2, 2]",no,no,0,"[-1, 2, 2, 4, 0, 1, 0, 2, 0, -6, -2, 1, -8, 8, 0, 12, 6, 10, 0, -2, 16, -10, -2, -6, -18]"
2.2.5.1-781.1-a,781,781.1,1,"[2, 2]",no,no,0,"[1, 2, 2, -4, -1, 8, 4, -2, 6, -8, -4, 10, -2, -2, 0, -12, -2, 2, -12, -1, 8, 4, -6, -6, 6]"
2.2.5.1-781.2-a,781,781.2,1,"[2, 2]",no,no,0,"[-1, -2, -2, -2, -1, 2, -2, 2, -4, -4, -8, -6, 6, 2, 4, 6, 8, -2, 1, -6, -2, -10, -2, 2, -10]"
2.2.5.1-781.2-b,781,781.2,1,"[2, 2]",no,no,0,"[-3, 2, 2, 4, -1, 4, -8, 6, 6, 4, 0, 6, 2, -2, 4, -8, 2, 6, -1, -4, -12, -8, 10, -6, 6]"
2.2.5.1-781.3-a,781,781.3,1,"[2, 2]",no,no,0,"[-1, -2, -2, -1, -2, -2, 2, -4, 2, -8, -4, 6, -6, 2, 6, 4, -2, 8, -6, 1, -10, -2, 2, -2, -6]"
2.2.5.1-781.3-b,781,781.3,1,"[2, 2]",no,no,0,"[-3, 2, 2, -1, 4, -8, 4, 6, 6, 0, 4, 2, 6, -2, -8, 4, 6, 2, -4, -1, -8, -12, -6, 10, 6]"
2.2.5.1-781.4-a,781,781.4,1,"[2, 2]",no,no,0,"[1, 2, 2, -1, -4, 4, 8, 6, -2, -4, -8, -2, 10, -2, -12, 0, 2, -2, -1, -12, 4, 8, -6, -6, 6]"
2.2.5.1-784.1-a,784,784.1,1,"[2, 2]",yes,no,0,"[0, -4, -3, 3, 3, 8, 8, 1, 1, -2, -2, -6, -6, -1, 10, 10, 0, 0, 0, 0, 7, 7, -8, -8, -12]"
2.2.5.1-784.1-b,784,784.1,1,"[2, 2]",yes,no,0,"[0, 2, 6, 0, 0, -4, -4, -2, -2, -8, -8, 6, 6, -1, 4, 4, -6, -6, 12, 12, 4, 4, 10, 10, -18]"
2.2.5.1-796.1-a,796,796.1,1,"[2, 2]",no,no,0,"[1, 3, -2, 3, 3, -7, -4, -9, 6, -7, -10, 0, 3, -4, 0, 6, 5, 11, 12, 6, -13, -4, 6, 6, 18]"
2.2.5.1-796.2-a,796,796.2,1,"[2, 2]",no,no,0,"[1, 3, -2, 3, 3, -4, -7, 6, -9, -10, -7, 3, 0, -4, 6, 0, 11, 5, 6, 12, -4, -13, 6, 6, -9]"
2.2.5.1-801.1-a,801,801.1,1,"[2, 2]",no,no,0,"[-1, -2, -1, -2, -2, 0, -2, 2, -6, 0, -2, 6, -10, 6, -6, 0, 6, -6, -12, -8, 10, 14, 1, -6, -6]"
2.2.5.1-801.2-a,801,801.2,1,"[2, 2]",no,no,0,"[-1, -2, -1, -2, -2, -2, 0, -6, 2, -2, 0, -10, 6, 6, 0, -6, -6, 6, -8, -12, 14, 10, -6, 1, 2]"
2.2.5.1-809.1-a,809,809.1,1,"[2, 2]",no,no,0,"[-1, -4, 0, 0, 4, -4, -8, -6, -6, 2, 0, -12, -2, -2, 4, -8, 8, 4, 0, 6, 10, -16, 6, 14, 18]"
2.2.5.1-809.2-a,809,809.2,1,"[2, 2]",no,no,0,"[-1, -4, 0, 4, 0, -8, -4, -6, -6, 0, 2, -2, -12, -2, -8, 4, 4, 8, 6, 0, -16, 10, 14, 6, -10]"
2.2.5.1-811.1-a,811,811.1,1,"[2, 2]",no,no,0,"[-1, -3, 1, 0, -3, 2, -4, -3, -6, 2, -10, 12, -12, -4, 0, 12, -4, 2, -6, -6, -13, 5, 12, 6, 15]"
2.2.5.1-811.2-a,811,811.2,1,"[2, 2]",no,no,0,"[-1, -3, 1, -3, 0, -4, 2, -6, -3, -10, 2, -12, 12, -4, 12, 0, 2, -4, -6, -6, 5, -13, 6, 12, 18]"
2.2.5.1-820.1-a,820,820.1,1,"[2, 2]",no,no,0,"[-1, -1, 4, -2, 0, 4, 4, 10, -8, 2, 2, -1, -6, 12, 12, -12, -2, 10, -12, -10, 16, -4, -16, 10, 2]"
2.2.5.1-820.1-b,820,820.1,1,"[2, 2]",no,no,0,"[-1, -1, -4, 0, -4, -4, -2, -2, -2, -6, 6, 1, -2, -4, 0, -8, -12, 0, 8, 10, 0, 8, 0, 10, -2]"
