label,short_label,conductor_norm,conductor_label,iso_label,number,ainvs,bad_primes,non_min_p,base_change,sealed
2.2.8.1-9.1-a1,9.1-a1,9,9.1,a,1,"0,1;-1,-1;1,1;-60,-40;-220,-153","[""(3)""]",[],[],0
2.2.8.1-9.1-a2,9.1-a2,9,9.1,a,2,"0,1;-1,-1;1,1;0,0;0,0","[""(3)""]",[],[],0
2.2.8.1-9.1-a3,9.1-a3,9,9.1,a,3,"0,1;0,1;1,1;-3,-2;0,0","[""(3)""]",[],[],0
2.2.8.1-9.1-a4,9.1-a4,9,9.1,a,4,"0,1;0,1;1,1;-243,-162;-2130,-1495","[""(3)""]",[],[],0
2.2.8.1-17.1-a1,17.1-a1,17,17.1,a,1,"0,1;1,-1;1,1;1,-2;0,-1","[""(-3*w-1)""]",[],[],0
2.2.8.1-17.1-a2,17.1-a2,17,17.1,a,2,"0,1;1,-1;1,1;-19,13;-69,47","[""(-3*w-1)""]",[],[],0
2.2.8.1-17.1-a3,17.1-a3,17,17.1,a,3,"0,1;-1,0;1,1;-53,-34;-163,-113","[""(-3*w-1)""]",[],[],0
2.2.8.1-17.1-a4,17.1-a4,17,17.1,a,4,"0,1;1,1;1,1;-1,1;-1,0","[""(-3*w-1)""]",[],[],0
2.2.8.1-17.2-a1,17.2-a1,17,17.2,a,1,"0,1;1,1;1,1;-19,-14;-69,-48","[""(3*w-1)""]",[],[],0
2.2.8.1-17.2-a2,17.2-a2,17,17.2,a,2,"0,1;1,1;1,1;1,1;0,0","[""(3*w-1)""]",[],[],0
2.2.8.1-17.2-a3,17.2-a3,17,17.2,a,3,"0,1;1,-1;1,1;-1,-2;-1,-1","[""(3*w-1)""]",[],[],0
2.2.8.1-17.2-a4,17.2-a4,17,17.2,a,4,"0,1;-1,0;1,1;-53,33;-163,112","[""(3*w-1)""]",[],[],0
2.2.8.1-28.1-a1,28.1-a1,28,28.1,a,1,"0,1;1,-1;0,0;-18,-9;-467,-320","[""(w)"", ""(-2*w+1)""]",[],[],0
2.2.8.1-28.1-a2,28.1-a2,28,28.1,a,2,"0,1;1,-1;0,0;2,1;17,12","[""(w)"", ""(-2*w+1)""]",[],[],0
2.2.8.1-28.1-a3,28.1-a3,28,28.1,a,3,"0,1;1,-1;0,0;-148,-19;-201,318","[""(w)"", ""(-2*w+1)""]",[],[],0
2.2.8.1-28.1-a4,28.1-a4,28,28.1,a,4,"0,0;-1,0;0,0;3,-2;0,0","[""(w)"", ""(-2*w+1)""]",[],[],0
2.2.8.1-28.1-a5,28.1-a5,28,28.1,a,5,"0,1;-1,0;0,1;-4,2;1,-1","[""(w)"", ""(-2*w+1)""]",[],[],0
2.2.8.1-28.1-a6,28.1-a6,28,28.1,a,6,"0,1;1,-1;0,0;-53,-34;-203,-133","[""(w)"", ""(-2*w+1)""]",[],[],0
2.2.8.1-28.1-a7,28.1-a7,28,28.1,a,7,"0,1;-1,0;0,1;-29,17;-66,49","[""(w)"", ""(-2*w+1)""]",[],[],0
2.2.8.1-28.1-a8,28.1-a8,28,28.1,a,8,"0,0;-1,0;0,0;-37,18;-108,68","[""(w)"", ""(-2*w+1)""]",[],[],0
2.2.8.1-28.2-a1,28.2-a1,28,28.2,a,1,"0,0;-1,0;0,0;-37,-18;-108,-68","[""(w)"", ""(2*w+1)""]",[],[],0
2.2.8.1-28.2-a2,28.2-a2,28,28.2,a,2,"0,0;-1,0;0,0;3,2;0,0","[""(w)"", ""(2*w+1)""]",[],[],0
2.2.8.1-28.2-a3,28.2-a3,28,28.2,a,3,"0,1;-1,0;0,1;-4,-2;1,1","[""(w)"", ""(2*w+1)""]",[],[],0
2.2.8.1-28.2-a4,28.2-a4,28,28.2,a,4,"0,1;1,1;0,0;-18,9;-467,320","[""(w)"", ""(2*w+1)""]",[],[],0
2.2.8.1-28.2-a5,28.2-a5,28,28.2,a,5,"0,1;-1,0;0,1;-29,-17;-66,-49","[""(w)"", ""(2*w+1)""]",[],[],0
2.2.8.1-28.2-a6,28.2-a6,28,28.2,a,6,"0,1;1,1;0,0;2,-1;17,-12","[""(w)"", ""(2*w+1)""]",[],[],0
2.2.8.1-28.2-a7,28.2-a7,28,28.2,a,7,"0,1;1,1;0,0;-53,34;-203,133","[""(w)"", ""(2*w+1)""]",[],[],0
2.2.8.1-28.2-a8,28.2-a8,28,28.2,a,8,"0,1;1,1;0,0;-148,19;-201,-318","[""(w)"", ""(2*w+1)""]",[],[],0
2.2.8.1-31.1-a1,31.1-a1,31,31.1,a,1,"1,1;-1,1;1,1;-21,-7;-52,-31","[""(-4*w-1)""]",[],[],0
2.2.8.1-31.1-a2,31.1-a2,31,31.1,a,2,"1,1;-1,1;1,1;-1,-2;-2,-1","[""(-4*w-1)""]",[],[],0
2.2.8.1-31.1-a3,31.1-a3,31,31.1,a,3,"1,0;-1,-1;1,0;-14,10;-30,21","[""(-4*w-1)""]",[],[],0
2.2.8.1-31.1-a4,31.1-a4,31,31.1,a,4,"1,0;-1,-1;1,0;-49,25;100,-79","[""(-4*w-1)""]",[],[],0
2.2.8.1-31.2-a1,31.2-a1,31,31.2,a,1,"1,1;-1,1;1,0;0,0;0,0","[""(4*w-1)""]",[],[],0
2.2.8.1-31.2-a2,31.2-a2,31,31.2,a,2,"1,0;-1,1;1,0;-49,-25;100,79","[""(4*w-1)""]",[],[],0
2.2.8.1-31.2-a3,31.2-a3,31,31.2,a,3,"1,0;-1,1;1,0;-14,-10;-30,-21","[""(4*w-1)""]",[],[],0
2.2.8.1-31.2-a4,31.2-a4,31,31.2,a,4,"1,1;-1,1;1,0;-20,5;-40,10","[""(4*w-1)""]",[],[],0
2.2.8.1-32.1-a1,32.1-a1,32,32.1,a,1,"0,1;1,0;0,0;-22,15;-69,46","[""(w)""]",[],[],0
2.2.8.1-32.1-a2,32.1-a2,32,32.1,a,2,"0,1;1,0;0,1;-23,15;46,-31","[""(w)""]",[],[],0
2.2.8.1-32.1-a3,32.1-a3,32,32.1,a,3,"0,0;0,0;0,0;1,0;0,0","[""(w)""]",[],"[""64.a4"", ""32.a4""]",0
2.2.8.1-32.1-a4,32.1-a4,32,32.1,a,4,"0,0;0,0;0,0;-1,0;0,0","[""(w)""]",[],"[""32.a3"", ""64.a3""]",0
2.2.8.1-32.1-a5,32.1-a5,32,32.1,a,5,"0,1;1,0;0,0;-2,0;-3,0","[""(w)""]",[],"[""32.a1"", ""64.a1""]",0
2.2.8.1-32.1-a6,32.1-a6,32,32.1,a,6,"0,1;1,0;0,1;-3,0;0,0","[""(w)""]",[],"[""32.a2"", ""64.a2""]",0
2.2.8.1-32.1-a7,32.1-a7,32,32.1,a,7,"0,1;1,0;0,0;-22,-15;-69,-46","[""(w)""]",[],[],0
2.2.8.1-32.1-a8,32.1-a8,32,32.1,a,8,"0,1;1,0;0,1;-23,-15;46,31","[""(w)""]",[],[],0
2.2.8.1-34.1-a1,34.1-a1,34,34.1,a,1,"1,1;-1,1;0,1;19,-16;31,-25","[""(w)"", ""(-3*w-1)""]",[],[],0
2.2.8.1-34.1-a2,34.1-a2,34,34.1,a,2,"1,0;-1,1;0,0;4,2;0,0","[""(w)"", ""(-3*w-1)""]",[],[],0
2.2.8.1-34.1-a3,34.1-a3,34,34.1,a,3,"1,0;-1,1;0,0;-16,-8;-4,-10","[""(w)"", ""(-3*w-1)""]",[],[],0
2.2.8.1-34.1-a4,34.1-a4,34,34.1,a,4,"1,1;-1,1;0,1;-141,64;479,-457","[""(w)"", ""(-3*w-1)""]",[],[],0
2.2.8.1-34.2-a1,34.2-a1,34,34.2,a,1,"1,0;-1,-1;0,0;4,-2;0,0","[""(w)"", ""(3*w-1)""]",[],[],0
2.2.8.1-34.2-a2,34.2-a2,34,34.2,a,2,"1,1;-1,1;0,0;20,15;62,44","[""(w)"", ""(3*w-1)""]",[],[],0
2.2.8.1-34.2-a3,34.2-a3,34,34.2,a,3,"1,1;-1,1;0,0;-140,-65;350,316","[""(w)"", ""(3*w-1)""]",[],[],0
2.2.8.1-34.2-a4,34.2-a4,34,34.2,a,4,"1,0;-1,-1;0,0;-16,8;-4,10","[""(w)"", ""(3*w-1)""]",[],[],0
2.2.8.1-46.1-a1,46.1-a1,46,46.1,a,1,"1,0;-1,-1;0,1;-24,15;-66,46","[""(w)"", ""(-w+5)""]",[],[],0
2.2.8.1-46.1-a2,46.1-a2,46,46.1,a,2,"1,0;-1,-1;0,1;1,0;-1,0","[""(w)"", ""(-w+5)""]",[],[],0
2.2.8.1-46.1-b1,46.1-b1,46,46.1,b,1,"1,1;-1,0;1,0;-1473,-947;-29187,-20242","[""(w)"", ""(-w+5)""]",[],[],0
2.2.8.1-46.1-b2,46.1-b2,46,46.1,b,2,"1,1;-1,0;1,0;-3,-2;3,2","[""(w)"", ""(-w+5)""]",[],[],0
2.2.8.1-46.2-a1,46.2-a1,46,46.2,a,1,"1,0;-1,1;0,1;-24,-16;-66,-46","[""(w)"", ""(-w-5)""]",[],[],0
2.2.8.1-46.2-a2,46.2-a2,46,46.2,a,2,"1,0;-1,1;0,1;1,-1;-1,0","[""(w)"", ""(-w-5)""]",[],[],0
2.2.8.1-46.2-b1,46.2-b1,46,46.2,b,1,"1,1;-1,-1;1,0;-1473,946;-29187,20242","[""(w)"", ""(-w-5)""]",[],[],0
2.2.8.1-46.2-b2,46.2-b2,46,46.2,b,2,"1,1;-1,-1;1,0;-3,1;3,-2","[""(w)"", ""(-w-5)""]",[],[],0
2.2.8.1-47.1-a1,47.1-a1,47,47.1,a,1,"1,1;0,0;1,0;-2,0;-27,-18","[""(w+7)""]",[],[],0
2.2.8.1-47.1-a2,47.1-a2,47,47.1,a,2,"1,0;0,0;1,1;-3,1;-3,1","[""(w+7)""]",[],[],0
2.2.8.1-47.2-a1,47.2-a1,47,47.2,a,1,"1,0;0,0;1,1;-3,-2;-3,-2","[""(w-7)""]",[],[],0
2.2.8.1-47.2-a2,47.2-a2,47,47.2,a,2,"1,1;0,-1;1,0;-2,-1;-27,18","[""(w-7)""]",[],[],0
2.2.8.1-49.1-a1,49.1-a1,49,49.1,a,1,"0,1;1,-1;1,0;-919,389;-12956,7231","[""(-2*w+1)"", ""(2*w+1)""]",[],[],0
2.2.8.1-49.1-a2,49.1-a2,49,49.1,a,2,"0,1;1,-1;1,0;-9,4;-27,14","[""(-2*w+1)"", ""(2*w+1)""]",[],[],0
2.2.8.1-49.1-a3,49.1-a3,49,49.1,a,3,"0,1;1,-1;1,0;1,-1;0,0","[""(-2*w+1)"", ""(2*w+1)""]",[],[],0
2.2.8.1-49.1-a4,49.1-a4,49,49.1,a,4,"0,1;1,1;1,0;1,0;0,0","[""(-2*w+1)"", ""(2*w+1)""]",[],[],0
2.2.8.1-49.1-a5,49.1-a5,49,49.1,a,5,"0,1;1,1;1,0;-9,-5;-27,-14","[""(-2*w+1)"", ""(2*w+1)""]",[],[],0
2.2.8.1-49.1-a6,49.1-a6,49,49.1,a,6,"0,1;1,1;1,0;-919,-390;-12956,-7231","[""(-2*w+1)"", ""(2*w+1)""]",[],[],0
2.2.8.1-56.1-a1,56.1-a1,56,56.1,a,1,"0,0;1,1;0,0;-1,2;2,-1","[""(w)"", ""(2*w+1)""]",[],[],0
2.2.8.1-56.1-a2,56.1-a2,56,56.1,a,2,"0,1;0,1;0,0;134,105;-139,-86","[""(w)"", ""(2*w+1)""]",[],[],0
2.2.8.1-56.1-a3,56.1-a3,56,56.1,a,3,"0,1;0,-1;0,1;-17,10;-44,31","[""(w)"", ""(2*w+1)""]",[],[],0
2.2.8.1-56.1-a4,56.1-a4,56,56.1,a,4,"0,1;0,-1;0,1;-2,0;-1,1","[""(w)"", ""(2*w+1)""]",[],[],0
2.2.8.1-56.1-a5,56.1-a5,56,56.1,a,5,"0,1;0,-1;0,1;-27,0;-74,21","[""(w)"", ""(2*w+1)""]",[],[],0
2.2.8.1-56.1-a6,56.1-a6,56,56.1,a,6,"0,1;0,-1;0,1;-7,-10;20,15","[""(w)"", ""(2*w+1)""]",[],[],0
2.2.8.1-56.2-a1,56.2-a1,56,56.2,a,1,"0,1;0,1;0,1;-27,0;-74,-21","[""(w)"", ""(-2*w+1)""]",[],[],0
2.2.8.1-56.2-a2,56.2-a2,56,56.2,a,2,"0,1;0,1;0,1;-7,10;20,-15","[""(w)"", ""(-2*w+1)""]",[],[],0
2.2.8.1-56.2-a3,56.2-a3,56,56.2,a,3,"0,1;0,1;0,1;-2,0;-1,-1","[""(w)"", ""(-2*w+1)""]",[],[],0
2.2.8.1-56.2-a4,56.2-a4,56,56.2,a,4,"0,0;1,-1;0,0;-1,-2;2,1","[""(w)"", ""(-2*w+1)""]",[],[],0
2.2.8.1-56.2-a5,56.2-a5,56,56.2,a,5,"0,1;0,1;0,1;-17,-10;-44,-31","[""(w)"", ""(-2*w+1)""]",[],[],0
2.2.8.1-56.2-a6,56.2-a6,56,56.2,a,6,"0,1;0,-1;0,0;134,-105;-139,86","[""(w)"", ""(-2*w+1)""]",[],[],0
2.2.8.1-62.1-a1,62.1-a1,62,62.1,a,1,"1,1;0,1;0,0;-1,2;3,-2","[""(w)"", ""(-4*w-1)""]",[],[],0
2.2.8.1-62.1-a2,62.1-a2,62,62.1,a,2,"1,1;0,1;0,0;-421,107;-3441,1027","[""(w)"", ""(-4*w-1)""]",[],[],0
2.2.8.1-62.1-a3,62.1-a3,62,62.1,a,3,"1,1;0,1;0,0;-41,22;139,-94","[""(w)"", ""(-4*w-1)""]",[],[],0
2.2.8.1-62.1-a4,62.1-a4,62,62.1,a,4,"1,1;0,1;0,0;-131,-98;-1127,-610","[""(w)"", ""(-4*w-1)""]",[],[],0
2.2.8.1-62.2-a1,62.2-a1,62,62.2,a,1,"1,1;0,1;0,1;-2,-1;0,0","[""(w)"", ""(4*w-1)""]",[],[],0
2.2.8.1-62.2-a2,62.2-a2,62,62.2,a,2,"1,1;0,1;0,1;-132,99;-930,478","[""(w)"", ""(4*w-1)""]",[],[],0
2.2.8.1-62.2-a3,62.2-a3,62,62.2,a,3,"1,1;0,1;0,1;-422,-106;-3654,-1449","[""(w)"", ""(4*w-1)""]",[],[],0
2.2.8.1-62.2-a4,62.2-a4,62,62.2,a,4,"1,1;0,1;0,1;-42,-21;96,52","[""(w)"", ""(4*w-1)""]",[],[],0
2.2.8.1-63.1-a1,63.1-a1,63,63.1,a,1,"1,0;1,-1;0,1;1,-1;-2,-1","[""(-2*w+1)"", ""(3)""]",[],[],0
2.2.8.1-63.1-a2,63.1-a2,63,63.1,a,2,"1,0;1,-1;0,1;-29,-26;64,40","[""(-2*w+1)"", ""(3)""]",[],[],0
2.2.8.1-63.1-a3,63.1-a3,63,63.1,a,3,"1,0;1,-1;0,1;-14,-11;-29,-20","[""(-2*w+1)"", ""(3)""]",[],[],0
2.2.8.1-63.1-a4,63.1-a4,63,63.1,a,4,"1,0;1,-1;0,1;-239,-156;-1870,-1336","[""(-2*w+1)"", ""(3)""]",[],[],0
2.2.8.1-63.2-a1,63.2-a1,63,63.2,a,1,"1,0;1,1;0,1;-29,25;64,-40","[""(2*w+1)"", ""(3)""]",[],[],0
2.2.8.1-63.2-a2,63.2-a2,63,63.2,a,2,"1,0;1,1;0,1;-14,10;-29,20","[""(2*w+1)"", ""(3)""]",[],[],0
2.2.8.1-63.2-a3,63.2-a3,63,63.2,a,3,"1,0;1,1;0,1;1,0;-2,1","[""(2*w+1)"", ""(3)""]",[],[],0
2.2.8.1-63.2-a4,63.2-a4,63,63.2,a,4,"1,0;1,1;0,1;-239,155;-1870,1336","[""(2*w+1)"", ""(3)""]",[],[],0
2.2.8.1-64.1-a1,64.1-a1,64,64.1,a,1,"0,1;-1,-1;0,0;2,2;-5,-3","[""(w)""]",[],[],0
2.2.8.1-64.1-a2,64.1-a2,64,64.1,a,2,"0,1;0,1;0,0;2,2;5,3","[""(w)""]",[],[],0
2.2.8.1-64.1-a3,64.1-a3,64,64.1,a,3,"0,0;-1,1;0,0;-4,-4;-6,-4","[""(w)""]",[],[],0
2.2.8.1-64.1-a4,64.1-a4,64,64.1,a,4,"0,0;1,-1;0,0;-4,-4;6,4","[""(w)""]",[],[],0
2.2.8.1-64.1-a5,64.1-a5,64,64.1,a,5,"0,1;-1,1;0,0;2,-2;-5,3","[""(w)""]",[],[],0
2.2.8.1-64.1-a6,64.1-a6,64,64.1,a,6,"0,1;0,-1;0,0;2,-2;5,-3","[""(w)""]",[],[],0
2.2.8.1-72.1-a1,72.1-a1,72,72.1,a,1,"0,1;-1,0;0,1;-817,510;-11651,7986","[""(w)"", ""(3)""]",[],[],0
2.2.8.1-72.1-a2,72.1-a2,72,72.1,a,2,"0,1;-1,0;0,1;3,0;-23,0","[""(w)"", ""(3)""]",[],"[""24.a6"", ""192.d6""]",0
2.2.8.1-72.1-a3,72.1-a3,72,72.1,a,3,"0,0;-1,0;0,0;1,0;0,0","[""(w)"", ""(3)""]",[],"[""24.a5"", ""192.d5""]",0
2.2.8.1-72.1-a4,72.1-a4,72,72.1,a,4,"0,1;-1,0;0,1;-2,0;0,0","[""(w)"", ""(3)""]",[],"[""24.a4"", ""192.d4""]",0
2.2.8.1-72.1-a5,72.1-a5,72,72.1,a,5,"0,1;-1,0;0,1;-7,0;-5,0","[""(w)"", ""(3)""]",[],"[""24.a3"", ""192.d3""]",0
2.2.8.1-72.1-a6,72.1-a6,72,72.1,a,6,"0,1;-1,0;0,1;-17,0;27,0","[""(w)"", ""(3)""]",[],"[""24.a2"", ""192.d2""]",0
2.2.8.1-72.1-a7,72.1-a7,72,72.1,a,7,"0,1;-1,0;0,1;-97,0;-347,0","[""(w)"", ""(3)""]",[],"[""24.a1"", ""192.d1""]",0
2.2.8.1-72.1-a8,72.1-a8,72,72.1,a,8,"0,1;-1,0;0,1;-817,-510;-11651,-7986","[""(w)"", ""(3)""]",[],[],0
2.2.8.1-73.1-a1,73.1-a1,73,73.1,a,1,"0,1;0,-1;1,0;1,0;-1,0","[""(-2*w+9)""]",[],[],0
2.2.8.1-73.1-a2,73.1-a2,73,73.1,a,2,"0,1;-1,1;1,0;-2,0;-1,0","[""(-2*w+9)""]",[],[],0
2.2.8.1-73.2-a1,73.2-a1,73,73.2,a,1,"0,1;0,1;1,0;1,-1;-1,0","[""(2*w+9)""]",[],[],0
2.2.8.1-73.2-a2,73.2-a2,73,73.2,a,2,"0,1;-1,-1;1,0;-2,-1;-1,0","[""(2*w+9)""]",[],[],0
2.2.8.1-81.1-a1,81.1-a1,81,81.1,a,1,"0,1;1,0;1,1;-538,358;6633,-4653","[""(3)""]",[],[],0
2.2.8.1-81.1-a2,81.1-a2,81,81.1,a,2,"0,1;1,0;1,1;2,-2;-27,18","[""(3)""]",[],[],0
2.2.8.1-81.1-a3,81.1-a3,81,81.1,a,3,"0,1;1,0;1,0;-24,-17;-75,-52","[""(3)""]",[],[],0
2.2.8.1-81.1-a4,81.1-a4,81,81.1,a,4,"0,1;1,0;1,0;-2184,-1457;52395,36713","[""(3)""]",[],[],0
2.2.8.1-81.1-b1,81.1-b1,81,81.1,b,1,"0,1;1,0;1,0;-3,1;1,-1","[""(3)""]",[],[],0
2.2.8.1-81.1-b2,81.1-b2,81,81.1,b,2,"0,1;1,0;1,0;-33,13;-98,54","[""(3)""]",[],[],0
2.2.8.1-81.1-b3,81.1-b3,81,81.1,b,3,"0,1;1,0;1,0;-3,-2;1,1","[""(3)""]",[],[],0
2.2.8.1-81.1-b4,81.1-b4,81,81.1,b,4,"0,1;1,0;1,0;-33,-14;-98,-54","[""(3)""]",[],[],0
2.2.8.1-82.1-a1,82.1-a1,82,82.1,a,1,"1,0;-1,-1;1,1;-79,-15;-251,-47","[""(w)"", ""(2*w+7)""]",[],[],0
2.2.8.1-82.1-a2,82.1-a2,82,82.1,a,2,"1,0;-1,-1;1,1;1,0;-1,-1","[""(w)"", ""(2*w+7)""]",[],[],0
2.2.8.1-82.1-b1,82.1-b1,82,82.1,b,1,"1,1;0,0;1,0;-33,-7;10,-97","[""(w)"", ""(2*w+7)""]",[],[],0
2.2.8.1-82.1-b2,82.1-b2,82,82.1,b,2,"1,1;0,0;1,0;-18,13;42,-30","[""(w)"", ""(2*w+7)""]",[],[],0
2.2.8.1-82.2-a1,82.2-a1,82,82.2,a,1,"1,0;-1,1;1,1;-79,14;-251,46","[""(w)"", ""(-2*w+7)""]",[],[],0
2.2.8.1-82.2-a2,82.2-a2,82,82.2,a,2,"1,0;-1,1;1,1;1,-1;-1,0","[""(w)"", ""(-2*w+7)""]",[],[],0
2.2.8.1-82.2-b1,82.2-b1,82,82.2,b,1,"1,1;0,-1;1,0;-18,-14;42,30","[""(w)"", ""(-2*w+7)""]",[],[],0
2.2.8.1-82.2-b2,82.2-b2,82,82.2,b,2,"1,1;0,-1;1,0;-33,6;10,97","[""(w)"", ""(-2*w+7)""]",[],[],0
2.2.8.1-89.1-a1,89.1-a1,89,89.1,a,1,"0,0;0,0;1,1;-1,-1;0,0","[""(-7*w+3)""]",[],[],0
2.2.8.1-89.1-a2,89.1-a2,89,89.1,a,2,"0,0;0,0;1,1;-11,19;-70,14","[""(-7*w+3)""]",[],[],0
2.2.8.1-89.1-b1,89.1-b1,89,89.1,b,1,"0,0;1,0;1,1;-23,-18;-64,-60","[""(-7*w+3)""]",[],[],0
2.2.8.1-89.1-b2,89.1-b2,89,89.1,b,2,"0,0;1,0;1,1;-3,2;1,-2","[""(-7*w+3)""]",[],[],0
2.2.8.1-89.2-a1,89.2-a1,89,89.2,a,1,"0,0;0,0;1,1;-11,-19;-70,-15","[""(-7*w-3)""]",[],[],0
2.2.8.1-89.2-a2,89.2-a2,89,89.2,a,2,"0,0;0,0;1,1;-1,1;0,-1","[""(-7*w-3)""]",[],[],0
2.2.8.1-89.2-b1,89.2-b1,89,89.2,b,1,"0,0;1,0;1,1;-3,-2;1,1","[""(-7*w-3)""]",[],[],0
2.2.8.1-89.2-b2,89.2-b2,89,89.2,b,2,"0,0;1,0;1,1;-23,18;-64,59","[""(-7*w-3)""]",[],[],0
2.2.8.1-92.1-a1,92.1-a1,92,92.1,a,1,"0,1;0,-1;0,1;-9,7;5,-4","[""(w)"", ""(-w-5)""]",[],[],0
2.2.8.1-92.1-a2,92.1-a2,92,92.1,a,2,"0,1;0,-1;0,1;-4,2;-6,4","[""(w)"", ""(-w-5)""]",[],[],0
2.2.8.1-92.1-a3,92.1-a3,92,92.1,a,3,"0,0;1,1;0,0;1,0;-2,1","[""(w)"", ""(-w-5)""]",[],[],0
2.2.8.1-92.1-a4,92.1-a4,92,92.1,a,4,"0,1;0,-1;0,1;-59,37;-259,188","[""(w)"", ""(-w-5)""]",[],[],0
2.2.8.1-92.2-a1,92.2-a1,92,92.2,a,1,"0,0;1,-1;0,0;1,0;-2,-1","[""(w)"", ""(-w+5)""]",[],[],0
2.2.8.1-92.2-a2,92.2-a2,92,92.2,a,2,"0,1;0,1;0,1;-9,-7;5,4","[""(w)"", ""(-w+5)""]",[],[],0
2.2.8.1-92.2-a3,92.2-a3,92,92.2,a,3,"0,1;0,1;0,1;-4,-2;-6,-4","[""(w)"", ""(-w+5)""]",[],[],0
2.2.8.1-92.2-a4,92.2-a4,92,92.2,a,4,"0,1;0,1;0,1;-59,-37;-259,-188","[""(w)"", ""(-w+5)""]",[],[],0
2.2.8.1-94.1-a1,94.1-a1,94,94.1,a,1,"1,1;0,-1;1,1;-6,-1;-24,-12","[""(w)"", ""(w-7)""]",[],[],0
2.2.8.1-94.1-a2,94.1-a2,94,94.1,a,2,"1,1;0,-1;1,1;-1,-1;0,0","[""(w)"", ""(w-7)""]",[],[],0
2.2.8.1-94.1-a3,94.1-a3,94,94.1,a,3,"1,1;0,-1;1,1;-11,-6;12,8","[""(w)"", ""(w-7)""]",[],[],0
2.2.8.1-94.1-a4,94.1-a4,94,94.1,a,4,"1,0;1,0;0,1;-108,72;-314,216","[""(w)"", ""(w-7)""]",[],[],0
2.2.8.1-94.2-a1,94.2-a1,94,94.2,a,1,"1,0;1,0;0,1;-108,-73;-314,-216","[""(w)"", ""(w+7)""]",[],[],0
2.2.8.1-94.2-a2,94.2-a2,94,94.2,a,2,"1,1;0,0;1,1;-1,-1;0,-1","[""(w)"", ""(w+7)""]",[],[],0
2.2.8.1-94.2-a3,94.2-a3,94,94.2,a,3,"1,1;0,0;1,1;-6,-1;-24,11","[""(w)"", ""(w+7)""]",[],[],0
2.2.8.1-94.2-a4,94.2-a4,94,94.2,a,4,"1,1;0,0;1,1;-11,4;12,-9","[""(w)"", ""(w+7)""]",[],[],0
2.2.8.1-98.1-a1,98.1-a1,98,98.1,a,1,"1,0;0,0;1,0;-171,0;-874,0","[""(w)"", ""(-2*w+1)"", ""(2*w+1)""]",[],"[""14.a2"", ""448.g2""]",0
2.2.8.1-98.1-a10,98.1-a10,98,98.1,a,10,"1,0;0,0;1,0;-2731,0;-55146,0","[""(w)"", ""(-2*w+1)"", ""(2*w+1)""]",[],"[""14.a1"", ""448.g1""]",0
2.2.8.1-98.1-a11,98.1-a11,98,98.1,a,11,"1,0;0,0;1,0;-91,-55;416,290","[""(w)"", ""(-2*w+1)"", ""(2*w+1)""]",[],[],0
2.2.8.1-98.1-a12,98.1-a12,98,98.1,a,12,"1,0;0,0;1,0;-23211,-14480;-1786730,-1224480","[""(w)"", ""(-2*w+1)"", ""(2*w+1)""]",[],[],0
2.2.8.1-98.1-a2,98.1-a2,98,98.1,a,2,"1,0;0,0;1,0;-1,0;0,0","[""(w)"", ""(-2*w+1)"", ""(2*w+1)""]",[],"[""14.a5"", ""448.g5""]",0
2.2.8.1-98.1-a3,98.1-a3,98,98.1,a,3,"1,0;0,0;1,0;4,0;-6,0","[""(w)"", ""(-2*w+1)"", ""(2*w+1)""]",[],"[""14.a6"", ""448.g6""]",0
2.2.8.1-98.1-a4,98.1-a4,98,98.1,a,4,"1,0;0,0;1,0;-91,55;416,-290","[""(w)"", ""(-2*w+1)"", ""(2*w+1)""]",[],[],0
2.2.8.1-98.1-a5,98.1-a5,98,98.1,a,5,"1,0;0,0;1,0;-36,0;-70,0","[""(w)"", ""(-2*w+1)"", ""(2*w+1)""]",[],"[""14.a3"", ""448.g3""]",0
2.2.8.1-98.1-a6,98.1-a6,98,98.1,a,6,"1,0;0,0;1,0;-356,130;-2038,2000","[""(w)"", ""(-2*w+1)"", ""(2*w+1)""]",[],[],0
2.2.8.1-98.1-a7,98.1-a7,98,98.1,a,7,"1,0;0,0;1,0;-23211,14480;-1786730,1224480","[""(w)"", ""(-2*w+1)"", ""(2*w+1)""]",[],[],0
2.2.8.1-98.1-a8,98.1-a8,98,98.1,a,8,"1,0;0,0;1,0;-11,0;12,0","[""(w)"", ""(-2*w+1)"", ""(2*w+1)""]",[],"[""14.a4"", ""448.g4""]",0
2.2.8.1-98.1-a9,98.1-a9,98,98.1,a,9,"1,0;0,0;1,0;-356,-130;-2038,-2000","[""(w)"", ""(-2*w+1)"", ""(2*w+1)""]",[],[],0
2.2.8.1-98.2-a1,98.2-a1,98,98.2,a,1,"1,1;-1,-1;1,0;43,-36;-643,451","[""(w)"", ""(-2*w+1)""]",[],[],0
2.2.8.1-98.2-a2,98.2-a2,98,98.2,a,2,"1,0;0,1;0,0;-2,0;-2,-1","[""(w)"", ""(-2*w+1)""]",[],[],0
2.2.8.1-98.2-a3,98.2-a3,98,98.2,a,3,"1,0;0,-1;0,1;1,-1;1,-1","[""(w)"", ""(-2*w+1)""]",[],[],0
2.2.8.1-98.2-a4,98.2-a4,98,98.2,a,4,"1,1;-1,0;1,1;21,17;-199,-143","[""(w)"", ""(-2*w+1)""]",[],[],0
2.2.8.1-98.2-b1,98.2-b1,98,98.2,b,1,"1,1;0,-1;1,1;-379,-297;-4136,-3198","[""(w)"", ""(-2*w+1)""]",[],[],0
