lmfdb_label,Clabel,conductor,ainvs
786.d3,786e4,786,"[1, 1, 0, -229, 4165]"
786.d4,786e1,786,"[1, 1, 0, -29, -3]"
786.e1,786c1,786,"[1, 1, 0, 1217, 6622405]"
786.f1,786f2,786,"[1, 0, 1, -145, -580]"
786.f2,786f1,786,"[1, 0, 1, -40, 92]"
786.g1,786h1,786,"[1, 0, 1, -17, 56]"
786.h1,786g1,786,"[1, 0, 1, -103, -406]"
786.i1,786k1,786,"[1, 1, 1, 10, 11]"
786.j1,786j1,786,"[1, 1, 1, -861, 9267]"
786.k1,786i1,786,"[1, 1, 1, -71, -259]"
786.k2,786i2,786,"[1, 1, 1, -31, -499]"
786.l1,786l1,786,"[1, 0, 0, -42, 36]"
786.m1,786m2,786,"[1, 0, 0, -227045, -41659377]"
786.m2,786m1,786,"[1, 0, 0, -2135, 35913]"
790.a1,790a2,790,"[1, 0, 0, -425, 3337]"
790.a2,790a1,790,"[1, 0, 0, -25, 57]"
791.a1,791c3,791,"[1, -1, 1, -4219, -104412]"
791.a2,791c2,791,"[1, -1, 1, -264, -1582]"
791.a3,791c4,791,"[1, -1, 1, -229, -2044]"
791.a4,791c1,791,"[1, -1, 1, -19, -14]"
791.b1,791b2,791,"[1, 0, 1, -603, -5743]"
791.b2,791b1,791,"[1, 0, 1, -38, -93]"
791.c1,791a2,791,"[1, 0, 1, -596, 5541]"
791.c2,791a1,791,"[1, 0, 1, -31, 117]"
792.a1,792g1,792,"[0, 0, 0, -72147, 7458910]"
792.a2,792g2,792,"[0, 0, 0, -71787, 7537030]"
792.b1,792d3,792,"[0, 0, 0, -4251, -106666]"
792.b2,792d2,792,"[0, 0, 0, -291, -1330]"
792.b3,792d1,792,"[0, 0, 0, -111, 434]"
792.b4,792d4,792,"[0, 0, 0, 789, -8890]"
792.c1,792a2,792,"[0, 0, 0, -675, 6318]"
792.c2,792a1,792,"[0, 0, 0, -135, -486]"
792.d1,792c2,792,"[0, 0, 0, -75, -234]"
792.d2,792c1,792,"[0, 0, 0, -15, 18]"
792.e1,792b1,792,"[0, 0, 0, -75, -74]"
792.e2,792b2,792,"[0, 0, 0, 285, -578]"
792.f1,792e3,792,"[0, 0, 0, -6339, -194258]"
792.f2,792e4,792,"[0, 0, 0, -939, 6838]"
792.f3,792e2,792,"[0, 0, 0, -399, -2990]"
792.f4,792e1,792,"[0, 0, 0, 6, -155]"
792.g1,792f1,792,"[0, 0, 0, -36, -108]"
793.a1,793a1,793,"[1, -1, 0, -16, -21]"
793.a2,793a2,793,"[1, -1, 0, -11, -38]"
794.a1,794a1,794,"[1, 0, 1, -3, 2]"
794.b1,794d3,794,"[1, 0, 0, -281373, -57471035]"
794.b2,794d2,794,"[1, 0, 0, -3473, -79127]"
794.b3,794d1,794,"[1, 0, 0, 47, -471]"
794.c1,794c1,794,"[1, 1, 1, 4, -3]"
794.d1,794b1,794,"[1, 0, 0, -57, 161]"
794.d2,794b2,794,"[1, 0, 0, 13, 539]"
795.a1,795b1,795,"[0, -1, 1, -221, -1198]"
795.b1,795c1,795,"[0, 1, 1, -491, 15251]"
795.b2,795c2,795,"[0, 1, 1, 4369, -387400]"
795.c1,795a3,795,"[1, 1, 0, -848, -9867]"
795.c2,795a2,795,"[1, 1, 0, -53, -168]"
795.c3,795a1,795,"[1, 1, 0, -8, 3]"
795.c4,795a4,795,"[1, 1, 0, 22, -513]"
795.d1,795d3,795,"[1, 0, 1, -1429, -20893]"
795.d2,795d4,795,"[1, 0, 1, -779, 8147]"
795.d3,795d2,795,"[1, 0, 1, -104, -223]"
795.d4,795d1,795,"[1, 0, 1, 21, -23]"
797.a1,797a1,797,"[1, 0, 0, 2, 1]"
798.a1,798a2,798,"[1, 1, 0, -150, 648]"
798.a2,798a1,798,"[1, 1, 0, -10, 4]"
798.b1,798c1,798,"[1, 0, 1, -92, 326]"
798.b2,798c2,798,"[1, 0, 1, -22, 830]"
798.c1,798d3,798,"[1, 0, 1, -18152, 939764]"
798.c2,798d2,798,"[1, 0, 1, -1142, 14420]"
798.c3,798d1,798,"[1, 0, 1, -162, -476]"
798.c4,798d4,798,"[1, 0, 1, 188, 46340]"
798.d1,798e6,798,"[1, 0, 1, -9786711, -11785100294]"
798.d2,798e5,798,"[1, 0, 1, -611671, -184179718]"
798.d3,798e4,798,"[1, 0, 1, -120936, -16143626]"
798.d4,798e3,798,"[1, 0, 1, -11176, 13046]"
798.d5,798e2,798,"[1, 0, 1, -7941, 254500]"
798.d6,798e1,798,"[1, 0, 1, -7801, 264524]"
798.e1,798b3,798,"[1, 0, 1, -6280, 191006]"
798.e2,798b2,798,"[1, 0, 1, -400, 2846]"
798.e3,798b1,798,"[1, 0, 1, -80, -226]"
798.e4,798b4,798,"[1, 0, 1, 360, 12574]"
798.f1,798f2,798,"[1, 0, 1, -599, -5686]"
798.f2,798f1,798,"[1, 0, 1, -39, -86]"
798.g1,798g1,798,"[1, 1, 1, -354, -2193]"
798.g2,798g2,798,"[1, 1, 1, 766, -12049]"
798.h1,798h2,798,"[1, 0, 0, -3255, -57879]"
798.h2,798h1,798,"[1, 0, 0, -1015, 11561]"
798.i1,798i3,798,"[1, 0, 0, -1217, -16443]"
798.i2,798i4,798,"[1, 0, 0, -217, 893]"
798.i3,798i2,798,"[1, 0, 0, -77, -255]"
798.i4,798i1,798,"[1, 0, 0, 3, -15]"
799.a1,799b2,799,"[1, 1, 1, -353, -2120]"
799.a2,799b1,799,"[1, 1, 1, -118, 418]"
799.b1,799a2,799,"[1, 1, 1, -251, 1426]"
799.b2,799a1,799,"[1, 1, 1, -16, 16]"
800.a1,800c1,800,"[0, 1, 0, -158, -812]"
800.a2,800c2,800,"[0, 1, 0, -33, -1937]"
800.b1,800i1,800,"[0, -1, 0, -208, 1412]"
800.c1,800f1,800,"[0, -1, 0, -8, -8]"
800.d1,800a2,800,"[0, 0, 0, -275, -1750]"
800.d2,800a3,800,"[0, 0, 0, -275, 1750]"
800.d3,800a1,800,"[0, 0, 0, -25, 0]"
800.d4,800a4,800,"[0, 0, 0, 100, 0]"
800.e1,800h1,800,"[0, 0, 0, -5, 0]"
800.e2,800h2,800,"[0, 0, 0, 20, 0]"
800.f1,800d1,800,"[0, 0, 0, -125, 0]"
800.f2,800d2,800,"[0, 0, 0, 500, 0]"
800.g1,800b1,800,"[0, 1, 0, -8, 8]"
800.h1,800e1,800,"[0, 1, 0, -208, -1412]"
800.i1,800g1,800,"[0, -1, 0, -158, 812]"
800.i2,800g2,800,"[0, -1, 0, -33, 1937]"
801.a1,801b1,801,"[1, -1, 1, -14, -12]"
801.a2,801b2,801,"[1, -1, 1, 31, -102]"
801.b1,801a1,801,"[0, 0, 1, -3972, -169349]"
801.c1,801c1,801,"[0, 0, 1, -30, -90]"
801.c2,801c2,801,"[0, 0, 1, 240, 1233]"
801.d1,801d1,801,"[1, -1, 0, -9, -14]"
802.a1,802b2,802,"[1, 0, 0, -19, 15]"
802.a2,802b1,802,"[1, 0, 0, -9, -11]"
802.b1,802a1,802,"[1, -1, 1, 2, -1]"
804.a1,804c1,804,"[0, -1, 0, -12, 24]"
804.b1,804b1,804,"[0, -1, 0, -1373, -19191]"
804.c1,804a2,804,"[0, -1, 0, -276, -792]"
804.c2,804a1,804,"[0, -1, 0, 59, -122]"
804.d1,804d1,804,"[0, 1, 0, 84, 36]"
805.a1,805c4,805,"[1, -1, 1, -42088, 3333906]"
805.a2,805c3,805,"[1, -1, 1, -5518, -79018]"
805.a3,805c2,805,"[1, -1, 1, -2643, 52082]"
805.a4,805c1,805,"[1, -1, 1, 2, 2356]"
805.b1,805b1,805,"[1, -1, 1, -163, -758]"
805.b2,805b2,805,"[1, -1, 1, -138, -1018]"
805.c1,805a1,805,"[0, -1, 1, 23004, 2393001]"
805.d1,805d1,805,"[0, 0, 1, -13, 49]"
806.a1,806b1,806,"[1, 1, 0, 52, -176]"
806.b1,806a1,806,"[1, 0, 1, -3, 30]"
806.c1,806d1,806,"[1, -1, 1, 318, -2367]"
806.d1,806f1,806,"[1, 1, 1, -14105, 638919]"
806.d2,806f2,806,"[1, 1, 1, 66885, 2264179]"
806.e1,806c1,806,"[1, 0, 0, -97, 361]"
806.f1,806e3,806,"[1, 0, 0, -2293609, -1337178239]"
806.f2,806e2,806,"[1, 0, 0, -25649, -2195479]"
806.f3,806e1,806,"[1, 0, 0, 2511, 39401]"
807.a1,807a2,807,"[0, 1, 1, -409, -3260]"
807.a2,807a1,807,"[0, 1, 1, -49, 115]"
808.a1,808a1,808,"[0, 0, 0, -11, -26]"
808.b1,808b1,808,"[0, -1, 0, -129, -523]"
810.a1,810b2,810,"[1, -1, 0, -339, -4555]"
810.a2,810b1,810,"[1, -1, 0, 36, 120]"
810.b1,810d1,810,"[1, -1, 0, -24, 80]"
810.b2,810d2,810,"[1, -1, 0, 201, -1315]"
810.c1,810a1,810,"[1, -1, 0, -9, 15]"
810.c2,810a2,810,"[1, -1, 0, 66, -100]"
810.d1,810c2,810,"[1, -1, 0, -39489, -3010627]"
810.d2,810c1,810,"[1, -1, 0, -114, -10252]"
810.e1,810h1,810,"[1, -1, 1, -38, 181]"
810.e2,810h2,810,"[1, -1, 1, 322, -3563]"
810.f1,810e2,810,"[1, -1, 1, -83, -323]"
810.f2,810e1,810,"[1, -1, 1, 7, 1]"
810.g1,810f2,810,"[1, -1, 1, -218, -1943]"
810.g2,810f1,810,"[1, -1, 1, 22, 41]"
810.h1,810g1,810,"[1, -1, 1, -4388, 112967]"
810.h2,810g2,810,"[1, -1, 1, -1028, 277831]"
811.a1,811a1,811,"[0, 0, 1, -2, -2]"
812.a1,812b1,812,"[0, -1, 0, -36, 232]"
812.b1,812a1,812,"[0, 0, 0, -40, -124]"
813.a1,813b3,813,"[0, 1, 1, -115243, -15096572]"
813.a2,813b2,813,"[0, 1, 1, -1423, -21113]"
813.a3,813b1,813,"[0, 1, 1, -73, 190]"
813.b1,813a1,813,"[0, 1, 1, -2, -1]"
814.a1,814a2,814,"[1, 0, 1, -50, -828]"
814.a2,814a1,814,"[1, 0, 1, 5, 30]"
814.b1,814b1,814,"[1, -1, 1, -28, 63]"
815.a1,815a2,815,"[0, 1, 1, -985, -12244]"
815.a2,815a1,815,"[0, 1, 1, 15, -69]"
816.a1,816c1,816,"[0, -1, 0, -17, -51]"
816.b1,816h5,816,"[0, -1, 0, -443904, 113984640]"
816.b2,816h3,816,"[0, -1, 0, -27744, 1787904]"
816.b3,816h6,816,"[0, -1, 0, -26304, 1980288]"
816.b4,816h2,816,"[0, -1, 0, -1824, 25344]"
816.b5,816h1,816,"[0, -1, 0, -544, -4352]"
816.b6,816h4,816,"[0, -1, 0, 3616, 142848]"
816.c1,816a1,816,"[0, -1, 0, -48, 144]"
816.c2,816a2,816,"[0, -1, 0, -8, 336]"
816.d1,816e3,816,"[0, -1, 0, -12008, 386928]"
816.d2,816e1,816,"[0, -1, 0, -4088, -99216]"
816.d3,816e2,816,"[0, -1, 0, -3448, -131984]"
816.d4,816e4,816,"[0, -1, 0, 28952, 2418544]"
816.e1,816g1,816,"[0, -1, 0, -5, 9]"
816.f1,816b3,816,"[0, -1, 0, -752, 8160]"
816.f2,816b2,816,"[0, -1, 0, -72, 0]"
816.f3,816b1,816,"[0, -1, 0, -52, -128]"
816.f4,816b4,816,"[0, -1, 0, 288, -288]"
816.g1,816f2,816,"[0, -1, 0, -949, 11581]"
816.g2,816f1,816,"[0, -1, 0, 11, 61]"
816.h1,816j1,816,"[0, 1, 0, -40, -76]"
816.h2,816j2,816,"[0, 1, 0, 120, -396]"
816.i1,816i1,816,"[0, 1, 0, -1621, 24623]"
816.j1,816d1,816,"[0, 1, 0, 511, 1899]"
817.a1,817a1,817,"[0, 1, 1, 1, 6]"
817.b1,817b1,817,"[0, 1, 1, -16649, 821406]"
819.a1,819d1,819,"[0, 0, 1, 22857, 4273542]"
819.b1,819b1,819,"[1, -1, 1, -5, 4]"
819.b2,819b2,819,"[1, -1, 1, 10, 16]"
819.c1,819e3,819,"[0, 0, 1, -1056, 32553]"
819.c2,819e1,819,"[0, 0, 1, -66, -207]"
819.c3,819e2,819,"[0, 0, 1, 114, -1026]"
819.d1,819a1,819,"[1, -1, 0, -42, -73]"
819.d2,819a2,819,"[1, -1, 0, 93, -532]"
819.e1,819f1,819,"[0, 0, 1, -237, -1607]"
819.f1,819c1,819,"[0, 0, 1, 9, -7]"
822.a1,822a1,822,"[1, 1, 0, -3, -9]"
822.b1,822d1,822,"[1, 0, 1, 31, 20]"
822.c1,822b1,822,"[1, 0, 1, -18716, -987046]"
822.c2,822b2,822,"[1, 0, 1, -18556, -1004710]"
822.d1,822c1,822,"[1, 0, 1, -1122, 14548]"
822.d2,822c2,822,"[1, 0, 1, 4143, 72868]"
822.e1,822e3,822,"[1, 0, 0, -5847, -172575]"
822.e2,822e2,822,"[1, 0, 0, -367, -2695]"
822.e3,822e1,822,"[1, 0, 0, -47, 57]"
822.e4,822e4,822,"[1, 0, 0, -7, -7663]"
822.f1,822f1,822,"[1, 0, 0, -4, -4]"
825.a1,825b3,825,"[1, 0, 0, -3663, 84942]"
825.a2,825b2,825,"[1, 0, 0, -288, 567]"
825.a3,825b1,825,"[1, 0, 0, -163, -808]"
825.a4,825b4,825,"[1, 0, 0, 1087, 4692]"
825.b1,825a1,825,"[0, -1, 1, -23, 53]"
825.b2,825a2,825,"[0, -1, 1, 127, 38]"
825.c1,825c1,825,"[0, 1, 1, -583, 5494]"
825.c2,825c2,825,"[0, 1, 1, 3167, 11119]"
826.a1,826a1,826,"[1, 1, 0, 21, -49]"
826.b1,826b1,826,"[1, 1, 0, -136, -672]"
827.a1,827a1,827,"[0, 0, 1, -10, 12]"
828.a1,828b2,828,"[0, 0, 0, -351, 486]"
828.a2,828b1,828,"[0, 0, 0, -216, -1215]"
828.b1,828d2,828,"[0, 0, 0, -165, 997]"
828.b2,828d1,828,"[0, 0, 0, 15, -11]"
828.c1,828c1,828,"[0, 0, 0, -9, -27]"
828.d1,828a2,828,"[0, 0, 0, -39, -18]"
828.d2,828a1,828,"[0, 0, 0, -24, 45]"
829.a1,829a1,829,"[0, 0, 1, -4, -3]"
830.a1,830a2,830,"[1, 0, 1, -838, -9512]"
830.a2,830a1,830,"[1, 0, 1, 37, -62]"
830.b1,830c1,830,"[1, -1, 1, 3, 69]"
830.c1,830b1,830,"[1, 1, 1, -11185, 456015]"
831.a1,831a1,831,"[1, 0, 0, -68, 285]"
832.a1,832j2,832,"[0, 0, 0, -13612, 670672]"
832.a2,832j1,832,"[0, 0, 0, -172, -1328]"
832.b1,832b1,832,"[0, -1, 0, -1, -31]"
832.c1,832e1,832,"[0, -1, 0, -65, -191]"
832.d1,832c3,832,"[0, -1, 0, -29409, -1931423]"
832.d2,832c2,832,"[0, -1, 0, -289, -3679]"
832.d3,832c1,832,"[0, -1, 0, 31, 97]"
832.e1,832d1,832,"[0, 0, 0, -16, -24]"
832.e2,832d2,832,"[0, 0, 0, 4, -80]"
832.f1,832h1,832,"[0, 0, 0, -16, 24]"
832.f2,832h2,832,"[0, 0, 0, 4, 80]"
832.g1,832a1,832,"[0, 1, 0, -1, 31]"
832.h1,832i1,832,"[0, 1, 0, -65, 191]"
832.i1,832g3,832,"[0, 1, 0, -29409, 1931423]"
832.i2,832g2,832,"[0, 1, 0, -289, 3679]"
832.i3,832g1,832,"[0, 1, 0, 31, -97]"
832.j1,832f2,832,"[0, 0, 0, -13612, -670672]"
832.j2,832f1,832,"[0, 0, 0, -172, 1328]"
833.a1,833a3,833,"[1, -1, 1, -4444, 115126]"
833.a2,833a2,833,"[1, -1, 1, -279, 1838]"
833.a3,833a1,833,"[1, -1, 1, -34, -24]"
833.a4,833a4,833,"[1, -1, 1, -34, 4778]"
834.a1,834c1,834,"[1, 0, 1, 0, 10]"
834.b1,834a3,834,"[1, 0, 1, -1493395, 702316526]"
834.b2,834a2,834,"[1, 0, 1, -93715, 10874606]"
834.b3,834a1,834,"[1, 0, 1, -11795, -233746]"
834.b4,834a4,834,"[1, 0, 1, -4755, 30694894]"
834.c1,834b1,834,"[1, 0, 1, -60, -182]"
834.d1,834f1,834,"[1, 1, 1, -1027, 12257]"
834.e1,834e1,834,"[1, 1, 1, 2, -1]"
834.f1,834d1,834,"[1, 1, 1, -8, 5]"
834.f2,834d2,834,"[1, 1, 1, 2, 29]"
834.g1,834g2,834,"[1, 0, 0, -1090, -40504]"
834.g2,834g1,834,"[1, 0, 0, -70, 356]"
836.a1,836a1,836,"[0, -1, 0, -5, -47]"
836.b1,836b2,836,"[0, -1, 0, -52, -120]"
836.b2,836b1,836,"[0, -1, 0, 3, -10]"
840.a1,840a3,840,"[0, -1, 0, -1736, 26796]"
840.a2,840a2,840,"[0, -1, 0, -336, -1764]"
840.a3,840a1,840,"[0, -1, 0, -316, -2060]"
840.a4,840a4,840,"[0, -1, 0, 744, -11700]"
840.b1,840e4,840,"[0, -1, 0, -456, 3900]"
840.b2,840e3,840,"[0, -1, 0, -336, -2244]"
840.b3,840e2,840,"[0, -1, 0, -36, 36]"
840.b4,840e1,840,"[0, -1, 0, 9, 0]"
840.c1,840b3,840,"[0, -1, 0, -3736, -86660]"
840.c2,840b4,840,"[0, -1, 0, -656, 4956]"
840.c3,840b2,840,"[0, -1, 0, -236, -1260]"
840.c4,840b1,840,"[0, -1, 0, 9, -84]"
840.d1,840f5,840,"[0, -1, 0, -10480, -409460]"
840.d2,840f3,840,"[0, -1, 0, -680, -5700]"
840.d3,840f2,840,"[0, -1, 0, -180, 900]"
840.d4,840f1,840,"[0, -1, 0, -175, 952]"
840.d5,840f4,840,"[0, -1, 0, 240, 4092]"
840.d6,840f6,840,"[0, -1, 0, 1120, -32340]"
840.e1,840c3,840,"[0, -1, 0, -2240, -40068]"
840.e2,840c2,840,"[0, -1, 0, -140, -588]"
840.e3,840c4,840,"[0, -1, 0, -40, -1508]"
840.e4,840c1,840,"[0, -1, 0, -15, 12]"
840.f1,840g5,840,"[0, -1, 0, -24400, -1458548]"
840.f2,840g3,840,"[0, -1, 0, -1720, -16100]"
840.f3,840g2,840,"[0, -1, 0, -740, 7812]"
840.f4,840g1,840,"[0, -1, 0, -735, 7920]"
840.f5,840g4,840,"[0, -1, 0, 160, 24732]"
840.f6,840g6,840,"[0, -1, 0, 5280, -119700]"
840.g1,840h3,840,"[0, 1, 0, -2896, 59024]"
840.g2,840h2,840,"[0, 1, 0, -196, 704]"
840.g3,840h1,840,"[0, 1, 0, -71, -246]"
840.g4,840h4,840,"[0, 1, 0, 504, 5184]"
840.h1,840d3,840,"[0, 1, 0, -202616, 34012320]"
840.h2,840d2,840,"[0, 1, 0, -31116, -1385280]"
840.h3,840d1,840,"[0, 1, 0, -27991, -1811530]"
840.h4,840d4,840,"[0, 1, 0, 90384, -9452880]"
840.i1,840i3,840,"[0, 1, 0, -656, 6240]"
840.i2,840i2,840,"[0, 1, 0, -56, 0]"
840.i3,840i1,840,"[0, 1, 0, -36, -96]"
840.i4,840i4,840,"[0, 1, 0, 224, 224]"
840.j1,840j4,840,"[0, 1, 0, -6720, 209808]"
840.j2,840j5,840,"[0, 1, 0, -6480, -202272]"
840.j3,840j3,840,"[0, 1, 0, -600, 0]"
840.j4,840j2,840,"[0, 1, 0, -420, 3168]"
840.j5,840j1,840,"[0, 1, 0, -15, 90]"
840.j6,840j6,840,"[0, 1, 0, 2400, 2400]"
842.a1,842a1,842,"[1, 0, 1, -10, -12]"
842.b1,842b1,842,"[1, 0, 0, -59, 145]"
843.a1,843a1,843,"[1, 1, 0, 5, 4]"
845.a1,845a1,845,"[1, 0, 1, -173, 171]"
845.a2,845a2,845,"[1, 0, 1, 672, 1523]"
846.a1,846c4,846,"[1, -1, 0, -31518, 2160364]"
846.a2,846c3,846,"[1, -1, 0, -19278, -1012100]"
846.a3,846c2,846,"[1, -1, 0, -2358, 20020]"
846.a4,846c1,846,"[1, -1, 0, 522, 2164]"
846.b1,846b2,846,"[1, -1, 0, -87, 323]"
846.b2,846b1,846,"[1, -1, 0, 3, 17]"
846.c1,846a2,846,"[1, -1, 0, -2295, -41747]"
846.c2,846a1,846,"[1, -1, 0, -135, -707]"
847.a1,847c2,847,"[1, 1, 1, -6234, -177484]"
847.a2,847c1,847,"[1, 1, 1, 421, -12440]"
847.b1,847b1,847,"[0, 0, 1, 242, -333]"
847.c1,847a1,847,"[0, 1, 1, -10809, -436166]"
847.c2,847a2,847,"[0, 1, 1, -5969, -822761]"
847.c3,847a3,847,"[0, 1, 1, 53321, 21262764]"
848.a1,848g1,848,"[0, 1, 0, -440, 3412]"
848.b1,848d2,848,"[0, 1, 0, -17, 22]"
848.b2,848d1,848,"[0, 1, 0, -12, 40]"
848.c1,848b2,848,"[0, -1, 0, -393648, 95194048]"
848.c2,848b1,848,"[0, -1, 0, -4528, 150464]"
848.d1,848a1,848,"[0, 1, 0, -120, -556]"
848.e1,848f1,848,"[0, 1, 0, -4, -8]"
848.f1,848c2,848,"[0, -1, 0, -144, 1856]"
848.f2,848c1,848,"[0, -1, 0, 16, -64]"
848.g1,848e1,848,"[0, 0, 0, 5, -22]"
849.a1,849a1,849,"[1, 1, 1, 5, -4]"
850.a1,850e1,850,"[1, -1, 0, 8, 16]"
850.b1,850a2,850,"[1, 1, 0, -166025, -26946875]"
850.b2,850a1,850,"[1, 1, 0, 9975, -114875]"
850.c1,850d1,850,"[1, 0, 1, 33924, -387702]"
850.d1,850c1,850,"[1, 0, 1, -451, 4798]"
850.e1,850b4,850,"[1, 1, 0, -2825, -41125]"
850.e2,850b3,850,"[1, 1, 0, -2575, -51375]"
850.e3,850b2,850,"[1, 1, 0, -1075, 13125]"
850.e4,850b1,850,"[1, 1, 0, -75, 125]"
850.f1,850j1,850,"[1, -1, 1, -255, -1503]"
850.g1,850k1,850,"[1, 1, 1, -63, 781]"
850.g2,850k2,850,"[1, 1, 1, 562, -20469]"
850.h1,850l1,850,"[1, 1, 1, -18, 31]"
850.i1,850f1,850,"[1, 1, 1, 1357, -2559]"
850.j1,850h3,850,"[1, 1, 1, -104213, -2590469]"
850.j2,850h1,850,"[1, 1, 1, -63838, 6181531]"
850.j3,850h2,850,"[1, 1, 1, -61838, 6589531]"
850.j4,850h4,850,"[1, 1, 1, 407787, -19998469]"
850.k1,850g1,850,"[1, 1, 1, -188, 781]"
850.k2,850g2,850,"[1, 1, 1, 312, 4781]"
850.l1,850i1,850,"[1, -1, 1, 195, 2197]"
851.a1,851a1,851,"[0, 1, 1, -28, 48]"
854.a1,854a1,854,"[1, 0, 1, -722, 7396]"
854.b1,854b3,854,"[1, 0, 1, -56176, -5122754]"
854.b2,854b2,854,"[1, 0, 1, -2801, 49924]"
854.b3,854b1,854,"[1, 0, 1, -2706, 53940]"
854.c1,854d1,854,"[1, 1, 1, -399, 1237]"
854.d1,854c1,854,"[1, 1, 1, -13, 3]"
855.a1,855a4,855,"[1, -1, 1, -54068, 4852482]"
855.a2,855a3,855,"[1, -1, 1, -11138, -363594]"
855.a3,855a2,855,"[1, -1, 1, -3443, 73482]"
855.a4,855a1,855,"[1, -1, 1, 202, 4956]"
855.b1,855b2,855,"[1, -1, 1, -842, 9366]"
855.b2,855b1,855,"[1, -1, 1, 13, 474]"
855.c1,855c2,855,"[1, -1, 0, -684, 513]"
855.c2,855c1,855,"[1, -1, 0, 171, 0]"
856.a1,856c1,856,"[0, -1, 0, -28, 68]"
856.b1,856b1,856,"[0, 1, 0, 0, -16]"
856.c1,856a1,856,"[0, 1, 0, -3, 2]"
856.d1,856d1,856,"[0, -1, 0, -432, -3316]"
858.a1,858a3,858,"[1, 1, 0, -4994, -137940]"
858.a2,858a4,858,"[1, 1, 0, -754, 4732]"
858.a3,858a2,858,"[1, 1, 0, -314, -2220]"
858.a4,858a1,858,"[1, 1, 0, 6, -108]"
858.b1,858c2,858,"[1, 0, 1, -117, -494]"
858.b2,858c1,858,"[1, 0, 1, -7, -10]"
858.c1,858b4,858,"[1, 0, 1, -65176, -6409114]"
858.c2,858b3,858,"[1, 0, 1, -3736, -117658]"
858.c3,858b2,858,"[1, 0, 1, -1801, 16604]"
858.c4,858b1,858,"[1, 0, 1, 359, 1916]"
858.d1,858d1,858,"[1, 0, 1, -103987, 12897998]"
858.d2,858d2,858,"[1, 0, 1, -80722, 18827108]"
858.e1,858f1,858,"[1, 1, 1, -572, 118685]"
858.f1,858h4,858,"[1, 1, 1, -41184, 3199767]"
858.f2,858h3,858,"[1, 1, 1, -2684, 44615]"
858.f3,858h2,858,"[1, 1, 1, -2574, 49191]"
858.f4,858h1,858,"[1, 1, 1, -154, 791]"
858.g1,858g1,858,"[1, 1, 1, -46, 107]"
858.h1,858e3,858,"[1, 1, 1, -13267, -589879]"
858.h2,858e2,858,"[1, 1, 1, -1387, 4121]"
858.h3,858e1,858,"[1, 1, 1, -1067, 12953]"
858.h4,858e4,858,"[1, 1, 1, 5373, 39273]"
858.i1,858i2,858,"[1, 1, 1, -36861, -2739309]"
858.i2,858i1,858,"[1, 1, 1, -2301, -43629]"
858.j1,858j2,858,"[1, 0, 0, -617, -5961]"
858.j2,858j1,858,"[1, 0, 0, 13, -39]"
858.k1,858k1,858,"[1, 0, 0, -5774401, 5346023177]"
858.k2,858k2,858,"[1, 0, 0, 16353089, -335543012233]"
858.l1,858l2,858,"[1, 0, 0, -7372, -243952]"
858.l2,858l1,858,"[1, 0, 0, -332, -6000]"
858.m1,858m2,858,"[1, 0, 0, -61, -187]"
858.m2,858m1,858,"[1, 0, 0, -1, -7]"
861.a1,861a3,861,"[1, 1, 1, -657, -6756]"
861.a2,861a4,861,"[1, 1, 1, -147, 516]"
861.a3,861a2,861,"[1, 1, 1, -42, -114]"
861.a4,861a1,861,"[1, 1, 1, 3, -6]"
861.b1,861d1,861,"[1, 0, 0, -7, 14]"
861.c1,861c1,861,"[1, 0, 0, 2941, 18606]"
861.d1,861b1,861,"[1, 0, 1, 706, -64375]"
862.a1,862b1,862,"[1, -1, 0, -70, 244]"
862.b1,862a1,862,"[1, 0, 1, 1, -2]"
862.c1,862f1,862,"[1, 1, 1, -2, 15]"
862.d1,862e1,862,"[1, 1, 1, -2460, 45949]"
862.d2,862e2,862,"[1, 1, 1, 15380, -102531]"
862.e1,862c2,862,"[1, -1, 1, -34, -39]"
862.e2,862c1,862,"[1, -1, 1, 6, -7]"
862.f1,862d2,862,"[1, 0, 0, -72, -1744]"
862.f2,862d1,862,"[1, 0, 0, 8, 64]"
864.a1,864i1,864,"[0, 0, 0, -216, -1296]"
864.b1,864k1,864,"[0, 0, 0, 24, 16]"
864.c1,864c1,864,"[0, 0, 0, 24, -16]"
864.d1,864l1,864,"[0, 0, 0, -216, 1296]"
864.e1,864a1,864,"[0, 0, 0, -3, 6]"
864.f1,864d1,864,"[0, 0, 0, -3, -6]"
864.g1,864j1,864,"[0, 0, 0, -27, -162]"
864.h1,864g1,864,"[0, 0, 0, -27, 162]"
864.i1,864b1,864,"[0, 0, 0, -24, 48]"
864.j1,864e1,864,"[0, 0, 0, 216, -432]"
864.k1,864h1,864,"[0, 0, 0, 216, 432]"
864.l1,864f1,864,"[0, 0, 0, -24, -48]"
866.a1,866a1,866,"[1, 0, 0, -8, 64]"
866.a2,866a2,866,"[1, 0, 0, 72, -1712]"
867.a1,867b1,867,"[1, 1, 1, -23, 20]"
867.a2,867b2,867,"[1, 1, 1, 62, 224]"
867.b1,867d1,867,"[1, 0, 0, -6653, 145704]"
867.b2,867d2,867,"[1, 0, 0, 17912, 976001]"
867.c1,867a2,867,"[0, -1, 1, -17147, -859018]"
867.c2,867a1,867,"[0, -1, 1, 193, -5023]"
867.d1,867c2,867,"[0, -1, 1, -244012, -46313805]"
