lmfdb_label,Clabel,conductor,ainvs
11.a1,11a2,11,"[0, -1, 1, -7820, -263580]"
11.a2,11a1,11,"[0, -1, 1, -10, -20]"
11.a3,11a3,11,"[0, -1, 1, 0, 0]"
14.a1,14a5,14,"[1, 0, 1, -2731, -55146]"
14.a2,14a3,14,"[1, 0, 1, -171, -874]"
14.a3,14a2,14,"[1, 0, 1, -36, -70]"
14.a4,14a6,14,"[1, 0, 1, -11, 12]"
14.a5,14a4,14,"[1, 0, 1, -1, 0]"
14.a6,14a1,14,"[1, 0, 1, 4, -6]"
15.a1,15a5,15,"[1, 1, 1, -2160, -39540]"
15.a2,15a2,15,"[1, 1, 1, -135, -660]"
15.a3,15a6,15,"[1, 1, 1, -110, -880]"
15.a4,15a7,15,"[1, 1, 1, -80, 242]"
15.a5,15a1,15,"[1, 1, 1, -10, -10]"
15.a6,15a3,15,"[1, 1, 1, -5, 2]"
15.a7,15a8,15,"[1, 1, 1, 0, 0]"
15.a8,15a4,15,"[1, 1, 1, 35, -28]"
17.a1,17a3,17,"[1, -1, 1, -91, -310]"
17.a2,17a2,17,"[1, -1, 1, -6, -4]"
17.a3,17a1,17,"[1, -1, 1, -1, -14]"
17.a4,17a4,17,"[1, -1, 1, -1, 0]"
19.a1,19a2,19,"[0, 1, 1, -769, -8470]"
19.a2,19a1,19,"[0, 1, 1, -9, -15]"
19.a3,19a3,19,"[0, 1, 1, 1, 0]"
20.a1,20a4,20,"[0, 1, 0, -41, -116]"
20.a2,20a3,20,"[0, 1, 0, -36, -140]"
20.a3,20a2,20,"[0, 1, 0, -1, 0]"
20.a4,20a1,20,"[0, 1, 0, 4, 4]"
21.a1,21a5,21,"[1, 0, 0, -784, -8515]"
21.a2,21a2,21,"[1, 0, 0, -49, -136]"
21.a3,21a3,21,"[1, 0, 0, -39, 90]"
21.a4,21a6,21,"[1, 0, 0, -34, -217]"
21.a5,21a1,21,"[1, 0, 0, -4, -1]"
21.a6,21a4,21,"[1, 0, 0, 1, 0]"
24.a1,24a5,24,"[0, -1, 0, -384, -2772]"
24.a2,24a3,24,"[0, -1, 0, -64, 220]"
24.a3,24a2,24,"[0, -1, 0, -24, -36]"
24.a4,24a1,24,"[0, -1, 0, -4, 4]"
24.a5,24a4,24,"[0, -1, 0, 1, 0]"
24.a6,24a6,24,"[0, -1, 0, 16, -180]"
26.a1,26a2,26,"[1, 0, 1, -460, -3830]"
26.a2,26a1,26,"[1, 0, 1, -5, -8]"
26.a3,26a3,26,"[1, 0, 1, 0, 0]"
26.b1,26b2,26,"[1, -1, 1, -213, -1257]"
26.b2,26b1,26,"[1, -1, 1, -3, 3]"
27.a1,27a2,27,"[0, 0, 1, -270, -1708]"
27.a2,27a4,27,"[0, 0, 1, -30, 63]"
27.a3,27a1,27,"[0, 0, 1, 0, -7]"
27.a4,27a3,27,"[0, 0, 1, 0, 0]"
30.a1,30a7,30,"[1, 0, 1, -5334, -150368]"
30.a2,30a8,30,"[1, 0, 1, -454, -544]"
30.a3,30a6,30,"[1, 0, 1, -334, -2368]"
30.a4,30a5,30,"[1, 0, 1, -289, 1862]"
30.a5,30a4,30,"[1, 0, 1, -69, -194]"
30.a6,30a2,30,"[1, 0, 1, -19, 26]"
30.a7,30a3,30,"[1, 0, 1, -14, -64]"
30.a8,30a1,30,"[1, 0, 1, 1, 2]"
32.a1,32a3,32,"[0, 0, 0, -11, -14]"
32.a2,32a4,32,"[0, 0, 0, -11, 14]"
32.a3,32a2,32,"[0, 0, 0, -1, 0]"
32.a4,32a1,32,"[0, 0, 0, 4, 0]"
33.a1,33a3,33,"[1, 1, 0, -146, 621]"
33.a2,33a1,33,"[1, 1, 0, -11, 0]"
33.a3,33a2,33,"[1, 1, 0, -6, -9]"
33.a4,33a4,33,"[1, 1, 0, 44, 55]"
34.a1,34a4,34,"[1, 0, 0, -113, -329]"
34.a2,34a3,34,"[1, 0, 0, -103, -411]"
34.a3,34a2,34,"[1, 0, 0, -43, 105]"
34.a4,34a1,34,"[1, 0, 0, -3, 1]"
35.a1,35a2,35,"[0, 1, 1, -131, -650]"
35.a2,35a3,35,"[0, 1, 1, -1, 0]"
35.a3,35a1,35,"[0, 1, 1, 9, 1]"
36.a1,36a4,36,"[0, 0, 0, -135, -594]"
36.a2,36a2,36,"[0, 0, 0, -15, 22]"
36.a3,36a3,36,"[0, 0, 0, 0, -27]"
36.a4,36a1,36,"[0, 0, 0, 0, 1]"
37.a1,37a1,37,"[0, 0, 1, -1, 0]"
37.b1,37b2,37,"[0, 1, 1, -1873, -31833]"
37.b2,37b1,37,"[0, 1, 1, -23, -50]"
37.b3,37b3,37,"[0, 1, 1, -3, 1]"
38.a1,38a2,38,"[1, 0, 1, -86, -2456]"
38.a2,38a3,38,"[1, 0, 1, -16, 22]"
38.a3,38a1,38,"[1, 0, 1, 9, 90]"
38.b1,38b2,38,"[1, 1, 1, -70, -279]"
38.b2,38b1,38,"[1, 1, 1, 0, 1]"
39.a1,39a2,39,"[1, 1, 0, -69, -252]"
39.a2,39a3,39,"[1, 1, 0, -19, 22]"
39.a3,39a1,39,"[1, 1, 0, -4, -5]"
39.a4,39a4,39,"[1, 1, 0, 1, 0]"
40.a1,40a2,40,"[0, 0, 0, -107, -426]"
40.a2,40a1,40,"[0, 0, 0, -7, -6]"
40.a3,40a3,40,"[0, 0, 0, -2, 1]"
40.a4,40a4,40,"[0, 0, 0, 13, -34]"
42.a1,42a4,42,"[1, 1, 1, -1344, 18405]"
42.a2,42a5,42,"[1, 1, 1, -914, -10915]"
42.a3,42a3,42,"[1, 1, 1, -104, 101]"
42.a4,42a2,42,"[1, 1, 1, -84, 261]"
42.a5,42a1,42,"[1, 1, 1, -4, 5]"
42.a6,42a6,42,"[1, 1, 1, 386, 1277]"
43.a1,43a1,43,"[0, 1, 1, 0, 0]"
44.a1,44a2,44,"[0, 1, 0, -77, -289]"
44.a2,44a1,44,"[0, 1, 0, 3, -1]"
45.a1,45a7,45,"[1, -1, 0, -19440, 1048135]"
45.a2,45a5,45,"[1, -1, 0, -1215, 16600]"
45.a3,45a8,45,"[1, -1, 0, -990, 22765]"
45.a4,45a3,45,"[1, -1, 0, -720, -7259]"
45.a5,45a4,45,"[1, -1, 0, -90, 175]"
45.a6,45a2,45,"[1, -1, 0, -45, -104]"
45.a7,45a1,45,"[1, -1, 0, 0, -5]"
45.a8,45a6,45,"[1, -1, 0, 315, 1066]"
46.a1,46a2,46,"[1, -1, 0, -170, -812]"
46.a2,46a1,46,"[1, -1, 0, -10, -12]"
48.a1,48a5,48,"[0, 1, 0, -384, 2772]"
48.a2,48a2,48,"[0, 1, 0, -64, -220]"
48.a3,48a3,48,"[0, 1, 0, -24, 36]"
48.a4,48a1,48,"[0, 1, 0, -4, -4]"
48.a5,48a4,48,"[0, 1, 0, 1, 0]"
48.a6,48a6,48,"[0, 1, 0, 16, 180]"
49.a1,49a4,49,"[1, -1, 0, -1822, 30393]"
49.a2,49a3,49,"[1, -1, 0, -107, 552]"
49.a3,49a2,49,"[1, -1, 0, -37, -78]"
49.a4,49a1,49,"[1, -1, 0, -2, -1]"
50.a1,50a2,50,"[1, 0, 1, -126, -552]"
50.a2,50a3,50,"[1, 0, 1, -76, 298]"
50.a3,50a1,50,"[1, 0, 1, -1, -2]"
50.a4,50a4,50,"[1, 0, 1, 549, -2202]"
50.b1,50b4,50,"[1, 1, 1, -3138, -68969]"
50.b2,50b3,50,"[1, 1, 1, -13, -219]"
50.b3,50b1,50,"[1, 1, 1, -3, 1]"
50.b4,50b2,50,"[1, 1, 1, 22, -9]"
51.a1,51a2,51,"[0, 1, 1, -59, -196]"
51.a2,51a1,51,"[0, 1, 1, 1, -1]"
52.a1,52a2,52,"[0, 0, 0, -4, -3]"
52.a2,52a1,52,"[0, 0, 0, 1, -10]"
53.a1,53a1,53,"[1, -1, 1, 0, 0]"
54.a1,54a2,54,"[1, -1, 0, -123, -667]"
54.a2,54a3,54,"[1, -1, 0, -3, 3]"
54.a3,54a1,54,"[1, -1, 0, 12, 8]"
54.b1,54b2,54,"[1, -1, 1, -29, -53]"
54.b2,54b3,54,"[1, -1, 1, -14, 29]"
54.b3,54b1,54,"[1, -1, 1, 1, -1]"
55.a1,55a3,55,"[1, -1, 0, -59, 190]"
55.a2,55a2,55,"[1, -1, 0, -29, -52]"
55.a3,55a1,55,"[1, -1, 0, -4, 3]"
55.a4,55a4,55,"[1, -1, 0, 1, 0]"
56.a1,56a4,56,"[0, 0, 0, -299, 1990]"
56.a2,56a3,56,"[0, 0, 0, -59, -138]"
56.a3,56a2,56,"[0, 0, 0, -19, 30]"
56.a4,56a1,56,"[0, 0, 0, 1, 2]"
56.b1,56b2,56,"[0, -1, 0, -40, -84]"
56.b2,56b1,56,"[0, -1, 0, 0, -4]"
57.a1,57a1,57,"[0, -1, 1, -2, 2]"
57.b1,57c2,57,"[0, 1, 1, -4390, -113432]"
57.b2,57c1,57,"[0, 1, 1, 20, -32]"
57.c1,57b3,57,"[1, 0, 1, -102, 385]"
57.c2,57b1,57,"[1, 0, 1, -7, 5]"
57.c3,57b2,57,"[1, 0, 1, -2, -1]"
57.c4,57b4,57,"[1, 0, 1, 8, 29]"
58.a1,58a1,58,"[1, -1, 0, -1, 1]"
58.b1,58b2,58,"[1, 1, 1, -455, -3951]"
58.b2,58b1,58,"[1, 1, 1, 5, 9]"
61.a1,61a1,61,"[1, 0, 0, -2, 1]"
62.a1,62a4,62,"[1, -1, 1, -331, 2397]"
62.a2,62a3,62,"[1, -1, 1, -31, 5]"
62.a3,62a2,62,"[1, -1, 1, -21, 41]"
62.a4,62a1,62,"[1, -1, 1, -1, 1]"
63.a1,63a5,63,"[1, -1, 0, -7056, 229905]"
63.a2,63a4,63,"[1, -1, 0, -441, 3672]"
63.a3,63a3,63,"[1, -1, 0, -351, -2430]"
63.a4,63a6,63,"[1, -1, 0, -306, 5859]"
63.a5,63a2,63,"[1, -1, 0, -36, 27]"
63.a6,63a1,63,"[1, -1, 0, 9, 0]"
64.a1,64a2,64,"[0, 0, 0, -44, -112]"
64.a2,64a3,64,"[0, 0, 0, -44, 112]"
64.a3,64a1,64,"[0, 0, 0, -4, 0]"
64.a4,64a4,64,"[0, 0, 0, 1, 0]"
65.a1,65a1,65,"[1, 0, 0, -1, 0]"
65.a2,65a2,65,"[1, 0, 0, 4, 1]"
66.a1,66a3,66,"[1, 0, 1, -81, -284]"
66.a2,66a4,66,"[1, 0, 1, -41, -556]"
66.a3,66a1,66,"[1, 0, 1, -6, 4]"
66.a4,66a2,66,"[1, 0, 1, 4, 20]"
66.b1,66b3,66,"[1, 1, 1, -352, -2689]"
66.b2,66b2,66,"[1, 1, 1, -22, -49]"
66.b3,66b4,66,"[1, 1, 1, -12, -81]"
66.b4,66b1,66,"[1, 1, 1, -2, -1]"
66.c1,66c3,66,"[1, 0, 0, -10065, -389499]"
66.c2,66c4,66,"[1, 0, 0, -10055, -390309]"
66.c3,66c1,66,"[1, 0, 0, -45, 81]"
66.c4,66c2,66,"[1, 0, 0, 115, 561]"
67.a1,67a1,67,"[0, 1, 1, -12, -21]"
69.a1,69a2,69,"[1, 0, 1, -16, -25]"
69.a2,69a1,69,"[1, 0, 1, -1, -1]"
70.a1,70a3,70,"[1, -1, 1, -268, -1619]"
70.a2,70a4,70,"[1, -1, 1, -88, 317]"
70.a3,70a2,70,"[1, -1, 1, -18, -19]"
70.a4,70a1,70,"[1, -1, 1, 2, -3]"
72.a1,72a5,72,"[0, 0, 0, -3459, 78302]"
72.a2,72a3,72,"[0, 0, 0, -579, -5362]"
72.a3,72a4,72,"[0, 0, 0, -219, 1190]"
72.a4,72a2,72,"[0, 0, 0, -39, -70]"
72.a5,72a1,72,"[0, 0, 0, 6, -7]"
72.a6,72a6,72,"[0, 0, 0, 141, 4718]"
73.a1,73a2,73,"[1, -1, 0, -1, 0]"
73.a2,73a1,73,"[1, -1, 0, 4, -3]"
75.a1,75c2,75,"[0, 1, 1, -208, -1256]"
75.a2,75c1,75,"[0, 1, 1, 2, 4]"
75.b1,75b7,75,"[1, 0, 1, -54001, -4834477]"
75.b2,75b5,75,"[1, 0, 1, -3376, -75727]"
75.b3,75b8,75,"[1, 0, 1, -2751, -104477]"
75.b4,75b4,75,"[1, 0, 1, -2001, 34273]"
75.b5,75b3,75,"[1, 0, 1, -251, -727]"
75.b6,75b2,75,"[1, 0, 1, -126, 523]"
75.b7,75b1,75,"[1, 0, 1, -1, 23]"
75.b8,75b6,75,"[1, 0, 1, 874, -5227]"
75.c1,75a1,75,"[0, -1, 1, -8, -7]"
75.c2,75a2,75,"[0, -1, 1, 42, 443]"
76.a1,76a1,76,"[0, -1, 0, -21, -31]"
77.a1,77a1,77,"[0, 0, 1, 2, 0]"
77.b1,77b3,77,"[0, 1, 1, -89, 295]"
77.b2,77b1,77,"[0, 1, 1, -49, 600]"
77.b3,77b2,77,"[0, 1, 1, 441, -15815]"
77.c1,77c2,77,"[1, 1, 0, -51, 110]"
77.c2,77c1,77,"[1, 1, 0, 4, 11]"
78.a1,78a4,78,"[1, 1, 0, -20739, 1140957]"
78.a2,78a3,78,"[1, 1, 0, -2339, -15747]"
78.a3,78a2,78,"[1, 1, 0, -1299, 17325]"
78.a4,78a1,78,"[1, 1, 0, -19, 685]"
79.a1,79a1,79,"[1, 1, 1, -2, 0]"
80.a1,80a3,80,"[0, 0, 0, -107, 426]"
80.a2,80a1,80,"[0, 0, 0, -7, 6]"
80.a3,80a2,80,"[0, 0, 0, -2, -1]"
80.a4,80a4,80,"[0, 0, 0, 13, 34]"
80.b1,80b4,80,"[0, -1, 0, -41, 116]"
80.b2,80b3,80,"[0, -1, 0, -36, 140]"
80.b3,80b2,80,"[0, -1, 0, -1, 0]"
80.b4,80b1,80,"[0, -1, 0, 4, -4]"
82.a1,82a2,82,"[1, 0, 1, -12, -16]"
82.a2,82a1,82,"[1, 0, 1, -2, 0]"
83.a1,83a1,83,"[1, 1, 1, 1, 0]"
84.a1,84b2,84,"[0, -1, 0, -36, -72]"
84.a2,84b1,84,"[0, -1, 0, -1, -2]"
84.b1,84a4,84,"[0, 1, 0, -1828, -30700]"
84.b2,84a3,84,"[0, 1, 0, -113, -516]"
84.b3,84a2,84,"[0, 1, 0, -28, -28]"
84.b4,84a1,84,"[0, 1, 0, 7, 0]"
85.a1,85a1,85,"[1, 1, 0, -8, -13]"
85.a2,85a2,85,"[1, 1, 0, -3, -22]"
88.a1,88a1,88,"[0, 0, 0, -4, 4]"
89.a1,89a1,89,"[1, 1, 1, -1, 0]"
89.b1,89b2,89,"[1, 1, 0, -1, 0]"
89.b2,89b1,89,"[1, 1, 0, 4, 5]"
90.a1,90a4,90,"[1, -1, 0, -1149, -14707]"
90.a2,90a3,90,"[1, -1, 0, -69, -235]"
90.a3,90a2,90,"[1, -1, 0, -24, 18]"
90.a4,90a1,90,"[1, -1, 0, 6, 0]"
90.b1,90b4,90,"[1, -1, 1, -218, -269]"
90.b2,90b2,90,"[1, -1, 1, -128, 587]"
90.b3,90b1,90,"[1, -1, 1, -8, 11]"
90.b4,90b3,90,"[1, -1, 1, 52, -53]"
90.c1,90c8,90,"[1, -1, 1, -48002, 4059929]"
90.c2,90c7,90,"[1, -1, 1, -4082, 14681]"
90.c3,90c6,90,"[1, -1, 1, -3002, 63929]"
90.c4,90c4,90,"[1, -1, 1, -2597, -50281]"
90.c5,90c5,90,"[1, -1, 1, -617, 5231]"
90.c6,90c2,90,"[1, -1, 1, -167, -709]"
90.c7,90c3,90,"[1, -1, 1, -122, 1721]"
90.c8,90c1,90,"[1, -1, 1, 13, -61]"
91.a1,91a1,91,"[0, 0, 1, 1, 0]"
91.b1,91b3,91,"[0, 1, 1, -117, -1245]"
91.b2,91b1,91,"[0, 1, 1, -7, 5]"
91.b3,91b2,91,"[0, 1, 1, 13, 42]"
92.a1,92b1,92,"[0, 0, 0, -1, 1]"
92.b1,92a2,92,"[0, 1, 0, -18, -43]"
92.b2,92a1,92,"[0, 1, 0, 2, 1]"
94.a1,94a2,94,"[1, -1, 1, -10, -9]"
94.a2,94a1,94,"[1, -1, 1, 0, -1]"
96.a1,96b2,96,"[0, -1, 0, -32, -60]"
96.a2,96b3,96,"[0, -1, 0, -17, 33]"
96.a3,96b1,96,"[0, -1, 0, -2, 0]"
96.a4,96b4,96,"[0, -1, 0, 8, -8]"
96.b1,96a3,96,"[0, 1, 0, -32, 60]"
96.b2,96a2,96,"[0, 1, 0, -17, -33]"
96.b3,96a1,96,"[0, 1, 0, -2, 0]"
96.b4,96a4,96,"[0, 1, 0, 8, 8]"
98.a1,98a6,98,"[1, 1, 0, -133795, 18781197]"
98.a2,98a5,98,"[1, 1, 0, -8355, 291341]"
98.a3,98a4,98,"[1, 1, 0, -1740, 22184]"
98.a4,98a2,98,"[1, 1, 0, -515, -4717]"
98.a5,98a1,98,"[1, 1, 0, -25, -111]"
98.a6,98a3,98,"[1, 1, 0, 220, 2192]"
99.a1,99a2,99,"[1, -1, 1, -17, 30]"
99.a2,99a1,99,"[1, -1, 1, -2, 0]"
99.b1,99b3,99,"[1, -1, 1, -1319, -18084]"
99.b2,99b2,99,"[1, -1, 1, -104, -102]"
99.b3,99b1,99,"[1, -1, 1, -59, 186]"
99.b4,99b4,99,"[1, -1, 1, 391, -1092]"
99.c1,99c2,99,"[1, -1, 0, -150, -667]"
99.c2,99c1,99,"[1, -1, 0, -15, 8]"
99.d1,99d3,99,"[0, 0, 1, -70383, 7187035]"
99.d2,99d2,99,"[0, 0, 1, -93, 625]"
99.d3,99d1,99,"[0, 0, 1, -3, -5]"
100.a1,100a3,100,"[0, -1, 0, -1033, -12438]"
100.a2,100a4,100,"[0, -1, 0, -908, -15688]"
100.a3,100a1,100,"[0, -1, 0, -33, 62]"
100.a4,100a2,100,"[0, -1, 0, 92, 312]"
101.a1,101a1,101,"[0, 1, 1, -1, -1]"
102.a1,102a1,102,"[1, 1, 0, -2, 0]"
102.a2,102a2,102,"[1, 1, 0, 8, 10]"
102.b1,102c3,102,"[1, 0, 1, -751, -6046]"
102.b2,102c1,102,"[1, 0, 1, -256, 1550]"
102.b3,102c2,102,"[1, 0, 1, -216, 2062]"
102.b4,102c4,102,"[1, 0, 1, 1809, -37790]"
102.c1,102b5,102,"[1, 0, 0, -27744, -1781010]"
102.c2,102b3,102,"[1, 0, 0, -1734, -27936]"
102.c3,102b6,102,"[1, 0, 0, -1644, -30942]"
102.c4,102b2,102,"[1, 0, 0, -114, -396]"
102.c5,102b1,102,"[1, 0, 0, -34, 68]"
102.c6,102b4,102,"[1, 0, 0, 226, -2232]"
104.a1,104a1,104,"[0, 1, 0, -16, -32]"
105.a1,105a3,105,"[1, 0, 1, -113, -469]"
105.a2,105a2,105,"[1, 0, 1, -8, -7]"
105.a3,105a1,105,"[1, 0, 1, -3, 1]"
105.a4,105a4,105,"[1, 0, 1, 17, -37]"
106.a1,106b1,106,"[1, 1, 0, -7, 5]"
106.b1,106d1,106,"[1, 1, 0, -27, -67]"
106.c1,106a2,106,"[1, 0, 0, -9, -29]"
106.c2,106a1,106,"[1, 0, 0, 1, 1]"
106.d1,106c2,106,"[1, 0, 0, -24603, -1487407]"
106.d2,106c1,106,"[1, 0, 0, -283, -2351]"
108.a1,108a2,108,"[0, 0, 0, 0, -108]"
108.a2,108a1,108,"[0, 0, 0, 0, 4]"
109.a1,109a1,109,"[1, -1, 0, -8, -7]"
110.a1,110c1,110,"[1, 0, 1, -89, 316]"
110.a2,110c2,110,"[1, 0, 1, 296, 1702]"
110.b1,110a2,110,"[1, 1, 1, -5940, -178685]"
110.b2,110a1,110,"[1, 1, 1, 10, -45]"
110.c1,110b1,110,"[1, 0, 0, -1, 1]"
110.c2,110b2,110,"[1, 0, 0, 9, -25]"
112.a1,112a2,112,"[0, 1, 0, -40, 84]"
112.a2,112a1,112,"[0, 1, 0, 0, 4]"
112.b1,112b3,112,"[0, 0, 0, -299, -1990]"
112.b2,112b4,112,"[0, 0, 0, -59, 138]"
112.b3,112b2,112,"[0, 0, 0, -19, -30]"
112.b4,112b1,112,"[0, 0, 0, 1, -2]"
112.c1,112c6,112,"[0, -1, 0, -43688, 3529328]"
112.c2,112c5,112,"[0, -1, 0, -2728, 55920]"
112.c3,112c4,112,"[0, -1, 0, -568, 4464]"
112.c4,112c2,112,"[0, -1, 0, -168, -784]"
112.c5,112c1,112,"[0, -1, 0, -8, -16]"
112.c6,112c3,112,"[0, -1, 0, 72, 368]"
113.a1,113a2,113,"[1, 1, 1, -2, -2]"
113.a2,113a1,113,"[1, 1, 1, 3, -4]"
114.a1,114b1,114,"[1, 1, 0, -95, -399]"
114.a2,114b2,114,"[1, 1, 0, -85, -473]"
114.b1,114c3,114,"[1, 1, 1, -87552, -10007679]"
114.b2,114c2,114,"[1, 1, 1, -5472, -158079]"
114.b3,114c4,114,"[1, 1, 1, -5312, -167551]"
114.b4,114c1,114,"[1, 1, 1, -352, -2431]"
114.c1,114a3,114,"[1, 0, 0, -428, -3444]"
114.c2,114a4,114,"[1, 0, 0, -418, -3610]"
114.c3,114a1,114,"[1, 0, 0, -8, 0]"
114.c4,114a2,114,"[1, 0, 0, 32, 8]"
115.a1,115a1,115,"[0, 0, 1, 7, -11]"
116.a1,116a1,116,"[0, 0, 0, -4831, -129242]"
116.b1,116b1,116,"[0, 1, 0, -4, 4]"
116.b2,116b2,116,"[0, 1, 0, 36, -76]"
116.c1,116c2,116,"[0, -1, 0, -9, 14]"
116.c2,116c1,116,"[0, -1, 0, -4, 24]"
117.a1,117a4,117,"[1, -1, 1, -626, 6180]"
117.a2,117a3,117,"[1, -1, 1, -176, -768]"
117.a3,117a2,117,"[1, -1, 1, -41, 96]"
117.a4,117a1,117,"[1, -1, 1, 4, 6]"
118.a1,118a1,118,"[1, 1, 0, 1, 1]"
118.b1,118d1,118,"[1, 1, 0, 56, -192]"
118.c1,118b1,118,"[1, 1, 1, -25, 39]"
118.c2,118b2,118,"[1, 1, 1, 115, -2481]"
118.d1,118c1,118,"[1, 1, 1, -4, -5]"
120.a1,120b3,120,"[0, 1, 0, -216, -1296]"
120.a2,120b4,120,"[0, 1, 0, -136, 560]"
120.a3,120b2,120,"[0, 1, 0, -16, -16]"
120.a4,120b1,120,"[0, 1, 0, 4, 0]"
120.b1,120a5,120,"[0, 1, 0, -3200, -70752]"
120.b2,120a3,120,"[0, 1, 0, -200, -1152]"
120.b3,120a6,120,"[0, 1, 0, -80, -2400]"
120.b4,120a2,120,"[0, 1, 0, -20, 0]"
120.b5,120a1,120,"[0, 1, 0, -15, 18]"
120.b6,120a4,120,"[0, 1, 0, 80, 80]"
121.a1,121a2,121,"[1, 1, 1, -305, 7888]"
121.a2,121a1,121,"[1, 1, 1, -30, -76]"
121.b1,121b2,121,"[0, -1, 1, -887, -10143]"
121.b2,121b1,121,"[0, -1, 1, -7, 10]"
121.c1,121c2,121,"[1, 1, 0, -3632, 82757]"
121.c2,121c1,121,"[1, 1, 0, -2, -7]"
121.d1,121d3,121,"[0, -1, 1, -946260, 354609639]"
121.d2,121d2,121,"[0, -1, 1, -1250, 31239]"
121.d3,121d1,121,"[0, -1, 1, -40, -221]"
122.a1,122a1,122,"[1, 0, 1, 2, 0]"
123.a1,123a1,123,"[0, 1, 1, -10, 10]"
123.a2,123a2,123,"[0, 1, 1, 20, -890]"
123.b1,123b1,123,"[0, -1, 1, 1, -1]"
124.a1,124a1,124,"[0, 1, 0, -2, 1]"
124.a2,124a2,124,"[0, 1, 0, 18, -11]"
124.b1,124b1,124,"[0, 0, 0, -17, -27]"
126.a1,126b3,126,"[1, -1, 0, -12096, -509036]"
126.a2,126b5,126,"[1, -1, 0, -8226, 286474]"
126.a3,126b4,126,"[1, -1, 0, -936, -3668]"
126.a4,126b2,126,"[1, -1, 0, -756, -7808]"
126.a5,126b1,126,"[1, -1, 0, -36, -176]"
126.a6,126b6,126,"[1, -1, 0, 3474, -31010]"
126.b1,126a6,126,"[1, -1, 1, -24575, 1488935]"
126.b2,126a5,126,"[1, -1, 1, -1535, 23591]"
126.b3,126a4,126,"[1, -1, 1, -320, 1883]"
126.b4,126a2,126,"[1, -1, 1, -95, -331]"
126.b5,126a1,126,"[1, -1, 1, -5, -7]"
126.b6,126a3,126,"[1, -1, 1, 40, 155]"
128.a1,128a2,128,"[0, 1, 0, -9, 7]"
128.a2,128a1,128,"[0, 1, 0, 1, 1]"
128.b1,128b2,128,"[0, 1, 0, -2, -2]"
128.b2,128b1,128,"[0, 1, 0, 3, -5]"
128.c1,128c2,128,"[0, -1, 0, -9, -7]"
128.c2,128c1,128,"[0, -1, 0, 1, -1]"
128.d1,128d2,128,"[0, -1, 0, -2, 2]"
128.d2,128d1,128,"[0, -1, 0, 3, 5]"
129.a1,129a1,129,"[0, -1, 1, -19, 39]"
129.b1,129b3,129,"[1, 0, 1, -245, 1433]"
129.b2,129b1,129,"[1, 0, 1, -30, -29]"
129.b3,129b2,129,"[1, 0, 1, -25, -49]"
129.b4,129b4,129,"[1, 0, 1, 105, -191]"
130.a1,130a3,130,"[1, 0, 1, -208, -1122]"
130.a2,130a1,130,"[1, 0, 1, -33, 68]"
130.a3,130a2,130,"[1, 0, 1, -13, 156]"
130.a4,130a4,130,"[1, 0, 1, 112, -4194]"
130.b1,130b3,130,"[1, -1, 1, -1387, -19529]"
130.b2,130b2,130,"[1, -1, 1, -87, -289]"
130.b3,130b4,130,"[1, -1, 1, -67, -441]"
130.b4,130b1,130,"[1, -1, 1, -7, -1]"
130.c1,130c1,130,"[1, 1, 1, -841, -9737]"
130.c2,130c2,130,"[1, 1, 1, -761, -11561]"
131.a1,131a1,131,"[0, -1, 1, 1, 0]"
132.a1,132b2,132,"[0, -1, 0, -1292, 18312]"
132.a2,132b1,132,"[0, -1, 0, -77, 330]"
132.b1,132a2,132,"[0, 1, 0, -12, -12]"
132.b2,132a1,132,"[0, 1, 0, 3, 0]"
135.a1,135a1,135,"[0, 0, 1, -3, 4]"
135.b1,135b1,135,"[0, 0, 1, -27, -115]"
136.a1,136a1,136,"[0, 1, 0, -4, 0]"
136.a2,136a2,136,"[0, 1, 0, 16, 16]"
136.b1,136b2,136,"[0, -1, 0, -48, 140]"
136.b2,136b1,136,"[0, -1, 0, -8, -4]"
138.a1,138a2,138,"[1, 1, 0, -31, 55]"
138.a2,138a1,138,"[1, 1, 0, -1, 1]"
138.b1,138b4,138,"[1, 0, 1, -771, 1342]"
138.b2,138b2,138,"[1, 0, 1, -576, 5266]"
138.b3,138b1,138,"[1, 0, 1, -36, 82]"
138.b4,138b3,138,"[1, 0, 1, 189, 190]"
138.c1,138c4,138,"[1, 1, 1, -247, 1391]"
138.c2,138c3,138,"[1, 1, 1, -107, -457]"
138.c3,138c2,138,"[1, 1, 1, -17, 11]"
138.c4,138c1,138,"[1, 1, 1, 3, 3]"
139.a1,139a1,139,"[1, 1, 0, -3, -4]"
140.a1,140a2,140,"[0, 1, 0, -805, -9065]"
140.a2,140a1,140,"[0, 1, 0, -5, -25]"
140.b1,140b1,140,"[0, 0, 0, 32, 212]"
141.a1,141a1,141,"[0, 1, 1, -12, 2]"
141.b1,141b2,141,"[1, 1, 1, -143, -718]"
141.b2,141b1,141,"[1, 1, 1, -8, -16]"
141.c1,141c4,141,"[1, 0, 0, -752, 7875]"
141.c2,141c3,141,"[1, 0, 0, -62, 33]"
141.c3,141c2,141,"[1, 0, 0, -47, 120]"
141.c4,141c1,141,"[1, 0, 0, -2, 3]"
141.d1,141d1,141,"[0, -1, 1, -1, 0]"
141.e1,141e1,141,"[0, 1, 1, -26, -61]"
142.a1,142b1,142,"[1, 1, 0, -1, -1]"
142.b1,142c2,142,"[1, -1, 0, -41, -91]"
