label,level,dim,sealed,a2,a3,a5,a7,a11,a13,a17,a19,a23,a29,a31,a37,a41,a43,a47,a53,a59,a61,a67,a71,a73,a79,a83,a89,a97
116.2.a.b,116,1,0,0,1,3,-4,3,5,-6,-4,-6,-1,5,8,0,-1,-3,3,6,2,8,6,-16,11,6,-12,8
116.2.a.c,116,1,0,0,2,-2,4,-6,2,2,-6,4,-1,-6,2,2,10,-2,10,0,10,-12,8,10,-6,16,2,10
117.2.a.a,117,1,0,-1,0,-2,-4,-4,1,-2,0,0,10,4,-2,-6,-12,0,-6,-12,-2,-8,0,2,8,-4,2,10
117.2.a.b,117,2,0,0,0,0,4,0,2,0,4,0,0,4,4,0,16,0,0,0,-20,28,0,-20,-8,0,0,-20
117.2.a.c,117,2,0,2,0,0,0,4,-2,-4,0,8,-4,-8,-4,-16,8,12,4,-4,4,8,-4,12,0,4,-24,-4
118.2.a.a,118,1,0,-1,-1,-3,-1,-2,-2,-2,3,0,-1,10,-12,7,-6,-6,-11,-1,-12,10,4,12,-15,-14,4,0
118.2.a.b,118,1,0,-1,2,2,-3,1,3,-1,-8,8,-4,-4,-1,5,-9,2,12,1,10,4,-15,10,11,-11,-6,14
118.2.a.c,118,1,0,1,-1,1,3,2,-6,-2,-5,4,-5,2,8,7,-6,-2,9,-1,-8,-2,12,4,5,14,0,8
118.2.a.d,118,1,0,1,2,-2,-3,-1,-3,7,4,4,4,-4,-7,-11,9,10,0,-1,-2,4,9,-14,11,-13,18,2
119.2.a.a,119,4,0,-1,2,2,4,2,8,-4,10,-6,2,12,6,12,-12,2,-26,-4,12,-12,-14,20,-14,-28,-10,26
119.2.a.b,119,5,0,2,-2,0,-5,-2,2,5,6,-10,-8,0,8,18,8,-10,4,8,22,16,-2,10,18,-12,20,12
120.2.a.a,120,1,0,0,1,-1,4,0,-6,-2,4,-8,-6,0,-6,10,-4,8,10,0,6,-4,0,-14,16,12,2,2
120.2.a.b,120,1,0,0,1,1,0,-4,6,-6,-4,0,-2,-8,-2,-6,12,8,6,12,14,4,8,-6,-8,-12,10,2
121.2.a.a,121,1,0,-1,2,1,2,0,-1,5,-6,2,-9,-2,-3,5,0,2,9,8,-6,2,12,2,10,-6,-9,-13
121.2.a.b,121,1,0,0,-1,-3,0,0,0,0,0,-9,0,-5,7,0,0,-12,6,-15,0,13,-3,0,0,0,-9,17
121.2.a.c,121,1,0,1,2,1,-2,0,1,-5,6,2,9,-2,-3,-5,0,2,9,8,6,2,12,-2,-10,6,-9,-13
121.2.a.d,121,1,0,2,-1,1,2,0,-4,2,0,-1,0,7,3,8,6,8,-6,5,-12,-7,-3,-4,10,6,15,-7
122.2.a.a,122,1,0,-1,-2,1,-5,-3,-3,0,0,5,6,0,-12,-3,-8,12,-2,-9,-1,7,-16,-3,1,-12,12,2
122.2.a.b,122,2,0,-2,1,0,5,2,6,-2,1,-3,-11,-1,-3,-9,16,8,-1,0,2,0,9,1,-12,9,-14,17
122.2.a.c,122,3,0,3,-1,1,4,-7,-1,-6,-3,2,1,-3,7,4,12,-8,11,-23,-3,21,27,22,3,-11,-10,-5
123.2.a.a,123,1,0,-2,1,-4,-2,-3,-6,3,0,-6,5,7,-7,1,-1,3,-6,0,-3,-2,-3,-11,10,-16,-10,-12
123.2.a.b,123,1,0,0,-1,-2,-4,5,-4,-5,-2,4,1,-5,-7,-1,7,7,-14,-12,-3,-2,-3,13,-2,-2,18,-14
123.2.a.c,123,2,0,0,2,4,-4,2,4,2,-8,0,2,-6,-2,-2,-10,18,8,0,2,4,6,2,-4,-12,-12,24
123.2.a.d,123,3,0,1,-3,4,2,-4,8,2,2,-10,-6,-2,20,3,10,4,14,-8,-8,12,-32,4,-20,-14,14,-12
124.2.a.a,124,1,0,0,-2,-3,-1,-6,2,6,-1,-6,0,1,-10,-9,8,0,0,-3,-10,-4,-15,14,8,6,12,-7
124.2.a.b,124,1,0,0,0,1,3,6,-4,0,-5,-4,2,-1,-2,-9,2,4,12,9,12,-12,5,-14,10,2,6,-7
125.2.a.a,125,2,0,-1,-3,0,-6,-6,-3,4,-5,2,0,-1,-6,-6,-18,-1,7,15,-1,-21,-6,-3,10,-8,0,9
125.2.a.b,125,2,0,1,3,0,6,-6,3,-4,-5,-2,0,-1,6,-6,18,1,-7,15,-1,21,-6,3,10,8,0,-9
125.2.a.c,125,4,0,0,0,0,0,8,0,0,20,0,-10,8,0,-2,0,0,0,0,-2,0,-12,0,20,0,-30,0
126.2.a.a,126,1,0,-1,0,2,-1,4,6,-2,-4,-8,2,0,-10,6,-4,0,-6,-4,6,4,-8,10,0,4,6,-14
126.2.a.b,126,1,0,1,0,0,1,0,-4,-6,2,0,6,-4,2,-6,8,12,-6,6,8,-4,0,2,8,6,6,-10
127.2.a.a,127,3,0,-3,-3,-6,-3,0,-3,-18,3,-9,3,12,0,-12,-9,-3,3,0,-3,-3,3,3,9,12,-33,-15
127.2.a.b,127,7,0,2,3,8,-3,0,-1,24,-5,-1,-7,-8,-6,14,-1,25,29,-12,7,-25,7,13,-23,26,13,-5
128.2.a.a,128,1,0,0,-2,-2,-4,2,-2,-2,-2,4,6,0,-10,-6,-6,-8,6,-14,-2,-10,12,14,-8,6,-2,-2
128.2.a.b,128,1,0,0,-2,2,4,2,2,-2,-2,-4,-6,0,10,-6,-6,8,-6,-14,2,-10,-12,14,8,6,-2,-2
128.2.a.c,128,1,0,0,2,-2,4,-2,-2,-2,2,-4,6,0,-10,-6,6,8,6,14,-2,10,-12,14,8,-6,-2,-2
128.2.a.d,128,1,0,0,2,2,-4,-2,2,-2,2,4,-6,0,10,-6,6,-8,-6,14,2,10,12,14,-8,-6,-2,-2
129.2.a.a,129,1,0,0,-1,-2,-2,-5,3,-3,2,-1,0,-5,8,-7,-1,-8,3,12,-8,-15,-14,12,-16,15,10,11
129.2.a.b,129,1,0,1,1,2,0,0,-2,-6,4,-4,-6,8,6,2,-1,4,-2,0,14,12,8,2,-8,0,14,-14
129.2.a.c,129,2,0,2,-2,2,2,6,-10,-4,-2,12,6,8,-8,0,2,-2,0,4,-8,-12,12,4,8,-14,0,-2
129.2.a.d,129,3,0,-2,3,-4,4,1,9,1,-4,11,2,-5,0,-15,-3,-2,-5,8,-16,-11,22,-16,24,-7,-38,1
130.2.a.a,130,1,0,-1,-2,1,-4,-6,1,-6,2,6,-6,2,2,-6,2,-12,6,6,2,-4,-6,-10,-4,0,-6,2
130.2.a.b,130,1,0,1,0,1,0,0,1,2,-8,-4,-2,-4,6,10,0,8,6,8,-2,4,-12,10,-8,12,10,-14
130.2.a.c,130,1,0,1,2,-1,-4,-2,-1,2,6,6,2,-6,-2,10,-10,-12,2,10,2,-12,10,10,-4,0,-14,14
131.2.a.a,131,1,0,0,-1,-2,-1,0,-3,4,-2,-2,0,-2,-8,-3,3,10,-9,1,-15,-6,10,4,-8,4,-11,12
131.2.a.b,131,10,0,0,1,4,1,2,11,-2,0,-10,16,6,34,-13,9,-6,30,-5,51,-10,0,-14,24,-22,14,4
132.2.a.a,132,1,0,0,-1,2,2,-1,6,-4,-2,-8,0,0,-6,0,10,0,14,-12,-14,4,0,6,2,16,-14,-2
132.2.a.b,132,1,0,0,1,2,-2,1,-2,4,-6,0,-8,-8,10,8,-2,-8,-2,12,10,12,8,6,-2,16,-14,-2
133.2.a.a,133,2,0,-3,-3,0,-2,-9,2,-3,-2,-6,-9,5,-8,3,-4,0,-9,-12,0,-7,6,15,-20,-9,18,2
133.2.a.b,133,2,0,-1,-3,-6,2,-5,-4,-7,2,-6,9,-1,0,5,-20,-2,-3,2,6,7,10,-15,8,-15,-14,12
133.2.a.c,133,2,0,1,3,2,2,-1,-2,1,-2,-2,5,-1,-14,9,8,6,3,20,-6,11,4,-7,0,13,10,6
133.2.a.d,133,3,0,2,3,-2,-3,7,-2,7,3,14,-3,-11,0,-7,-4,8,-1,-10,-6,-3,0,1,-4,31,-28,-30
134.2.a.a,134,3,0,-3,1,3,0,-1,11,-3,6,-11,0,4,4,-4,1,1,-3,0,21,3,5,-23,10,-22,19,-2
134.2.a.b,134,3,0,3,3,-3,0,-3,-3,-3,6,-3,-12,12,0,0,3,21,-9,0,15,-3,9,9,-6,18,3,18
135.2.a.a,135,1,0,-2,0,-1,-3,-2,-5,-8,1,6,2,0,5,-10,4,4,-2,-8,7,-9,2,-5,-3,6,-12,-13
135.2.a.b,135,1,0,2,0,1,-3,2,-5,8,1,-6,-2,0,5,10,4,-4,2,8,7,-9,-2,-5,-3,-6,12,-13
135.2.a.c,135,2,0,-1,0,2,2,2,6,-4,0,-6,10,-4,4,-2,-6,-4,-4,-10,6,-16,22,18,-16,6,-6,16
135.2.a.d,135,2,0,1,0,-2,2,-2,6,4,0,6,-10,-4,4,2,-6,4,4,10,6,-16,-22,18,-16,-6,6,16
136.2.a.a,136,1,0,0,-2,-2,-2,-6,2,1,0,6,-10,2,6,-6,-8,0,-10,-8,14,4,2,-14,-10,8,-10,2
136.2.a.b,136,1,0,0,2,0,0,2,-6,-1,4,4,0,-8,-4,6,8,-8,10,0,12,8,12,2,-4,16,10,-18
136.2.a.c,136,2,0,0,-2,4,2,2,0,2,-4,2,4,-2,-4,4,-12,8,-4,20,-4,-24,14,12,10,12,-24,4
137.2.a.a,137,4,0,-3,-5,-2,-13,1,-8,-4,-10,-1,11,-17,-4,-7,-13,-11,-2,2,7,-6,8,-27,3,-3,14,-7
137.2.a.b,137,7,0,0,3,-2,15,-3,12,-6,10,-3,-9,13,-2,-1,7,15,-8,-6,1,24,16,-1,15,21,-8,1
138.2.a.a,138,1,0,-1,-1,-2,-2,-6,-2,0,0,-1,6,8,0,10,-12,-8,2,-12,4,-12,0,-10,-6,14,0,-6
138.2.a.b,138,1,0,-1,1,0,2,0,2,0,2,-1,-6,-4,-10,-6,2,0,12,12,-10,14,0,2,-10,0,12,-10
138.2.a.c,138,1,0,1,-1,2,0,0,-2,2,-8,-1,-2,-8,2,10,8,8,2,-4,2,8,0,-6,8,-16,18,10
138.2.a.d,138,2,0,2,2,-2,0,-6,0,-8,-2,2,0,4,18,-4,-14,8,6,0,6,6,0,0,0,22,-12,-8
139.2.a.a,139,1,0,1,2,-1,3,5,-7,-6,-2,2,9,9,2,-6,-4,8,0,6,4,5,5,-6,-5,7,7,-12
139.2.a.b,139,3,0,-2,-2,-8,0,-7,1,-3,-2,-7,-15,3,-9,-8,2,10,-12,-12,-4,16,3,13,13,28,3,-7
139.2.a.c,139,7,0,1,-2,11,-5,2,6,5,-10,-1,30,-20,6,19,-12,-3,38,-14,4,9,24,-5,8,-9,10,-5
140.2.a.a,140,1,0,0,1,1,1,3,-1,-3,2,-6,-9,8,-10,0,2,-3,0,12,8,8,0,14,5,-12,12,17
140.2.a.b,140,1,0,0,3,-1,-1,-5,-3,-1,6,6,-9,-4,2,-4,10,-1,4,-8,-8,12,8,2,13,-4,4,-13
141.2.a.a,141,1,0,-2,1,-3,-3,-5,2,-6,-6,9,1,-2,1,6,2,1,0,-12,-2,2,-2,-2,-15,-4,10,1
141.2.a.b,141,1,0,-1,-1,0,4,0,6,-6,2,4,8,6,-6,-8,-6,1,2,12,2,-2,0,-10,-4,4,-10,-18
141.2.a.c,141,1,0,-1,1,2,0,4,-2,2,0,0,-6,-4,-10,-2,8,-1,-2,-4,14,-8,16,2,8,-4,18,-14
141.2.a.d,141,1,0,0,-1,-1,-3,-3,-4,8,-6,3,-1,4,1,-10,-8,-1,10,-10,2,4,-6,-8,-3,-18,-2,5
141.2.a.e,141,1,0,2,1,-1,-3,1,-2,2,6,3,3,2,-7,10,-10,-1,4,8,-10,10,-14,-10,17,8,6,1
141.2.a.f,141,2,0,-1,-2,1,1,7,-6,2,12,-3,-15,6,11,6,14,2,-8,6,4,2,-2,10,-15,6,0,-5
142.2.a.a,142,1,0,-1,-1,-2,-1,-2,-3,-6,5,-1,6,1,6,-6,5,-3,-6,2,-6,-14,-1,-17,10,4,9,-6
142.2.a.b,142,1,0,-1,0,2,0,6,4,6,-8,-4,-2,-8,10,-2,-8,-4,0,10,-8,2,1,-2,0,-4,6,14
142.2.a.c,142,1,0,-1,3,2,-3,-6,-5,6,1,5,-2,-5,-2,10,1,-1,6,-2,-2,2,1,7,-6,-4,9,2
142.2.a.d,142,1,0,1,-3,-4,-3,0,1,0,-5,-7,-8,7,4,4,-5,-13,-6,10,-2,-4,1,7,0,-4,-3,-4
142.2.a.e,142,1,0,1,1,0,-1,0,-1,0,-1,3,0,5,-4,0,-1,9,6,6,2,8,-1,-1,8,12,-3,-16
143.2.a.a,143,1,0,0,-1,-1,-2,-1,-1,-4,2,7,-2,-3,-11,10,-4,-4,2,-1,-2,-1,-9,-16,8,0,-7,-13
143.2.a.b,143,4,0,3,0,0,6,4,-4,6,8,-4,-10,2,12,8,26,-18,-6,-16,-12,2,-14,22,-10,-2,10,22
143.2.a.c,143,6,0,0,3,1,4,-6,6,0,-10,11,2,-9,15,-4,-2,6,2,11,16,9,-15,32,14,-26,-23,27
144.2.a.a,144,1,0,0,0,0,4,0,2,0,-8,0,0,4,-10,0,-8,0,0,0,14,16,0,-10,4,0,0,14
144.2.a.b,144,1,0,0,0,2,0,4,-2,-2,4,-8,-6,-8,6,6,-4,0,2,4,-2,4,8,10,8,-4,6,2
145.2.a.a,145,1,0,-1,0,-1,-2,-6,2,-2,-2,2,-1,2,10,2,8,-12,-6,-8,-6,2,-12,-6,-10,-14,18,2
145.2.a.b,145,2,0,-2,-4,2,-4,-4,-4,0,-4,-12,2,-4,0,-12,-12,-12,4,0,4,-4,-8,0,12,20,-4,-8
145.2.a.c,145,3,0,1,2,3,4,2,-2,-4,-10,16,-3,-14,-8,-2,2,14,6,8,-6,28,28,-16,-6,12,-10,8
145.2.a.d,145,3,0,3,-2,-3,-2,8,-6,0,0,14,3,12,4,-10,-10,18,10,4,6,-10,24,-4,8,-2,22,-36
146.2.a.a,146,3,0,-3,0,-2,8,2,4,-2,8,4,-6,2,-14,-6,-6,6,-4,2,22,-4,16,3,8,10,-6,-14
146.2.a.b,146,4,0,4,0,2,0,0,-4,-4,0,-12,2,-6,12,0,20,-18,8,20,12,-4,-24,-4,40,-4,-12,0
147.2.a.a,147,1,0,-1,-1,2,0,4,2,6,-4,0,-2,0,6,-2,-4,0,6,-12,2,4,0,6,-16,12,14,-18
147.2.a.b,147,1,0,2,-1,2,0,-2,-1,0,-1,0,4,-9,3,10,5,6,12,12,-10,-5,-6,3,-1,-6,-16,6
147.2.a.c,147,1,0,2,1,-2,0,-2,1,0,1,0,4,9,3,-10,5,-6,12,-12,10,-5,-6,-3,-1,6,16,-6
147.2.a.d,147,2,0,-2,-2,-4,0,-4,-8,-4,0,-4,-8,8,-8,-4,0,0,-4,8,-16,0,-4,-8,16,8,20,-8
147.2.a.e,147,2,0,-2,2,4,0,-4,8,4,0,-4,-8,-8,-8,4,0,0,-4,-8,16,0,-4,8,16,-8,-20,8
148.2.a.a,148,1,0,0,-1,-4,-3,5,0,-6,2,-6,-6,4,1,-9,4,-7,9,-4,-8,-12,3,-5,6,-1,2,0
148.2.a.b,148,2,0,0,-1,4,1,1,4,6,-6,-4,0,-10,-2,5,0,17,7,-2,-14,-12,15,-3,6,7,18,-10
149.2.a.a,149,3,0,-1,-4,-3,-5,-5,-3,5,-18,8,-2,-18,3,6,-4,-2,8,1,3,-23,-5,-1,-9,2,-9,-3
149.2.a.b,149,9,0,-1,6,-1,3,5,7,-5,30,-4,-16,22,-7,6,4,-6,-2,43,1,33,15,-11,1,-4,-19,-1
150.2.a.a,150,1,0,-1,-1,0,2,2,6,2,0,-4,0,-8,2,2,-4,-8,6,10,2,-8,12,-4,0,-4,-10,-8
150.2.a.b,150,1,0,1,-1,0,4,0,-2,-6,-4,0,-6,8,-2,-6,4,0,6,0,-10,4,0,-2,8,-12,18,-2
150.2.a.c,150,1,0,1,1,0,-2,2,-6,-2,0,4,0,-8,-2,2,4,8,-6,10,2,8,12,4,0,4,-10,8
151.2.a.a,151,3,0,-2,-1,-7,-3,-5,-1,-8,-3,0,-1,-1,13,-21,16,3,-8,-1,-1,-1,-14,-1,-3,-3,-36,0
151.2.a.b,151,3,0,0,6,5,-6,-1,-2,9,3,0,3,-1,3,0,-1,-13,-6,23,-8,2,0,10,-26,28,36,-5
151.2.a.c,151,6,0,1,-5,6,3,8,-1,9,-6,-4,-2,-8,-12,41,1,28,14,12,5,-15,-2,-7,-9,-11,36,11
152.2.a.a,152,1,0,0,-2,-1,-3,-3,-4,5,-1,0,2,8,-10,6,-7,-9,-8,14,-5,0,-6,-15,-4,4,0,16
152.2.a.b,152,1,0,0,1,0,3,2,1,-5,1,-1,-3,4,2,-8,-8,-8,9,1,14,13,10,9,-10,10,-12,14
152.2.a.c,152,3,0,0,1,1,4,-5,5,2,-3,-5,-9,0,-6,8,17,-1,1,-23,3,15,-12,4,26,-6,18,-8
153.2.a.a,153,1,0,-2,0,-1,-2,-3,-5,-1,-1,-7,6,4,10,9,1,-12,-12,6,2,4,-8,0,-6,4,2,8
153.2.a.b,153,1,0,0,0,-3,-4,3,-1,1,-1,-9,-6,2,-4,3,-7,6,6,-6,8,-4,-12,2,-10,6,0,-16
153.2.a.c,153,1,0,1,0,2,4,0,-2,-1,-4,-4,-6,4,-2,6,4,0,-6,12,-10,4,4,-6,12,4,-10,2
153.2.a.d,153,1,0,2,0,1,-2,3,-5,1,-1,7,-6,4,10,-9,1,12,12,-6,2,4,8,0,-6,-4,-2,8
153.2.a.e,153,2,0,1,0,-3,0,1,5,-2,3,9,0,-2,-2,3,-3,14,-8,-6,10,8,-4,-8,6,10,-6,-14
154.2.a.a,154,1,0,-1,0,-4,-1,-1,2,-4,-6,4,-2,-2,10,4,-8,2,6,-12,-14,-12,-8,4,0,-6,-6,-14
154.2.a.b,154,1,0,-1,2,2,-1,1,-4,0,4,4,2,-10,-6,0,-4,10,-14,10,-8,8,-4,4,16,4,10,6
154.2.a.c,154,1,0,1,0,2,-1,-1,2,2,0,-8,-2,-8,-2,10,4,8,6,0,10,-12,16,-14,0,0,-6,10
154.2.a.d,154,2,0,2,-2,2,2,2,-2,-4,-10,8,0,4,-4,4,-12,-4,8,10,-6,-4,4,8,0,-2,20,16
155.2.a.a,155,1,0,-2,-1,1,-2,2,-6,-7,-5,4,0,1,-7,-3,9,-2,9,-5,-8,8,-3,-1,0,-11,10,18
155.2.a.b,155,1,0,-1,2,-1,4,4,0,-8,4,2,-6,1,-4,-6,-6,8,-12,-4,10,8,0,-4,0,2,14,-18
155.2.a.c,155,1,0,0,-1,-1,0,-4,-6,5,-1,8,-10,-1,1,-3,-7,-6,5,11,-12,-2,9,-9,-10,9,0,-14
155.2.a.d,155,4,0,-1,-1,-4,0,-6,16,1,5,0,6,4,9,13,7,-14,11,13,22,-10,3,9,-16,-17,-12,16
155.2.a.e,155,4,0,1,1,4,2,-4,10,11,-3,-2,-8,-4,3,-11,17,-10,13,-3,22,-12,-21,19,-2,-15,-10,4
156.2.a.a,156,1,0,0,-1,-4,-2,-4,1,2,-2,0,-6,-10,10,8,4,-4,-10,-8,-14,2,16,-10,-16,0,-4,-2
156.2.a.b,156,1,0,0,1,0,2,0,1,-6,2,0,-6,2,2,-12,-4,0,6,12,2,-10,12,14,8,12,0,-10
157.2.a.a,157,5,0,-5,-7,-3,-3,-14,-7,-9,-3,-13,-2,3,3,5,-23,-8,-25,7,4,-12,-18,-3,22,-27,25,20
157.2.a.b,157,7,0,5,5,-1,1,10,-5,5,-3,15,8,-13,-15,3,11,8,9,31,-6,4,14,-3,6,41,-13,-12
158.2.a.a,158,1,0,-1,-1,-1,-3,4,-7,-4,-6,6,4,8,10,-8,-8,-3,2,1,0,-4,-11,-6,-1,6,-15,1
158.2.a.b,158,1,0,-1,1,3,-1,0,5,0,2,-6,0,-4,2,-12,8,-9,6,-9,8,-4,-9,2,1,18,9,17
158.2.a.c,158,1,0,1,-3,-3,-3,-2,-5,6,0,-2,6,-10,-10,2,4,-3,-12,-1,12,-8,-3,-6,1,14,-7,-11
158.2.a.d,158,1,0,1,-1,1,3,2,-1,-2,0,-6,-10,2,-2,2,4,3,4,5,12,8,-13,-6,-1,-6,-15,13
158.2.a.e,158,1,0,1,2,-2,0,-4,2,-2,0,0,8,8,4,-10,-2,0,-8,14,0,8,8,6,-1,12,6,10
158.2.a.f,158,2,0,-2,0,-4,8,0,4,4,0,4,-4,-4,-4,12,-16,0,4,0,-12,16,-8,24,2,8,8,-4
159.2.a.a,159,4,0,3,4,2,-4,6,-6,10,-6,2,6,-12,-10,12,-16,0,-4,10,14,-6,-8,10,10,12,-4,6
159.2.a.b,159,5,0,0,-5,0,4,2,8,0,2,-6,20,8,4,18,12,-4,5,-18,12,6,4,8,-2,-36,26,-16
160.2.a.a,160,1,0,0,-2,-1,-2,-4,-6,2,8,-6,-2,4,2,-10,-2,-2,2,0,2,-6,-12,10,-8,-10,-6,10
160.2.a.b,160,1,0,0,2,-1,2,4,-6,2,-8,6,-2,-4,2,-10,2,2,2,0,2,6,12,10,8,10,-6,10
160.2.a.c,160,2,0,0,0,2,0,0,-4,4,0,0,12,0,-20,4,0,0,12,0,-4,0,0,-12,0,0,20,4
161.2.a.a,161,1,0,-1,0,2,1,4,6,-2,4,-1,-2,-4,-2,-6,12,-12,-10,0,2,12,8,-14,8,-4,6,-10
161.2.a.b,161,2,0,-1,-2,-2,-2,0,-4,0,-10,-2,6,-18,2,0,-4,2,18,-12,0,-2,-16,0,-10,4,0,-6
161.2.a.c,161,3,0,-1,2,2,-3,4,2,4,8,3,-2,16,-6,-14,-8,16,6,-10,10,16,4,-6,16,20,4,6
161.2.a.d,161,5,0,2,0,-4,5,-4,-6,-12,6,-5,-4,30,4,6,-12,10,16,22,-18,-2,4,-2,30,8,-20,-12
162.2.a.a,162,1,0,-1,0,-3,-4,0,-1,-3,-4,0,9,-4,-1,6,8,-12,-6,0,-1,-4,-12,11,-16,-12,-3,2
162.2.a.b,162,1,0,-1,0,0,2,3,2,3,-1,6,-6,-4,-4,-9,-1,6,-12,-3,8,5,12,11,-4,-12,-6,5
162.2.a.c,162,1,0,1,0,0,2,-3,2,-3,-1,-6,6,-4,-4,9,-1,-6,12,3,8,5,-12,11,-4,12,6,5
162.2.a.d,162,1,0,1,0,3,-4,0,-1,3,-4,0,-9,-4,-1,-6,8,12,6,0,-1,-4,12,11,-16,12,3,2
163.2.a.a,163,1,0,0,0,-4,2,-6,4,0,-6,6,-4,-6,-8,3,7,1,-9,-2,3,-2,-5,-2,-8,5,-14,-11
163.2.a.b,163,5,0,-5,-5,-9,-6,2,-14,-21,7,-8,-13,7,-1,-9,-4,-3,-16,-3,-10,-2,31,-14,-14,-12,0,23
163.2.a.c,163,7,0,3,1,11,0,2,10,13,-5,2,7,-11,3,17,-10,11,18,11,4,-18,-3,2,0,18,18,21
164.2.a.a,164,4,0,0,2,4,0,4,0,-4,6,-12,-4,-8,16,-4,4,-6,-16,12,24,28,-2,8,-18,-12,4,16
165.2.a.a,165,2,0,-2,-2,-2,-4,-2,0,-8,-8,-8,-4,0,12,4,-12,-8,-4,-8,-12,0,16,0,0,-20,-4,12
165.2.a.b,165,2,0,0,2,-2,4,-2,4,0,4,0,0,-8,4,0,4,0,-12,0,4,16,0,4,-20,24,-12,-20
165.2.a.c,165,3,0,-1,3,3,0,3,-2,-2,8,0,-10,8,-6,-14,4,-8,-6,12,-6,-4,8,-14,12,0,-10,22
166.2.a.a,166,1,0,-1,-1,-2,1,-5,-2,-3,-2,4,-3,1,1,6,8,12,-14,-3,-7,2,-14,-4,-6,-1,4,12
166.2.a.b,166,2,0,-2,-2,3,-3,6,3,7,-1,3,8,-9,-4,-3,1,10,7,6,8,-21,0,18,2,2,0,-10
166.2.a.c,166,3,0,3,1,-1,2,5,-9,-4,-5,7,13,-4,-19,11,3,2,-9,7,-15,15,6,6,12,-3,4,-10
167.2.a.a,167,2,0,-1,-1,-2,-5,0,-5,-5,0,1,8,6,-12,2,-6,14,-10,-2,0,-4,-11,-19,2,-2,-2,-21
167.2.a.b,167,12,0,2,3,4,11,0,9,3,0,1,-6,2,34,-14,6,2,10,-28,2,28,-9,61,0,-16,-12,73
168.2.a.a,168,1,0,0,-1,2,1,0,6,-2,4,-4,-10,-8,6,-2,-4,8,-10,12,-2,12,-12,-14,-8,12,-2,10
168.2.a.b,168,1,0,0,1,2,-1,0,-2,6,-4,-4,6,-8,-10,-10,12,-8,6,4,-10,12,4,2,8,4,6,10
169.2.a.a,169,2,0,0,4,0,0,0,0,6,0,12,6,0,0,0,-16,0,-6,0,2,0,0,0,8,0,0,0
169.2.a.b,169,3,0,-2,-2,-4,-3,-8,0,-2,-4,-5,-1,-5,12,-7,13,-18,1,-19,4,-1,-27,9,-5,-7,-11,7
169.2.a.c,169,3,0,2,-2,4,3,8,0,-2,4,-5,-1,5,-12,7,13,18,1,19,4,1,27,-9,-5,7,11,-7
170.2.a.a,170,1,0,-1,-2,-1,2,6,2,1,8,-6,-6,2,2,-6,-4,12,6,0,2,8,-6,2,-10,12,6,2
170.2.a.b,170,1,0,-1,-2,1,-2,-2,-6,1,-8,-2,6,-2,6,2,-4,4,-10,0,-10,8,14,10,-14,-4,6,-14
170.2.a.c,170,1,0,-1,1,1,2,0,5,-1,-1,6,-9,-1,-4,-6,2,-9,-9,3,-7,14,3,11,8,0,-9,-7
170.2.a.d,170,1,0,-1,3,-1,2,-4,-3,1,3,-6,9,-3,-8,-6,6,-13,-9,15,7,-2,9,-3,0,12,-9,7
170.2.a.e,170,1,0,1,1,-1,2,0,-1,-1,-1,-6,-3,5,8,6,-10,-3,-3,3,11,2,9,11,8,-12,15,-7
170.2.a.f,170,2,0,2,-1,2,2,-8,5,2,-1,-2,1,-9,-6,-8,6,9,3,-13,19,-10,-21,7,0,4,-7,9
171.2.a.a,171,1,0,-1,0,2,0,0,6,6,-1,-4,-2,8,-10,2,-4,-12,6,12,-2,-4,0,10,0,-16,2,10
171.2.a.b,171,1,0,0,0,-3,-1,-3,-4,3,1,0,-6,-4,2,6,-1,3,-12,6,-1,-4,-6,-7,8,-12,-12,8
171.2.a.c,171,1,0,2,0,-1,3,3,-6,-3,-1,-4,10,2,8,8,-1,-3,6,0,7,8,-12,-11,0,-4,-10,-2
171.2.a.d,171,1,0,2,0,3,-5,-1,2,1,-1,4,2,-6,0,0,-1,9,-10,8,-1,8,12,-11,16,-12,6,-10
171.2.a.e,171,4,0,0,0,0,2,0,8,0,4,0,0,-4,20,0,-10,0,0,0,14,-16,0,14,-16,0,0,-16
172.2.a.a,172,1,0,0,-2,0,-4,-3,-1,-3,2,-3,6,5,8,-3,1,-12,-9,-12,-10,11,6,-10,8,-15,0,-1
172.2.a.b,172,2,0,0,4,0,0,2,-6,2,-4,6,-4,-2,-8,-2,-2,12,-10,4,4,-2,20,4,-4,14,8,22
173.2.a.a,173,4,0,-1,-6,-1,-9,-5,-5,2,-7,-11,9,3,-14,9,-24,-6,4,-10,-3,-34,18,1,-7,-8,6,7
173.2.a.b,173,10,0,1,8,1,11,5,1,-2,7,5,-5,3,8,-21,48,-18,6,-2,-3,62,6,7,17,4,-20,-1
174.2.a.a,174,1,0,-1,-1,3,-3,6,0,7,5,-8,1,-8,-3,-5,3,9,-2,-11,-6,0,0,-10,-2,0,10,0
174.2.a.b,174,1,0,-1,1,-3,5,6,-4,3,-1,0,-1,-4,-1,-9,-7,-3,-6,3,-10,-4,12,2,14,0,-6,8
174.2.a.c,174,1,0,-1,1,2,0,-4,6,-2,4,0,-1,-4,-6,6,-12,-8,-6,8,10,-4,-8,2,4,0,14,18
174.2.a.d,174,1,0,1,-1,1,1,6,-4,-7,-3,4,-1,0,-7,5,-5,-5,10,3,10,0,-4,10,-6,16,-10,-8
