label,level_norm,level_label,dimension,weight,is_base_change,is_CM,sealed,eigs25
2.2.8.1-217.4-a,217,217.4,1,"[2, 2]",no,no,0,"[-2, 1, 3, 5, 3, -2, -6, -1, -4, -3, 1, 7, -8, -12, 3, -8, 2, 14, -6, -5, 10, 5, -15, 13, -2]"
2.2.8.1-217.4-b,217,217.4,1,"[2, 2]",no,no,0,"[2, -1, 0, 4, 6, -8, -4, -6, 6, 2, -1, 0, -2, 12, -8, -16, 12, 2, 2, -8, -8, -12, 10, 12, -2]"
2.2.8.1-217.4-c,217,217.4,1,"[2, 2]",no,no,0,"[0, 1, -1, 1, 3, 6, 6, -9, 8, 5, 1, 3, -12, 0, -9, 12, -6, 2, 2, -1, -10, -15, 9, 17, -10]"
2.2.8.1-223.1-a,223,223.1,1,"[2, 2]",no,no,0,"[-1, 0, 0, -2, 6, -2, 8, 4, 2, 0, 4, -6, 10, 0, 4, 0, 0, 10, -6, 16, -4, -2, -2, -2, -14]"
2.2.8.1-223.2-a,223,223.2,1,"[2, 2]",no,no,0,"[-1, 0, 0, -2, -2, 6, 4, 8, 2, 4, 0, 10, -6, 4, 0, 0, 0, -6, 10, -4, 16, -2, -2, -14, -2]"
2.2.8.1-224.1-a,224,224.1,1,"[2, 2]",no,no,0,"[0, 0, -1, 2, 2, 2, 0, 8, 2, -8, 8, -6, 2, -8, -8, -8, 0, -14, 10, -8, 16, 10, -14, -14, -14]"
2.2.8.1-224.1-b,224,224.1,1,"[2, 2]",no,no,0,"[0, 0, 1, 2, 2, 2, 0, -8, 2, 8, -8, -6, 2, 8, 8, 8, 0, -14, 10, 8, -16, 10, -14, -14, -14]"
2.2.8.1-224.2-a,224,224.2,1,"[2, 2]",no,no,0,"[0, -1, 0, 2, 2, 2, 8, 0, 2, 8, -8, 2, -6, -8, -8, 0, -8, 10, -14, 16, -8, -14, 10, -14, -14]"
2.2.8.1-224.2-b,224,224.2,1,"[2, 2]",no,no,0,"[0, 1, 0, 2, 2, 2, -8, 0, 2, -8, 8, 2, -6, 8, 8, 0, 8, 10, -14, -16, 8, -14, 10, -14, -14]"
2.2.8.1-225.1-a,225,225.1,1,"[2, 2]",yes,no,0,"[2, 2, 2, -1, -6, -6, -4, -4, -1, 10, 10, 10, 10, -4, -4, -4, -4, 10, 10, -14, -14, 14, 14, -10, -10]"
2.2.8.1-225.1-b,225,225.1,1,"[2, 2]",yes,no,0,"[-1, 0, 0, 1, 2, 2, 0, 0, 1, 0, 0, 10, 10, 8, 8, -8, -8, 10, 10, 0, 0, -6, -6, 2, 2]"
2.2.8.1-226.1-a,226,226.1,1,"[2, 2]",no,no,0,"[-1, 4, 2, 0, -2, 0, -8, 2, -2, 4, -2, 10, -2, -8, -12, 0, 4, 4, -2, -8, 10, 14, 12, 8, 8]"
2.2.8.1-226.1-b,226,226.1,1,"[2, 2]",no,no,0,"[-1, -2, -2, -4, -6, -6, 4, 2, -4, -4, 4, -6, 10, 12, 0, 8, -10, -4, 6, 0, -12, -2, -12, 10, -10]"
2.2.8.1-226.1-c,226,226.1,1,"[2, 2]",no,no,0,"[-1, -4, 2, 4, 6, 0, 0, -6, 2, 8, 2, -6, 6, -12, 12, 0, 12, 8, -10, 8, -10, -18, 0, 8, -16]"
2.2.8.1-226.2-a,226,226.2,1,"[2, 2]",no,no,0,"[-1, 2, 4, 0, 0, -2, 2, -8, -2, -2, 4, -2, 10, -12, -8, 4, 0, -2, 4, 10, -8, 12, 14, 8, 8]"
2.2.8.1-226.2-b,226,226.2,1,"[2, 2]",no,no,0,"[-1, -2, -2, -4, -6, -6, 2, 4, -4, 4, -4, 10, -6, 0, 12, -10, 8, 6, -4, -12, 0, -12, -2, -10, 10]"
2.2.8.1-226.2-c,226,226.2,1,"[2, 2]",no,no,0,"[-1, 2, -4, 4, 0, 6, -6, 0, 2, 2, 8, 6, -6, 12, -12, 12, 0, -10, 8, -10, 8, 0, -18, -16, 8]"
2.2.8.1-233.1-a,233,233.1,1,"[2, 2]",no,no,0,"[0, -4, 2, 4, 3, 0, 0, 6, 8, -1, -1, -3, 6, -12, 3, 0, -9, -10, -13, -1, 8, -12, 18, 14, -1]"
2.2.8.1-233.1-b,233,233.1,1,"[2, 2]",no,no,0,"[2, 0, 4, -2, -6, -2, -4, 4, 2, 2, -10, 6, 10, 4, 10, -10, 6, -2, -10, -10, 4, 6, -10, 6, 14]"
2.2.8.1-233.1-c,233,233.1,1,"[2, 2]",no,no,0,"[2, 0, -2, 4, 3, 4, -4, -2, -4, -1, -1, -3, -2, 4, -5, 8, -9, -2, 11, -1, -8, 0, 14, 18, -1]"
2.2.8.1-233.2-a,233,233.2,1,"[2, 2]",no,no,0,"[0, 2, -4, 4, 0, 3, 6, 0, 8, -1, -1, 6, -3, 3, -12, -9, 0, -13, -10, 8, -1, 18, -12, -1, 14]"
2.2.8.1-233.2-b,233,233.2,1,"[2, 2]",no,no,0,"[2, 4, 0, -2, -2, -6, 4, -4, 2, -10, 2, 10, 6, 10, 4, 6, -10, -10, -2, 4, -10, -10, 6, 14, 6]"
2.2.8.1-233.2-c,233,233.2,1,"[2, 2]",no,no,0,"[2, -2, 0, 4, 4, 3, -2, -4, -4, -1, -1, -2, -3, -5, 4, -9, 8, 11, -2, -8, -1, 14, 0, -1, 18]"
2.2.8.1-238.1-a,238,238.1,1,"[2, 2]",no,no,0,"[-1, 2, 1, -2, 1, 0, 0, 6, 8, -4, 2, 6, -12, -12, 12, 0, 0, -10, -4, 14, 8, -6, -6, -10, 2]"
2.2.8.1-238.1-b,238,238.1,1,"[2, 2]",no,no,0,"[-1, -4, -1, -4, 1, 0, 4, -8, -2, -4, -2, -10, 6, -8, -8, -10, 16, 6, -10, 6, 0, 14, 14, -2, 2]"
2.2.8.1-238.1-c,238,238.1,1,"[2, 2]",no,no,0,"[1, 0, -1, 2, 1, 2, -8, 0, 2, 0, 0, -6, 2, 0, 0, 0, -8, 10, -14, 0, 0, -6, -6, 2, 2]"
2.2.8.1-238.2-a,238,238.2,1,"[2, 2]",no,no,0,"[-1, 1, 5, 1, 1, 0, -3, -9, -4, -4, 5, -9, -9, 6, 6, 12, 12, -7, 2, -10, -4, 12, -9, 11, -13]"
2.2.8.1-238.2-b,238,238.2,1,"[2, 2]",no,no,0,"[-1, -1, 1, -1, -1, 4, 5, 9, -4, 8, 11, -9, 5, -10, -10, -4, 8, -11, 6, -2, -12, -16, 11, -1, 5]"
2.2.8.1-238.2-c,238,238.2,1,"[2, 2]",no,no,0,"[1, 1, -1, 1, -1, 0, -3, -3, 8, -4, 5, -3, -3, -6, -6, 0, 0, -7, 2, -10, 8, 0, -9, 17, 17]"
2.2.8.1-238.3-a,238,238.3,1,"[2, 2]",no,no,0,"[-1, 5, 1, 1, 0, 1, -9, -3, -4, 5, -4, -9, -9, 6, 6, 12, 12, 2, -7, -4, -10, -9, 12, -13, 11]"
2.2.8.1-238.3-b,238,238.3,1,"[2, 2]",no,no,0,"[-1, 1, -1, -1, 4, -1, 9, 5, -4, 11, 8, 5, -9, -10, -10, 8, -4, 6, -11, -12, -2, 11, -16, 5, -1]"
2.2.8.1-238.3-c,238,238.3,1,"[2, 2]",no,no,0,"[1, -1, 1, 1, 0, -1, -3, -3, 8, 5, -4, -3, -3, -6, -6, 0, 0, 2, -7, 8, -10, -9, 0, 17, 17]"
2.2.8.1-238.4-a,238,238.4,1,"[2, 2]",no,no,0,"[-1, 1, 2, -2, 0, 1, 6, 0, 8, 2, -4, -12, 6, 12, -12, 0, 0, -4, -10, 8, 14, -6, -6, 2, -10]"
2.2.8.1-238.4-b,238,238.4,1,"[2, 2]",no,no,0,"[-1, -1, -4, -4, 0, 1, -8, 4, -2, -2, -4, 6, -10, -8, -8, 16, -10, -10, 6, 0, 6, 14, 14, 2, -2]"
2.2.8.1-238.4-c,238,238.4,1,"[2, 2]",no,no,0,"[1, -1, 0, 2, 2, 1, 0, -8, 2, 0, 0, 2, -6, 0, 0, -8, 0, -14, 10, 0, 0, -6, -6, 2, 2]"
2.2.8.1-241.1-a,241,241.1,1,"[2, 2]",no,no,0,"[0, 0, -2, 2, 2, 6, 8, 6, -2, -8, 2, 10, 2, -10, -6, 10, 8, -10, 14, -16, -12, -10, 14, -2, 14]"
2.2.8.1-241.1-b,241,241.1,1,"[2, 2]",no,no,0,"[-1, -1, -1, -4, 0, -3, -3, 1, -3, -5, -1, -12, 0, 8, -4, 3, 0, 6, -6, 13, 12, -4, 10, -6, 8]"
2.2.8.1-241.2-a,241,241.2,1,"[2, 2]",no,no,0,"[0, -2, 0, 2, 6, 2, 6, 8, -2, 2, -8, 2, 10, -6, -10, 8, 10, 14, -10, -12, -16, 14, -10, 14, -2]"
2.2.8.1-241.2-b,241,241.2,1,"[2, 2]",no,no,0,"[-1, -1, -1, -4, -3, 0, 1, -3, -3, -1, -5, 0, -12, -4, 8, 0, 3, -6, 6, 12, 13, 10, -4, 8, -6]"
2.2.8.1-248.1-a,248,248.1,1,"[2, 2]",no,no,0,"[0, 2, 2, -4, 6, -2, 4, 6, -2, 1, 0, -12, 0, 8, -8, -16, 12, 6, -8, 0, 0, 14, -4, -14, -10]"
2.2.8.1-248.1-b,248,248.1,1,"[2, 2]",no,no,0,"[0, -4, -4, -2, -6, 2, -8, 4, 2, -1, 8, -2, -10, 0, 0, 0, 8, -14, -10, -16, 16, 2, 14, 18, 10]"
2.2.8.1-248.2-a,248,248.2,1,"[2, 2]",no,no,0,"[0, 2, 2, -4, -2, 6, 6, 4, -2, 0, 1, 0, -12, -8, 8, 12, -16, -8, 6, 0, 0, -4, 14, -10, -14]"
2.2.8.1-248.2-b,248,248.2,1,"[2, 2]",no,no,0,"[0, -4, -4, -2, 2, -6, 4, -8, 2, 8, -1, -10, -2, 0, 0, 8, 0, -10, -14, 16, -16, 14, 2, 10, 18]"
2.2.8.1-252.1-a,252,252.1,1,"[2, 2]",no,no,0,"[0, 1, 4, -1, 2, -2, -8, 0, 2, -8, 4, 2, 10, -8, -4, -12, 16, 2, 6, 8, -12, -2, -14, 14, -14]"
2.2.8.1-252.1-b,252,252.1,1,"[2, 2]",no,no,0,"[0, -1, 0, 1, 6, 2, 4, 0, 2, 0, 0, -2, 2, 4, -12, 4, -8, -14, -6, -8, -8, 18, -2, -14, 10]"
2.2.8.1-252.2-a,252,252.2,1,"[2, 2]",no,no,0,"[0, 4, 1, -1, -2, 2, 0, -8, 2, 4, -8, 10, 2, -4, -8, 16, -12, 6, 2, -12, 8, -14, -2, -14, 14]"
2.2.8.1-252.2-b,252,252.2,1,"[2, 2]",no,no,0,"[0, 0, -1, 1, 2, 6, 0, 4, 2, 0, 0, 2, -2, -12, 4, -8, 4, -6, -14, -8, -8, -2, 18, 10, -14]"
2.2.8.1-254.1-a,254,254.1,1,"[2, 2]",no,no,0,"[1, 2, -4, 4, 6, -6, -6, 0, 8, -4, -4, 0, -12, 12, 0, 6, 6, 2, -10, 8, -16, -18, 0, -10, -10]"
2.2.8.1-254.1-b,254,254.1,1,"[2, 2]",no,no,0,"[1, 1, 1, -4, 4, 4, -4, 3, -2, 4, -3, -7, 7, -8, -8, -12, -5, 11, -3, -11, -4, 13, -8, 7, -14]"
2.2.8.1-254.1-c,254,254.1,1,"[2, 2]",no,no,0,"[1, -3, 1, 4, -4, 4, 4, -5, -2, -4, 1, 5, 3, -8, 0, -4, -9, -13, 5, 13, 4, -3, 0, -5, 10]"
2.2.8.1-254.2-a,254,254.2,1,"[2, 2]",no,no,0,"[1, -4, 2, 4, -6, 6, 0, -6, 8, -4, -4, -12, 0, 0, 12, 6, 6, -10, 2, -16, 8, 0, -18, -10, -10]"
2.2.8.1-254.2-b,254,254.2,1,"[2, 2]",no,no,0,"[1, 1, 1, -4, 4, 4, 3, -4, -2, -3, 4, 7, -7, -8, -8, -5, -12, -3, 11, -4, -11, -8, 13, -14, 7]"
2.2.8.1-254.2-c,254,254.2,1,"[2, 2]",no,no,0,"[1, 1, -3, 4, 4, -4, -5, 4, -2, 1, -4, 3, 5, 0, -8, -9, -4, 5, -13, 4, 13, 0, -3, 10, -5]"
2.2.8.1-256.1-a,256,256.1,1,"[2, 2]",yes,yes,0,"[0, 0, 0, 6, -2, -2, 0, 0, -6, 0, 0, 10, 10, 0, 0, 0, 0, 6, 6, 0, 0, -10, -10, -18, -18]"
2.2.8.1-256.1-b,256,256.1,1,"[2, 2]",yes,no,0,"[0, 4, 4, -2, -2, -2, -4, -4, -6, 0, 0, -6, -6, 8, 8, -12, -12, 14, 14, 8, 8, -2, -2, -2, -2]"
2.2.8.1-256.1-c,256,256.1,1,"[2, 2]",yes,yes,0,"[0, 0, 0, -2, 6, 6, 0, 0, 10, 0, 0, -6, -6, 0, 0, 0, 0, -2, -2, 0, 0, -18, -18, -10, -10]"
2.2.8.1-256.1-d,256,256.1,1,"[2, 2]",yes,no,0,"[0, -4, -4, -2, -2, -2, 4, 4, -6, 0, 0, -6, -6, -8, -8, 12, 12, 14, 14, -8, -8, -2, -2, -2, -2]"
2.2.8.1-271.1-a,271,271.1,1,"[2, 2]",no,no,0,"[1, 4, 0, 4, -4, -4, 0, -4, 6, 10, -4, 2, -6, 6, 0, -8, -10, -8, -10, 6, 4, -14, 2, 0, 6]"
2.2.8.1-271.2-a,271,271.2,1,"[2, 2]",no,no,0,"[1, 0, 4, 4, -4, -4, -4, 0, 6, -4, 10, -6, 2, 0, 6, -10, -8, -10, -8, 4, 6, 2, -14, 6, 0]"
2.2.8.1-272.1-a,272,272.1,1,"[2, 2]",no,no,0,"[0, -2, 4, 4, -1, -6, 0, 6, -4, -8, 4, 6, 0, 0, 0, -6, 12, 14, -4, -8, -8, -6, 6, 14, -10]"
2.2.8.1-272.1-b,272,272.1,1,"[2, 2]",no,no,0,"[0, 0, 0, 2, 1, 2, 0, 0, 2, 8, 0, -6, 2, -8, 8, 16, 0, -6, 2, -16, -8, -6, 10, 2, 2]"
2.2.8.1-272.1-c,272,272.1,1,"[2, 2]",no,no,0,"[0, 4, -2, -2, -1, 6, 6, 0, 2, -2, 4, 6, -6, -6, -6, -12, 6, -10, -10, -8, 10, 6, -6, 2, -10]"
2.2.8.1-272.1-d,272,272.1,1,"[2, 2]",no,no,0,"[0, -2, -4, -4, -1, -6, -8, 6, 4, 0, 4, -10, 8, 8, -8, -6, 4, -2, 4, 8, 0, -6, -10, -18, 6]"
2.2.8.1-272.2-a,272,272.2,1,"[2, 2]",no,no,0,"[0, 4, -2, 4, -6, -1, 6, 0, -4, 4, -8, 0, 6, 0, 0, 12, -6, -4, 14, -8, -8, 6, -6, -10, 14]"
2.2.8.1-272.2-b,272,272.2,1,"[2, 2]",no,no,0,"[0, 0, 0, 2, 2, 1, 0, 0, 2, 0, 8, 2, -6, 8, -8, 0, 16, 2, -6, -8, -16, 10, -6, 2, 2]"
2.2.8.1-272.2-c,272,272.2,1,"[2, 2]",no,no,0,"[0, -2, 4, -2, 6, -1, 0, 6, 2, 4, -2, -6, 6, -6, -6, 6, -12, -10, -10, 10, -8, -6, 6, -10, 2]"
2.2.8.1-272.2-d,272,272.2,1,"[2, 2]",no,no,0,"[0, -4, -2, -4, -6, -1, 6, -8, 4, 4, 0, 8, -10, -8, 8, 4, -6, 4, -2, 0, 8, -10, -6, 6, -18]"
2.2.8.1-279.1-a,279,279.1,1,"[2, 2]",no,no,0,"[1, -5, -2, -1, -2, 1, 1, -5, -3, 1, 5, 5, -10, 0, 0, -12, -3, 6, 9, -14, -8, 11, -16, -17, 13]"
2.2.8.1-279.1-b,279,279.1,1,"[2, 2]",no,no,0,"[-1, -3, -2, 1, -2, 3, -9, -1, -3, -1, -7, -11, 6, 4, 0, -12, -13, -10, 11, 10, 4, 1, -12, 13, -9]"
2.2.8.1-279.2-a,279,279.2,1,"[2, 2]",no,no,0,"[1, -2, -5, -1, 1, -2, -5, 1, -3, 5, 1, -10, 5, 0, 0, -3, -12, 9, 6, -8, -14, -16, 11, 13, -17]"
2.2.8.1-279.2-b,279,279.2,1,"[2, 2]",no,no,0,"[-1, -2, -3, 1, 3, -2, -1, -9, -3, -7, -1, 6, -11, 0, 4, -13, -12, 11, -10, 4, 10, -12, 1, -9, 13]"
2.2.8.1-281.1-a,281,281.1,1,"[2, 2]",no,no,0,"[1, -4, -1, -5, 5, -5, 2, 6, -3, 4, -7, -9, -12, -3, 9, 0, 6, 4, -10, 16, -12, 4, 14, -2, -8]"
2.2.8.1-281.1-b,281,281.1,1,"[2, 2]",no,no,0,"[-2, -4, 2, -2, -4, -2, 8, -9, -9, -2, 2, 3, 0, 3, -6, -3, 0, 13, -16, -11, 0, 1, -16, 10, 7]"
2.2.8.1-281.2-a,281,281.2,1,"[2, 2]",no,no,0,"[1, -1, -4, -5, -5, 5, 6, 2, -3, -7, 4, -12, -9, 9, -3, 6, 0, -10, 4, -12, 16, 14, 4, -8, -2]"
2.2.8.1-281.2-b,281,281.2,1,"[2, 2]",no,no,0,"[-2, 2, -4, -2, -2, -4, -9, 8, -9, 2, -2, 0, 3, -6, 3, 0, -3, -16, 13, 0, -11, -16, 1, 7, 10]"
2.2.8.1-284.1-a,284,284.1,1,"[2, 2]",no,no,0,"[0, 4, 0, 2, -6, 6, -8, 0, -6, -8, 0, 10, 10, 4, 0, 1, 4, 14, -2, -12, -16, -2, 6, 14, 2]"
2.2.8.1-284.2-a,284,284.2,1,"[2, 2]",no,no,0,"[0, 0, 4, 2, 6, -6, 0, -8, -6, 0, -8, 10, 10, 0, 4, 4, 1, -2, 14, -16, -12, 6, -2, 2, 14]"
2.2.8.1-287.1-a,287,287.1,1,"[2, 2]",no,no,0,"[-1, -1, -4, 2, -6, 2, -8, -4, 2, 0, 0, 1, -6, -8, -8, 8, 16, -6, -2, 0, -16, -10, -2, -10, 6]"
2.2.8.1-287.2-a,287,287.2,1,"[2, 2]",no,no,0,"[-1, -1, 0, -6, 2, 2, 0, 0, -6, -8, -8, -6, 1, -8, 0, 8, 0, 10, -6, 8, -16, 10, -6, -14, 2]"
2.2.8.1-287.3-a,287,287.3,1,"[2, 2]",no,no,0,"[-1, 0, -1, -6, 2, 2, 0, 0, -6, -8, -8, 1, -6, 0, -8, 0, 8, -6, 10, -16, 8, -6, 10, 2, -14]"
2.2.8.1-287.4-a,287,287.4,1,"[2, 2]",no,no,0,"[-1, -4, -1, 2, 2, -6, -4, -8, 2, 0, 0, -6, 1, -8, -8, 16, 8, -2, -6, -16, 0, -2, -10, 6, -10]"
2.2.8.1-288.1-a,288,288.1,1,"[2, 2]",no,no,0,"[0, -4, 4, 1, 2, 2, -8, 8, 10, 4, -4, -6, -6, 8, -8, -8, 8, -6, -6, 4, -4, -6, -6, 2, 2]"
2.2.8.1-288.1-b,288,288.1,1,"[2, 2]",yes,no,0,"[0, -4, -4, 1, -6, -6, 0, 0, -6, 4, 4, 2, 2, 8, 8, -16, -16, -6, -6, 4, 4, 10, 10, -14, -14]"
2.2.8.1-288.1-c,288,288.1,1,"[2, 2]",yes,no,0,"[0, 4, 4, 1, -6, -6, 0, 0, -6, -4, -4, 2, 2, -8, -8, 16, 16, -6, -6, -4, -4, 10, 10, -14, -14]"
2.2.8.1-288.1-d,288,288.1,1,"[2, 2]",no,no,0,"[0, 4, -4, 1, 2, 2, 8, -8, 10, -4, 4, -6, -6, -8, 8, 8, -8, -6, -6, -4, 4, -6, -6, 2, 2]"
2.2.8.1-289.1-a,289,289.1,1,"[2, 2]",yes,no,0,"[-1, 4, 4, -6, 1, 1, 4, 4, -6, 4, 4, -6, -6, 0, 0, -4, -4, -6, -6, 12, 12, 10, 10, 2, 2]"
2.2.8.1-289.2-a,289,289.2,1,"[2, 2]",no,no,0,"[0, 2, 4, 2, -6, 0, 0, -6, -2, 4, 2, 6, 6, 6, 6, -6, -12, 10, -10, -10, -8, -6, 6, 10, 2]"
2.2.8.1-289.3-a,289,289.3,1,"[2, 2]",no,no,0,"[0, 4, 2, 2, 0, -6, -6, 0, -2, 2, 4, 6, 6, 6, 6, -12, -6, -10, 10, -8, -10, 6, -6, 2, 10]"
2.2.8.1-292.1-a,292,292.1,1,"[2, 2]",no,no,0,"[0, -2, -5, -1, -3, -6, -1, -4, 2, 0, -1, 5, 11, 3, -2, 5, 0, -1, -7, -16, -8, 4, -16, -4, 6]"
2.2.8.1-292.2-a,292,292.2,1,"[2, 2]",no,no,0,"[0, -5, -2, -1, -6, -3, -4, -1, 2, -1, 0, 11, 5, -2, 3, 0, 5, -7, -1, -8, -16, -16, 4, 6, -4]"
2.2.8.1-302.1-a,302,302.1,1,"[2, 2]",no,no,0,"[-1, -4, -2, 1, -2, -4, -7, -9, 7, 5, -2, 3, -12, 6, -1, -14, 12, 1, -8, -4, 16, -14, 14, 2, -8]"
2.2.8.1-302.2-a,302,302.2,1,"[2, 2]",no,no,0,"[-1, -2, -4, 1, -4, -2, -9, -7, 7, -2, 5, -12, 3, -1, 6, 12, -14, -8, 1, 16, -4, 14, -14, -8, 2]"
2.2.8.1-306.1-a,306,306.1,1,"[2, 2]",no,no,0,"[-1, -2, -1, 1, 1, 7, 4, -1, 5, -2, 1, 3, 8, 3, 9, -16, 12, -4, 3, -16, 6, 7, -17, 5, -8]"
2.2.8.1-306.1-b,306,306.1,1,"[2, 2]",no,no,0,"[1, 4, 0, -1, 1, -6, -8, -4, 6, 8, -8, -6, -2, 8, 0, 4, 16, -14, 6, 0, 16, 18, -6, -14, -6]"
2.2.8.1-306.1-c,306,306.1,1,"[2, 2]",no,no,0,"[-1, 2, 3, -1, -1, 1, 0, 1, 3, -6, 3, -1, 0, 7, -7, -8, -12, 0, 17, 8, -6, 15, -1, -7, 4]"
2.2.8.1-306.1-d,306,306.1,1,"[2, 2]",no,no,0,"[1, -2, 3, -1, 1, 3, 4, -1, -9, 2, 7, -3, -8, -7, 3, -8, -8, 4, 9, 0, 10, -15, -15, 13, -12]"
2.2.8.1-306.1-e,306,306.1,1,"[2, 2]",no,no,0,"[1, 2, -1, 1, -1, -3, 0, 9, -7, -10, 5, 9, 0, -3, 3, 0, 0, -16, -13, 8, -10, 9, -15, -7, 8]"
2.2.8.1-306.2-a,306,306.2,1,"[2, 2]",no,no,0,"[-1, -1, -2, 1, 7, 1, -1, 4, 5, 1, -2, 8, 3, 9, 3, 12, -16, 3, -4, 6, -16, -17, 7, -8, 5]"
2.2.8.1-306.2-b,306,306.2,1,"[2, 2]",no,no,0,"[1, 0, 4, -1, -6, 1, -4, -8, 6, -8, 8, -2, -6, 0, 8, 16, 4, 6, -14, 16, 0, -6, 18, -6, -14]"
2.2.8.1-306.2-c,306,306.2,1,"[2, 2]",no,no,0,"[-1, 3, 2, -1, 1, -1, 1, 0, 3, 3, -6, 0, -1, -7, 7, -12, -8, 17, 0, -6, 8, -1, 15, 4, -7]"
2.2.8.1-306.2-d,306,306.2,1,"[2, 2]",no,no,0,"[1, 3, -2, -1, 3, 1, -1, 4, -9, 7, 2, -8, -3, 3, -7, -8, -8, 9, 4, 10, 0, -15, -15, -12, 13]"
2.2.8.1-306.2-e,306,306.2,1,"[2, 2]",no,no,0,"[1, -1, 2, 1, -3, -1, 9, 0, -7, 5, -10, 0, 9, 3, -3, 0, 0, -13, -16, -10, 8, -15, 9, 8, -7]"
2.2.8.1-313.1-a,313,313.1,1,"[2, 2]",no,no,0,"[1, -3, -1, -4, -3, -4, 1, -7, 4, 7, 8, -3, 0, 9, -5, 0, 10, -10, -10, -8, 3, -10, -3, -12, -6]"
2.2.8.1-313.1-b,313,313.1,1,"[2, 2]",no,no,0,"[-2, 0, -1, -1, -6, -7, -8, 5, -2, -2, -7, 9, 6, 6, 4, -15, 13, 17, -16, -11, 0, 2, 12, -15, -3]"
2.2.8.1-313.1-c,313,313.1,1,"[2, 2]",no,no,0,"[-1, 1, -3, -4, 3, 0, 5, -5, -8, 3, -8, -11, -8, -3, 1, 0, -6, 6, -6, 16, 1, -14, -5, 4, 14]"
2.2.8.1-313.2-a,313,313.2,1,"[2, 2]",no,no,0,"[1, -1, -3, -4, -4, -3, -7, 1, 4, 8, 7, 0, -3, -5, 9, 10, 0, -10, -10, 3, -8, -3, -10, -6, -12]"
2.2.8.1-313.2-b,313,313.2,1,"[2, 2]",no,no,0,"[-2, -1, 0, -1, -7, -6, 5, -8, -2, -7, -2, 6, 9, 4, 6, 13, -15, -16, 17, 0, -11, 12, 2, -3, -15]"
2.2.8.1-313.2-c,313,313.2,1,"[2, 2]",no,no,0,"[-1, -3, 1, -4, 0, 3, -5, 5, -8, -8, 3, -8, -11, 1, -3, -6, 0, -6, 6, 1, 16, -5, -14, 14, 4]"
2.2.8.1-316.1-a,316,316.1,1,"[2, 2]",no,no,0,"[0, 0, 2, 4, -6, 4, -8, -6, 6, 4, 6, 6, -6, 8, -8, -10, 0, 4, 16, 1, 4, 0, -4, 10, -18]"
2.2.8.1-316.2-a,316,316.2,1,"[2, 2]",no,no,0,"[0, 2, 0, 4, 4, -6, -6, -8, 6, 6, 4, -6, 6, -8, 8, 0, -10, 16, 4, 4, 1, -4, 0, -18, 10]"
2.2.8.1-322.1-a,322,322.1,1,"[2, 2]",no,no,0,"[-1, -2, -1, 2, 0, 4, 6, -1, 6, 0, 2, 8, -2, 0, 4, -8, -14, 10, 14, 8, 6, 10, -6, -18, -14]"
2.2.8.1-322.1-b,322,322.1,1,"[2, 2]",no,no,0,"[-1, 2, 1, 4, 0, 0, -6, 1, 2, -4, -4, -6, 6, 6, 0, -12, -6, 2, -4, 8, 8, -6, -6, 14, 2]"
2.2.8.1-322.1-c,322,322.1,1,"[2, 2]",no,no,0,"[1, 2, 1, -2, 0, 0, -6, -1, 2, 8, 2, 0, -6, 0, -12, -12, 6, -10, 2, 8, 14, -6, 6, -10, -10]"
2.2.8.1-322.1-d,322,322.1,1,"[2, 2]",no,no,0,"[1, 2, -1, 4, -4, -8, 2, 1, -2, 4, 0, -2, -6, -6, 8, 16, -6, -2, 16, -8, 8, -14, -18, -2, -10]"
2.2.8.1-322.1-e,322,322.1,1,"[2, 2]",no,no,0,"[-1, -4, 1, -2, -6, -6, 0, -1, -10, 8, -4, 6, 6, 0, 0, 12, 12, -10, -10, 8, -16, -6, 6, 2, -10]"
2.2.8.1-322.2-a,322,322.2,1,"[2, 2]",no,no,0,"[-1, 2, 1, 1, 3, -3, 1, -9, 8, 5, 8, -3, 0, -6, -9, -3, 15, 2, 14, -16, -1, 3, -6, 2, 8]"
2.2.8.1-322.2-b,322,322.2,1,"[2, 2]",no,no,0,"[1, 2, -1, -1, -3, 1, 1, 7, 8, -5, 4, -11, -12, -2, -1, -1, 1, -14, -2, 8, -3, 7, 6, -10, 8]"
2.2.8.1-322.2-c,322,322.2,1,"[2, 2]",no,no,0,"[1, 2, 1, 1, -3, -3, -1, -3, -4, -1, -4, 3, 0, 6, 3, 9, 3, 2, 2, -4, 5, -3, -6, 2, 8]"
2.2.8.1-322.3-a,322,322.3,1,"[2, 2]",no,no,0,"[-1, 1, 2, 1, -3, 3, -9, 1, 8, 8, 5, 0, -3, -9, -6, 15, -3, 14, 2, -1, -16, -6, 3, 8, 2]"
2.2.8.1-322.3-b,322,322.3,1,"[2, 2]",no,no,0,"[1, -1, 2, -1, 1, -3, 7, 1, 8, 4, -5, -12, -11, -1, -2, 1, -1, -2, -14, -3, 8, 6, 7, 8, -10]"
2.2.8.1-322.3-c,322,322.3,1,"[2, 2]",no,no,0,"[1, 1, 2, 1, -3, -3, -3, -1, -4, -4, -1, 0, 3, 3, 6, 3, 9, 2, 2, 5, -4, -6, -3, 8, 2]"
